class,period,tranDur,radE,earthFlux,eqTemp,effTemp,radS
0,5.48923,3.29,11.8401,2592.62,1987,6004,1.62
0,0.43889,0.947,6.69456,14357.3,3049,7111,2.32
0,2.3359622,6.0165684,18.3852989,7363.483084,2362.602031,7577,2.0780001
1,6.8674054,3.488,2.4024,297.944,1157,6051.5,1.03
1,14.431887,3.265,3.73311,52.4908,749,6051.5,1.03
1,10.5739824,4.04,9.43898,171.146,1007,6519,1.27
1,9.9783319,4.2281711,2.0515332,300.9646623,1062.303534,6073.5,1.47131
1,4.4247042,1.318,8.3621,465.179,1293,6594,1.49
1,2.2222094,2.461,1.39527,2005.35,1864,6594,1.49
1,1.0082361,1.41,1.7202,1882.94,1835,5795.29,1.13
1,1.2168732,0.86,3.43106,153.719,980,4634.6,0.78
1,1.4520486,1.339,1.404,266.85,1125,4184,0.69
1,6.1182129,0.6671441,6.1579891,149.0299553,891.1240042,5427,0.890109
1,14.4204896,5.1737619,4.7909139,186.8796664,942.9968937,6383,1.41048
1,1.0697621,1.356,1.60037,1061.92,1590,4946,0.8
1,3.0726434,2.2602485,19.9197757,2446.884871,1793.79634,7164,1.55831
