class,period,tranDur,radE,earthFlux,eqTemp,effTemp,radS
0,0.393727296,3.02,23.05,5746.51,2216.0,5628.0,0.808
1,8.17242644,3.902,3.29,127.95,858.0,5705.0,0.905
1,1295.362215,28.297,57.82,0.19,169.0,5609.0,1.048
1,4.2989201,2.747,2.12,283.62,1046.0,5300.0,0.986
0,25.9518536,14.755,24.6,14.09,494.0,5198.0,0.742
0,5.68628739,17.573,4.5,297.81,1059.0,6052.0,0.956
0,15.66388695,2.4775,27.36,298.77,1060.0,5996.0,2.221
1,5.714817603,3.14126,9.29,187.27,943.0,5695.0,0.842
0,185.0228822,4.87326,49.82,4.89,379.0,6025.0,1.367
0,2.897432135,3.1793,14.35,5240.0,2170.0,5970.0,2.994
1,8.1280933,3.727,1.39,138.51,875.0,5831.0,0.921
1,4.89721006,1.812,1.48,157.93,904.0,5093.0,0.847
0,2.757794163,2.7644,20.05,542.43,1231.0,5747.0,0.891
0,1.914158508,3.2917,13.63,1730.47,1646.0,6289.0,1.118
1,10.30067919,4.885,2.2,251.55,1015.0,6157.0,1.33
1,16.56806842,4.2647,2.54,21.27,548.0,4987.0,0.716
0,0.856895349,1.3078,0.82,2960.82,1881.0,6021.0,0.873
1,40.8065333,13.135,3.71,83.75,772.0,6207.0,2.097
1,2.46697039,1.6345,1.56,398.42,1139.0,5074.0,0.863
1,107.7214092,8.042,4.75,7.39,421.0,5529.0,1.294
1,92.77779,6.64,1.92,6.7,410.0,5888.0,1.019
1,9.673958488,3.2641,2.63,69.42,736.0,5192.0,0.873
0,100.3039228,8.702,29.55,2.26,313.0,5055.0,0.772
0,0.986620248,3.9722,43.98,6719.67,2308.0,6243.0,1.385
1,48.6478543,5.464,4.14,13.57,489.0,5779.0,0.974
1,8.63847391,5.4566,5.99,958.35,1419.0,5684.0,3.046
1,422.917678,31.274,5.89,1.73,292.0,5796.0,1.444
1,140.10765,18.503,3.42,16.17,511.0,6207.0,2.097
1,3.4815917,1.8069,1.17,421.61,1156.0,5405.0,1.022
0,8.360616221,7.5385,40.35,601.6,1263.0,5463.0,2.445
1,35.61760233,8.4559,5.17,10.19,456.0,5123.0,0.779
0,1.09206833,1.8596,1.29,1588.89,1611.0,5639.0,0.859
1,10.12805158,3.517,1.95,81.77,767.0,5676.0,0.82
0,1.613001111,2.394,1.25,1878.1,1680.0,5580.0,1.205
1,3.770551475,3.8077,12.05,679.75,1302.0,6322.0,1.075
0,1.343767797,1.9405,18.66,11675.38,2654.0,6324.0,2.312
0,29.12436474,3.4209,15.25,3.81,356.0,4457.0,0.481
0,31.82814583,2.917,35.8,23.97,564.0,5908.0,0.92
0,3.629442796,5.63,3.28,1001.35,1434.0,6506.0,1.217
0,0.553261874,0.8875,97.36,43709.08,3689.0,5679.0,3.142
0,7.44042933,2.991,2.74,144.12,883.0,5815.0,0.877
1,6.581477136,3.0896,4.56,142.63,881.0,5188.0,0.973
0,24.66919273,7.03515,77.76,1150.61,1485.0,5313.0,9.327
1,2.382652873,1.8888,2.74,553.53,1237.0,5188.0,0.973
1,24.66461416,2.8579,5.34,24.53,567.0,5188.0,0.973
1,11.51517167,2.006,2.9,43.96,657.0,5177.0,0.798
0,30.6113932,3.576,19.68,2.38,317.0,3900.0,0.534
1,7.40742502,3.675,2.01,183.15,938.0,5922.0,0.961
0,569.934135,4.1904,38.98,1.81,296.0,5367.0,2.057
0,5.09246539,3.659,1.17,119.7,844.0,5037.0,0.751
0,1.103971357,0.926,1.37,1109.79,1471.0,5409.0,0.746
1,10.91610834,3.6496,3.93,78.19,758.0,5575.0,0.932
1,3.353732008,1.4598,1.65,33.76,615.0,3789.0,0.46
1,6.877446033,1.3692,2.05,12.95,484.0,3789.0,0.46
1,28.46464804,2.6657,1.87,1.95,301.0,3789.0,0.46
0,0.293630085,2.3857,26.35,9283.34,2503.0,5665.0,0.843
1,42.89645024,5.6897,2.0,9.54,448.0,5192.0,0.873
1,30.5872153,5.3698,2.32,35.08,621.0,5944.0,1.082
1,3.601465336,2.2753,2.31,232.65,996.0,5052.0,0.855
1,25.8474958,5.985,2.4,48.23,672.0,6297.0,1.031
1,40.715561,6.894,2.7,26.34,578.0,6297.0,1.031
0,6.198273591,7.53837,19.81,222.23,985.0,6038.0,0.898
0,1.023471798,2.3499,3.78,2103.09,1727.0,5741.0,0.893
0,0.51872711,1.252,19.07,3537.27,1965.0,5572.0,0.762
0,1.096583368,2.1188,1.35,1119.9,1474.0,5222.0,0.763
1,9.95639775,5.615,28.15,158.42,905.0,6161.0,1.053
1,6.50327035,2.591,1.67,98.81,804.0,4999.0,0.843
1,4.09667624,2.19,1.42,182.9,938.0,4999.0,0.843
1,1.196548464,1.2592,1.25,945.12,1414.0,4999.0,0.843
1,11.47609015,5.046,2.07,221.34,984.0,6071.0,1.41
1,25.2630467,6.22,1.71,77.24,756.0,6071.0,1.41
1,0.677374687,1.8361,0.9,4572.56,2099.0,5718.0,1.037
1,10.43547031,3.4167,1.22,78.35,759.0,5528.0,0.853
1,24.58716355,3.984,2.37,18.72,530.0,5474.0,0.749
0,34.19360031,5.41382,21.95,86.74,778.0,6129.0,1.786
1,12.53248222,4.0168,3.24,85.15,775.0,5997.0,0.904
1,13.19720694,3.4872,4.18,40.03,642.0,4954.0,0.885
1,14.85890852,3.5252,5.94,63.52,720.0,5356.0,1.055
1,4.08897299,3.585,2.36,1317.96,1537.0,5897.0,1.86
0,8.30697421,2.76,37.99,570.93,1246.0,5300.0,2.124
1,7.33685101,3.548,1.52,138.46,875.0,5795.0,0.848
0,1.204274435,1.3362,1.19,1413.91,1564.0,5668.0,0.849
1,27.6652847,6.633,2.21,39.94,641.0,6036.0,1.017
0,0.948950734,4.0245,36.87,4636.91,2103.0,6307.0,1.133
1,14.55730897,7.7643,4.32,141.0,879.0,5774.0,1.412
0,4.722254104,3.451,14.45,22.67,557.0,3801.0,0.488
1,6.810823723,7.98574,26.06,1656.16,1626.0,7226.0,2.079
0,0.933746515,6.6522,25.54,1222.25,1508.0,5252.0,0.716
0,1.872421727,1.5261,5.65,672.92,1298.0,5337.0,0.825
1,8.75209691,2.3742,1.83,9.76,451.0,3731.0,0.498
1,22.78078241,3.3002,2.17,2.73,328.0,3731.0,0.498
1,2.896005211,1.6776,1.23,42.53,652.0,3731.0,0.498
0,54.35635067,6.4345,38.81,24.18,566.0,6161.0,1.255
0,0.54624855,2.0543,18.93,2677.36,1837.0,5414.0,0.714
1,18.82744023,4.664,2.7,37.82,632.0,5687.0,0.86
1,5.747711909,1.8923,1.86,40.07,641.0,4252.0,0.632
1,3.504691252,1.9811,2.03,435.21,1165.0,5356.0,1.055
0,0.995861402,1.1507,26.93,1124.35,1477.0,5286.0,0.706
0,15.2384539,19.292,9.84,111.67,829.0,6384.0,1.086
