class,period,tranDur,tranDep,radE,earthFlux,eqTemp,effTemp,radS
1,3.543919702,1.8717,507.0,1.21,652.0,42.68,3879.0,0.537
1,8.28157072,3.1,139.0,1.37,956.0,197.82,5640.0,1.175
1,0.82628442,0.9603,135.0,0.96,1629.0,1654.69,5218.0,0.829
1,6.37705295,1.949,503.0,2.15,935.0,180.66,5672.0,0.965
1,8.83929462,1.719,316.0,1.94,778.0,86.5,5330.0,0.87
0,0.631795416,1.0703,145.0,1.88,2797.0,14547.08,6414.0,1.519
1,7.56126152,2.851,181.0,1.2,891.0,149.17,5853.0,0.895
1,34.9897847,4.208,499.0,1.14,292.0,1.71,3765.0,0.521
1,7.05429483,1.716,359.0,1.0,497.0,14.46,3765.0,0.521
1,2.27050106,1.903,107.0,0.55,903.0,157.05,4671.0,0.528
1,26.7838935,4.584,365.0,1.59,523.0,17.69,5242.0,0.856
1,45.126216,6.656,373.0,2.32,604.0,31.54,6499.0,1.169
1,11.94019101,2.866,632.0,1.86,625.0,35.99,5073.0,0.748
0,3.51295674,3.06,83.1,1.1,1434.0,999.6,6453.0,1.17
1,48.4313003,4.03,886.0,2.78,396.0,5.81,4891.0,0.805
1,7.203855862,2.5418,1770.0,2.25,509.0,15.87,3834.0,0.539
1,6.73808701,2.591,92.9,0.73,786.0,90.19,5168.0,0.769
0,7.57571414,2.357,419.0,2.45,1075.0,315.8,6418.0,1.171
0,4.76887671,1.672,116.0,2.11,1532.0,1303.61,6063.0,1.855
0,1.347512632,1.9817,2650.0,23.45,1346.0,775.18,5316.0,0.685
0,0.512581697,1.5789,259.0,1.32,2009.0,3827.79,5547.0,0.82
0,12.07760884,2.233,151.0,1.03,708.0,59.51,5370.0,0.845
1,18.55581565,5.372,566.0,20.83,1793.0,2442.24,5988.0,8.841
1,13.33094869,1.426,726.0,25.95,815.0,104.37,5991.0,1.039
0,6.38315744,1.7075,1110.0,2.35,787.0,91.0,5262.0,0.714
1,27.52194772,4.047,2310.0,2.47,314.0,2.28,3780.0,0.511
1,16.1289679,6.271,389.0,2.94,715.0,61.87,5392.0,1.087
1,13.5631157,5.438,336.0,1.75,733.0,68.41,5853.0,0.895
1,16.2959916,2.116,370.0,1.83,678.0,49.81,5495.0,0.961
1,4.16056658,2.61,75.8,0.7,985.0,222.54,5481.0,0.815
0,2.93101771,2.231,199.0,1.15,1134.0,390.28,5485.0,0.788
1,39.79220077,4.466,610.0,1.9,458.0,10.38,5437.0,0.781
0,16.2276756,3.699,526.0,2.11,648.0,41.57,5328.0,0.883
0,1.595630597,1.793,260.0,17.94,1346.0,778.05,5632.0,0.729
1,14.8200596,3.902,185.0,0.96,552.0,21.92,4825.0,0.732
1,20.49041,4.369,662.0,2.34,625.0,36.01,5681.0,0.923
0,0.962827066,4.48,86.3,29.27,3399.0,31471.91,6534.0,3.028
1,8.679037,2.864,302.0,1.79,949.0,191.84,6117.0,1.027
1,11.1296971,2.942,371.0,1.93,843.0,119.44,6122.0,0.964
1,2.7296036,2.721,146.0,1.53,1455.0,1056.15,5887.0,1.235
1,3.11604194,1.7763,345.0,1.59,1123.0,375.55,5591.0,0.86
1,46.82767725,1.9033,1540.0,2.13,276.0,1.37,3879.0,0.537
1,12.7372371,3.358,101.0,0.87,697.0,55.82,5420.0,0.868
1,40.0306267,4.815,215.0,2.01,617.0,34.19,5855.0,1.373
1,0.679336747,1.2188,241.0,1.4,1883.0,2982.78,5440.0,0.913
0,213.6103207,10.7643,111000.0,46.07,291.0,1.69,5931.0,0.845
0,170.8658492,16.9895,29800.0,24.4,387.0,5.33,5989.0,1.324
1,21.47642727,5.5498,348000.0,59.5,655.0,43.52,5780.0,1.0
0,17.5509742,4.064,3860.0,5.97,700.0,56.9,5780.0,1.0
1,88.5122014,6.8214,2520.0,4.7,390.0,5.47,5593.0,0.945
0,10.21507506,3.395,259.0,1.5,780.0,87.48,5406.0,0.95
0,8.3806973,3.028,651.0,1.91,701.0,57.04,5062.0,0.735
1,31.0572947,3.401,637.0,1.85,480.0,12.57,5395.0,0.734
1,15.1622287,7.332,480.0,3.12,829.0,111.74,6325.0,1.112
1,10.04378351,5.548,438.0,2.94,951.0,193.39,6325.0,1.112
1,7.10397925,1.5398,371.0,1.51,818.0,105.84,5488.0,0.789
1,4.5513988,2.457,189.0,1.13,907.0,159.65,5009.0,0.84
1,10.91274065,2.1801,1390.0,2.13,443.0,9.12,3834.0,0.539
0,12.2141545,10.262,536.0,18.13,683.0,51.37,5435.0,0.824
0,3.732261,2.054,154.0,1.09,1119.0,369.47,5762.0,0.867
1,3.03267135,1.774,42.4,0.6,1187.0,468.31,5640.0,0.921
1,5.34182466,3.577,70.5,0.95,1125.0,379.09,5767.0,1.135
1,2.131945045,1.8061,269.0,1.66,1418.0,955.16,5845.0,1.013
1,12.9462567,9.568,169.0,1.13,764.0,80.34,6058.0,0.867
1,5.77957133,2.5213,397.0,1.5,598.0,30.22,4102.0,0.581
1,6.77367892,3.579,151.0,1.33,1083.0,324.84,6392.0,1.072
1,5.22402436,2.608,48.1,0.58,941.0,185.16,5487.0,0.84
1,11.6601667,5.882,181.0,2.08,834.0,114.36,5791.0,1.083
0,89.465468,9.88,67.9,2.57,549.0,21.43,5192.0,2.46
1,18.0161227,4.016,500.0,2.39,768.0,82.38,6245.0,1.065
0,40.8777605,9.745,719.0,29.55,526.0,18.15,5930.0,0.937
0,6.80243431,3.817,249.0,2.6,895.0,151.72,5836.0,0.816
1,84.5733346,5.762,892.0,2.59,366.0,4.26,5418.0,0.888
1,21.30181863,3.8763,87.3,0.72,564.0,23.89,5437.0,0.781
1,4.14789051,3.829,138.0,1.93,1389.0,878.32,6150.0,1.417
1,15.92108138,1.5443,717.0,3.14,645.0,40.88,5595.0,0.82
1,19.0054098,1.843,542.0,28.47,758.0,78.19,6347.0,1.036
0,1.96433113,2.381,139.0,1.33,1638.0,1704.63,6306.0,1.121
1,2.81043228,3.874,47.4,1.43,1701.0,1978.53,5415.0,2.079
1,0.968527683,1.3672,115.0,1.21,1677.0,1867.0,5580.0,0.886
1,0.664074145,1.0925,213.0,1.19,1703.0,1998.48,5178.0,0.797
0,11.7489907,4.043,36.7,1.01,1114.0,363.51,6440.0,1.655
1,175.603366,9.543,507.0,2.87,348.0,3.46,6225.0,1.009
1,3.849371737,2.632,1300.0,12.94,2034.0,4055.29,6244.0,2.992
0,0.366197145,1.2335,275.0,51.34,9983.0,2335438.28,4448.0,31.5
1,4.164384505,1.8464,2340.0,2.54,590.0,28.75,3808.0,0.508
1,2.10433534,1.1168,242.0,0.79,662.0,45.34,3605.0,0.433
1,28.8431751,3.171,757.0,2.66,491.0,13.77,5151.0,0.785
0,1.378649746,1.2232,22500.0,6.51,734.0,68.34,3440.0,0.439
0,1.112207126,1.35,54.7,0.73,1797.0,2467.09,6046.0,0.972
1,64.034363,9.174,759.0,3.47,411.0,6.72,5691.0,0.783
0,1.303576682,1.021,246.0,1.51,1694.0,1940.45,6045.0,0.955
0,1.958577398,2.388,453.0,1.8,1252.0,579.19,5402.0,0.816
1,5.19103699,4.222,290.0,1.92,1183.0,462.91,6321.0,1.125
1,4.86638504,2.296,144.0,1.32,1121.0,372.7,5688.0,1.111
0,4.79176993,4.52,117.0,0.81,883.0,143.74,5138.0,0.756
1,25.1933989,4.62,481.0,1.95,513.0,16.34,5009.0,0.84
0,0.759762021,4.912,227.0,24.2,2280.0,6419.35,6386.0,1.123
1,4.790912471,0.5134,361.0,2.25,717.0,62.51,4359.0,0.676
1,6.49441464,2.344,357.0,1.75,732.0,68.05,4769.0,0.742
1,2.576571021,1.5997,853.0,1.57,717.0,62.42,3834.0,0.539
1,28.4750006,4.718,764.0,2.64,489.0,13.5,4996.0,0.831
1,14.7966306,5.613,56.1,0.98,874.0,138.25,6175.0,1.307
1,11.25401871,4.759,433.0,2.42,888.0,147.13,5995.0,1.118
1,9.18244299,4.318,87.6,1.24,1052.0,289.74,6194.0,1.314
1,14.6134781,5.266,72.8,1.12,901.0,155.87,6194.0,1.314
0,119.682075,31.28,1700.0,30.39,351.0,3.59,5778.0,0.911
1,42.9923284,4.726,1120.0,3.32,496.0,14.33,5593.0,0.945
1,6.88341278,2.0674,487.0,2.63,1080.0,321.63,6139.0,1.193
0,4.593595496,2.7468,45000.0,44.14,1022.0,258.12,5717.0,0.884
1,197.5111484,11.106,2580.0,9.52,391.0,5.54,5616.0,1.674
1,11.1726723,6.106,76.8,1.5,1019.0,255.06,5616.0,1.674
1,2.53573284,3.989,68.0,1.36,1671.0,1842.18,5616.0,1.674
1,6.79164656,3.343,103.0,1.01,994.0,230.81,5772.0,1.003
1,11.8376933,3.381,92.9,1.0,826.0,110.03,5772.0,1.003
1,18.5525162,4.385,772.0,2.53,612.0,33.14,5569.0,0.829
1,47.3659328,7.929,757.0,11.97,481.0,12.62,5708.0,0.902
1,13.3669309,3.733,12.2,0.27,656.0,43.71,5417.0,0.772
0,1.045492348,2.933,28.7,0.83,2291.0,6522.69,6057.0,1.457
1,4.86634094,1.885,367.0,1.94,881.0,142.39,4996.0,0.831
1,5.60402307,1.0273,225.0,1.25,774.0,84.65,4847.0,0.737
1,13.0313583,4.521,573.0,2.88,774.0,84.94,5514.0,1.071
1,40.9905002,7.336,297.0,2.41,627.0,36.5,5842.0,1.41
1,57.2932309,4.878,774.0,1.95,355.0,3.76,4806.0,0.729
1,8.00504749,3.32,188.0,1.52,1035.0,271.68,6398.0,1.101
1,12.13070414,3.843,211.0,1.61,901.0,155.85,6398.0,1.101
1,5.61357653,2.905,162.0,1.41,1165.0,435.61,6398.0,1.101
1,29.2254372,5.293,174.0,1.35,614.0,33.69,6049.0,1.008
0,1.33255087,3.565,123.0,1.19,1728.0,2107.29,5774.0,1.054
0,40.8792243,7.005,414.0,1.62,437.0,8.59,5383.0,0.72
1,18.8262877,2.344,796.0,2.34,591.0,28.85,5215.0,0.845
1,13.9034057,3.408,261.0,1.55,646.0,41.08,5261.0,0.819
1,3.41045981,2.866,136.0,1.06,892.0,149.88,4983.0,0.651
1,4.76702759,2.013,163.0,1.19,1046.0,282.97,5629.0,0.937
1,13.62801048,3.5374,913.0,3.28,639.0,39.48,5052.0,0.855
1,53.3580444,6.812,736.0,3.41,474.0,11.94,5481.0,1.036
1,16.83203175,4.031,326.0,1.86,690.0,53.44,5518.0,1.008
0,13.37499553,1.639,458.0,2.01,703.0,57.85,5263.0,0.961
0,4.35370136,1.913,169.0,1.33,1179.0,456.83,5992.0,0.985
0,134.96694,18.43,68.4,0.87,385.0,5.18,6154.0,1.053
1,1.385787741,1.6449,85.4,0.55,1008.0,245.15,4239.0,0.6
1,12.02295362,1.2667,779.0,3.28,776.0,85.78,5982.0,0.879
1,16.79716262,3.83,1020.0,2.75,503.0,15.19,4652.0,0.697
1,18.59611518,2.3052,814.0,1.53,371.0,4.48,3834.0,0.539
1,5.77440326,1.768,245.0,0.8,529.0,18.6,3808.0,0.508
0,2.622134451,4.735,128.0,1.64,1548.0,1359.14,5864.0,1.369
1,11.47685263,2.756,241.0,1.58,796.0,94.94,5550.0,1.032
1,73.711039,10.062,137.0,1.77,563.0,23.81,6374.0,1.502
1,14.43348326,2.663,527.0,16.25,558.0,22.91,4915.0,0.702
0,40.0088894,3.616,582.0,20.75,585.0,27.65,6237.0,1.023
1,6.35705314,1.324,272.0,1.59,990.0,227.07,5982.0,0.96
0,6.58738839,4.758,259.0,1.35,871.0,136.02,5616.0,0.822
0,0.759706632,1.0896,39.7,1.38,3834.0,51080.76,8621.0,2.094
1,4.37033233,2.845,178.0,1.56,1191.0,475.39,5657.0,1.182
1,1.530515205,0.5945,660.0,0.84,608.0,32.46,3462.0,0.259
0,1.08070294,3.363,146.0,1.04,1565.0,1419.52,5482.0,0.813
0,4.74254518,1.023,306.0,1.77,1118.0,369.34,6046.0,1.007
0,18.13559979,2.019,453.0,24.49,744.0,72.36,6184.0,1.038
1,3.70429015,3.37,55.7,1.45,1839.0,2708.57,6732.0,1.927
1,37.3331165,7.643,188.0,2.5,657.0,44.17,5623.0,1.588
1,17.6997392,2.76,753.0,1.96,523.0,17.73,4807.0,0.742
1,7.9709719,1.2893,488.0,2.27,760.0,79.1,5237.0,0.826
1,6.03355539,10.049,89.5,3.34,1598.0,1540.84,4924.0,3.588
1,3.02558494,3.0008,128.0,1.62,1484.0,1148.47,6123.0,1.263
0,0.933746783,4.255,418.0,1.3,1309.0,696.63,4643.0,0.663
0,6.09740316,4.635,569.0,45.49,1826.0,2630.31,8828.0,1.828
1,0.754457729,0.5891,248.0,2.07,2131.0,4879.62,5561.0,1.193
1,2.7612237,3.681,66.8,1.84,2017.0,3906.36,6381.0,2.232
0,5.59727625,1.659,201.0,1.26,975.0,213.15,5796.0,0.876
1,62.6825769,2.327,399.0,39.8,916.0,166.36,7058.0,3.101
0,50.5715805,3.726,1280.0,2.74,406.0,6.44,5262.0,0.783
1,16.2707207,5.707,468.0,28.42,827.0,110.79,6117.0,1.244
1,2.032319072,1.6762,316.0,1.87,1542.0,1333.35,6156.0,1.05
0,4.100870416,8.15361,124000.0,82.46,1413.0,939.61,5923.0,1.51
1,4.35407371,2.427,277.0,1.63,1043.0,279.53,5455.0,0.909
1,11.32269749,3.517,311.0,1.51,554.0,22.24,4563.0,0.642
1,13.71218522,2.437,787.0,2.47,676.0,49.26,5550.0,0.831
1,12.14684625,6.197,70.7,1.75,1097.0,342.49,5877.0,1.963
1,7.46718958,3.633,75.7,1.04,1035.0,271.25,6161.0,1.169
1,5.42204257,2.952,79.1,1.39,1222.0,527.11,6123.0,1.263
1,48.8882668,6.468,463.0,2.96,386.0,5.23,4821.0,0.788
1,51.1319346,6.019,382.0,2.43,542.0,20.36,6071.0,1.107
0,133.516435,2.196,510.0,2.01,344.0,3.3,5989.0,0.848
1,39.8312536,2.442,389.0,1.46,420.0,7.33,5026.0,0.759
1,9.549277089,1.5832,1830.0,1.57,374.0,4.62,3547.0,0.369
1,24.1073172,10.465,104.0,2.74,1065.0,304.22,6585.0,2.517
1,17.60461401,3.716,2290.0,2.64,362.0,4.07,3744.0,0.516
0,1.228721184,1.041,466.0,1.62,1324.0,728.99,4897.0,0.764
1,51.5738653,2.784,901.0,2.41,417.0,7.12,5380.0,0.813
1,4.69505576,3.058,240.0,1.49,1098.0,343.6,5999.0,0.959
0,0.569115976,2.028,797.0,1.8,1589.0,1504.24,4788.0,0.656
1,7.258450123,5.7297,3710.0,5.53,880.0,141.3,5638.0,0.92
0,6.0959841,10.39,113.0,0.99,988.0,225.07,5826.0,0.885
1,22.9221181,8.2,140.0,1.33,684.0,51.7,5897.0,1.081
1,16.10474503,5.712,124.0,3.21,1159.0,425.93,5822.0,2.886
1,7.42697378,3.206,205.0,1.4,899.0,154.52,5573.0,0.982
0,0.874629873,1.782,68.1,0.72,1597.0,1538.25,5099.0,0.832
0,5.46091846,1.781,172.0,1.25,1106.0,353.34,6319.0,0.93
1,3.17323012,1.9094,205.0,0.88,830.0,112.21,4500.0,0.633
1,13.2970695,3.283,220.0,0.91,515.0,16.64,4500.0,0.633
1,5.398752862,3.4303,347.0,2.21,1140.0,398.33,5790.0,1.198
0,5.26648126,1.964,97.8,1.07,1155.0,420.53,6204.0,1.065
0,2.67596808,2.021,421.0,1.57,998.0,234.19,4732.0,0.795
1,7.41683033,7.274,72.6,3.36,1425.0,973.85,4938.0,3.324
1,0.727331746,0.8323,357.0,0.67,849.0,122.92,3460.0,0.356
1,1.302017467,1.3692,291.0,1.37,1344.0,772.73,4948.0,0.816
1,8.63050092,3.144,326.0,1.43,739.0,70.63,5352.0,0.764
0,12.49117388,2.848,190.0,1.36,763.0,80.08,5753.0,0.911
1,3.27645723,2.219,323.0,1.71,1195.0,482.56,5812.0,0.963
1,16.0573291,3.546,575.0,2.27,645.0,41.04,5644.0,0.806
0,8.44326557,3.353,360.0,1.97,934.0,179.79,6081.0,1.023
1,4.60300256,2.6848,303.0,1.32,848.0,122.02,4821.0,0.788
0,16.9329284,1.218,488.0,2.46,793.0,93.34,6310.0,1.095
1,12.00089667,3.266,421.0,1.47,632.0,37.81,5195.0,0.69
0,1.169010526,1.1717,166.0,91.91,3766.0,47688.8,5944.0,5.847
1,1.916940872,1.4243,105.0,0.89,1246.0,571.25,5083.0,0.872
1,5.05661302,3.926,138.0,1.15,1049.0,286.32,5926.0,0.939
1,24.3344939,6.557,323.0,1.74,647.0,41.3,6091.0,0.967
1,131.187921,6.905,916.0,2.34,284.0,1.54,4898.0,0.803
0,2.17489806,4.599,74.8,1.08,1496.0,1187.26,5749.0,1.15
1,25.8859397,4.548,217.0,1.66,542.0,20.35,5190.0,0.899
1,28.6253502,4.551,653.0,2.38,573.0,25.54,5774.0,0.941
1,6.98141327,6.527,38.0,1.42,1384.0,865.81,6054.0,2.163
0,1.319677953,1.978,101.0,1.13,1843.0,2729.71,6306.0,1.076
1,8.94337724,2.469,215.0,1.48,946.0,188.93,6074.0,1.005
1,0.827151296,1.385,272.0,19.1,5171.0,168151.39,4452.0,11.895
1,12.28299829,2.7096,2790.0,2.83,431.0,8.14,3879.0,0.537
0,0.328686504,0.8592,172.0,1.11,2324.0,6891.11,5430.0,0.847
1,6.383159135,1.7504,2310.0,2.73,530.0,18.73,3757.0,0.576
1,5.57654782,3.673,53.6,0.92,1183.0,462.81,6187.0,1.238
1,115.6863392,4.65,946.0,3.52,401.0,6.09,5800.0,1.149
1,3.81371423,1.973,281.0,1.37,1029.0,264.63,5547.0,0.82
1,38.0970717,4.307,913.0,1.58,242.0,0.81,3554.0,0.398
1,11.6191707,1.819,700.0,2.21,756.0,77.43,5870.0,0.834
0,2.637574744,5.4573,5420.0,9.16,1385.0,868.86,6108.0,1.03
1,38.2292037,3.893,606.0,1.51,359.0,3.92,4544.0,0.598
1,16.3012727,3.974,260.0,1.54,557.0,22.73,4873.0,0.796
1,13.32354078,3.873,117.0,1.32,872.0,136.61,6113.0,1.218
1,2.607545159,1.3916,352.0,2.07,1431.0,993.79,6147.0,1.096
1,3.24417541,1.992,372.0,1.84,1047.0,283.66,5094.0,0.87
1,176.845697,3.812,432.0,42.05,291.0,1.69,5592.0,0.797
0,6.85567248,2.268,198.0,1.27,897.0,153.07,5734.0,0.883
0,2.28607282,7.82,262.0,1.01,942.0,186.39,4583.0,0.654
1,9.60505976,3.0063,55.0,0.91,941.0,185.15,5790.0,1.198
0,3.54789928,2.861,185.0,0.99,987.0,224.45,5399.0,0.725
1,18.0243482,3.575,441.0,1.98,683.0,51.44,5955.0,0.91
1,16.4793229,3.312,479.0,1.53,537.0,19.62,4908.0,0.716
1,3.65690909,2.064,107.0,1.32,1368.0,828.52,6078.0,1.271
1,88.0712769,6.758,885.0,2.4,330.0,2.79,4939.0,0.819
1,8.38395796,5.2,109.0,3.24,1285.0,645.64,5405.0,2.605
1,1.68189051,2.992,83.2,1.27,1790.0,2432.14,5827.0,1.374
0,8.59000355,6.68,298.0,1.82,843.0,119.26,5817.0,0.876
1,44.9977604,9.686,170.0,1.59,508.0,15.74,5871.0,0.983
1,7.12815163,5.522,45.9,1.36,1373.0,839.5,6311.0,1.994
1,2.10081629,2.8182,169.0,1.65,1378.0,852.78,5815.0,0.918
0,0.872952088,1.4499,137.0,25.5,3165.0,23715.46,7102.0,2.082
1,7.01074295,2.1787,223.0,3.76,1453.0,1054.63,5814.0,2.476
1,17.2922631,7.042,203.0,2.13,809.0,101.22,5936.0,1.299
1,94.289223,4.102,505.0,2.11,369.0,4.39,5632.0,0.904
1,14.02634692,1.2808,404.0,2.66,822.0,108.07,5970.0,1.131
0,12.42586643,29.1428,258.0,2.12,741.0,71.19,5428.0,0.94
1,25.5433704,8.567,139.0,2.11,772.0,84.0,5422.0,1.782
0,33.8542586,12.689,253.0,15.96,1326.0,730.99,4553.0,10.472
1,45.0909201,4.605,436.0,2.44,487.0,13.27,5790.0,0.9
1,15.0539886,4.422,222.0,1.44,665.0,46.3,5475.0,0.818
1,3.67936863,3.47,85.9,0.92,1112.0,361.27,5676.0,0.848
1,7.4464635,4.084,78.0,0.77,879.0,141.12,5676.0,0.848
1,159.388788,8.432,1030.0,2.73,289.0,1.65,5135.0,0.874
1,1.565412613,0.7572,2750.0,1.73,648.0,41.85,3464.0,0.328
1,5.14892346,0.9613,2360.0,1.72,436.0,8.54,3464.0,0.328
0,0.730943372,3.004,135.0,1.37,2190.0,5461.14,6143.0,1.067
0,0.515552803,1.7869,1220.0,13.96,1807.0,2508.21,5068.0,0.73
1,2.522590567,1.406,210.0,25.82,1205.0,499.07,5591.0,0.86
1,6.73968289,4.183,142.0,1.48,1011.0,246.9,5511.0,1.176
1,41.74598855,4.6125,422.0,2.4,584.0,27.58,5978.0,1.171
0,75.378004,6.744,448.0,3.82,455.0,10.13,5876.0,1.077
1,213.258526,7.768,1990.0,2.72,202.0,0.39,4477.0,0.637
1,100.2830675,10.8636,351.0,2.51,475.0,12.07,6214.0,1.297
1,4.871223664,1.5916,6460.0,1.56,341.0,3.18,3157.0,0.18
1,2.984157711,1.2637,2600.0,0.92,401.0,6.12,3157.0,0.18
1,2.8867624,0.9879,632.0,1.24,557.0,22.75,3483.0,0.389
0,0.498434645,0.955,239.0,1.08,1676.0,1873.28,4784.0,0.708
1,2.252976718,1.7131,468.0,1.19,795.0,94.26,4039.0,0.559
0,2.75505467,3.426,85.5,1.74,1783.0,2387.41,6257.0,1.748
0,1.572181216,7.219,220.0,77.12,3384.0,30903.98,6622.0,4.315
0,1.28805834,3.419,92.6,1.08,1736.0,2142.23,5631.0,1.132
0,2.72288246,2.408,153.0,1.06,1162.0,431.75,5458.0,0.872
1,1.574090323,1.5796,225.0,0.93,998.0,234.92,4313.0,0.65
0,0.947738312,1.206,202.0,0.88,1229.0,537.85,4464.0,0.638
1,13.7872627,5.747,75.1,1.55,894.0,150.64,5691.0,1.458
1,14.4359459,3.414,107.0,1.46,884.0,144.45,6075.0,1.352
1,5.95958637,2.899,133.0,1.02,897.0,153.48,5452.0,0.9
1,16.6146221,2.706,361.0,1.49,604.0,31.48,5295.0,0.8
0,0.497581917,1.46,141.0,0.76,1801.0,2487.04,5271.0,0.63
1,5.83892993,1.1066,237.0,1.19,835.0,114.94,5279.0,0.769
1,2.279523364,1.6202,127.0,0.87,1123.0,374.78,5017.0,0.797
1,12.2854718,2.996,1620.0,2.21,434.0,8.39,3891.0,0.564
1,5.53609368,2.2942,1220.0,2.2,566.0,24.23,3891.0,0.564
1,3.09756897,4.588,83.3,1.75,1782.0,2380.18,6329.0,1.885
1,58.0337426,5.584,807.0,3.21,486.0,13.17,5467.0,1.152
1,14.4252635,3.754,221.0,1.68,773.0,84.28,5467.0,1.152
1,26.6757818,2.696,475.0,2.69,630.0,37.15,5467.0,1.152
1,0.868386354,1.066,489.0,1.52,1389.0,880.33,4792.0,0.704
1,11.8288843,3.337,191.0,1.18,730.0,67.13,5653.0,0.857
1,14.7512034,1.25,261.0,1.63,678.0,49.97,5653.0,0.857
0,1.480323978,1.833,166.0,1.46,1743.0,2180.25,5996.0,1.081
1,205.385912,8.681,1250.0,2.11,200.0,0.38,4400.0,0.624
1,6.88707073,4.4679,68.7,1.3,1155.0,420.97,5788.0,1.474
0,165.75597,8.45,57.3,15049.8,398.0,5.96,5800.0,1.412
0,1.11431205,2.112,160.0,1.07,1635.0,1691.99,5776.0,0.849
1,3.42064689,1.767,357.0,2.27,1129.0,382.68,5370.0,0.966
1,1.23935745,1.683,151.0,1.5,1583.0,1488.51,5370.0,0.966
1,0.675650404,1.8261,201.0,1.36,2085.0,4473.06,5966.0,0.961
1,1.407020118,1.3766,182.0,1.12,1350.0,782.45,5022.0,0.849
1,24.4359956,6.254,497.0,2.31,674.0,48.81,6197.0,1.035
0,17.7337356,5.558,217.0,1.24,597.0,29.95,5335.0,0.831
0,10.06478627,2.86,286.0,1.49,729.0,66.74,5438.0,0.82
0,1.12976597,3.096,134.0,0.83,1429.0,987.44,5366.0,0.715
1,16.23191704,7.461,502.0,3.54,926.0,174.1,5919.0,1.585
0,15.4126766,3.402,600.0,2.82,618.0,34.56,5240.0,0.856
0,1.110599919,1.3493,158.0,1.07,1539.0,1320.65,5227.0,0.867
1,21.86965714,5.5177,126.0,1.51,790.0,92.0,6214.0,1.297
1,9.02436414,3.011,215.0,1.62,939.0,183.39,5885.0,1.111
1,17.3408735,3.398,159.0,1.43,755.0,76.86,5885.0,1.111
0,0.814280672,2.326,135.0,1.91,2563.0,10224.99,6366.0,1.543
0,0.878855771,1.1014,270.0,1.57,1864.0,2857.19,5727.0,0.937
0,2.49432176,2.3269,8040.0,8.91,1342.0,766.49,5780.0,1.0
1,17.57704569,2.022,670.0,27.21,673.0,48.33,5653.0,0.901
0,1.00652785,1.3175,126.0,1.03,1815.0,2556.97,6089.0,0.889
0,1.99566293,4.514,197.0,1.11,1182.0,462.26,5235.0,0.771
0,0.755111225,3.164,168.0,1.38,1999.0,3759.62,5780.0,1.0
1,1.400755743,1.0562,144.0,1.3,1628.0,1659.74,5487.0,1.072
1,25.8730914,5.085,694.0,2.88,667.0,46.82,6036.0,1.093
1,20.2642023,4.664,185.0,2.12,770.0,82.92,5937.0,1.291
1,1.28132831,0.9157,526.0,4.52,2215.0,5673.71,5918.0,1.596
1,7.44136102,4.554,79.7,1.33,1075.0,315.02,5937.0,1.291
1,99.2532336,7.208,538.0,2.17,300.0,1.93,5010.0,0.715
0,3.84933401,2.299,504.0,2.12,1147.0,408.84,5984.0,0.906
1,119.0833042,2.558,2950.0,22.19,240.0,0.78,4412.0,0.623
1,27.8813154,6.346,209.0,1.54,681.0,50.86,6434.0,1.055
1,6.4802138,3.27,142.0,1.26,934.0,180.05,5496.0,0.983
1,7.50790041,5.646,145.0,1.77,1138.0,396.33,6408.0,1.337
0,21.3910125,3.512,646.0,1.72,483.0,12.88,4889.0,0.686
1,14.3832267,8.378,179.0,1.84,889.0,147.78,6115.0,1.291
1,47.3186631,10.465,263.0,2.1,598.0,30.22,6115.0,1.291
1,11.12827427,2.6118,6060.0,4.04,408.0,6.52,3640.0,0.503
1,2.21571296,1.8211,285.0,1.7,1283.0,638.56,5417.0,0.901
1,34.4585495,7.434,431.0,1.88,559.0,23.05,6161.0,0.862
1,3.35184041,1.9855,345.0,1.88,1294.0,661.69,6198.0,1.005
0,1.615758517,1.734,41.7,1.31,2158.0,5140.67,5622.0,2.017
1,110.3783828,12.211,490.0,3.02,473.0,11.82,6342.0,1.359
1,3.4462125,2.101,83.5,0.7,1015.0,251.24,5374.0,0.721
1,2.005414293,1.934,59.5,0.65,1216.0,516.85,5374.0,0.721
1,4.28886792,2.599,59.3,0.57,944.0,187.43,5374.0,0.721
0,1.868564038,1.192,177.0,1.4,1565.0,1417.56,6065.0,1.023
1,24.5752524,2.258,1000.0,1.64,316.0,2.35,3678.0,0.512
1,15.1408916,4.359,477.0,1.93,714.0,61.42,5926.0,0.887
1,11.39169531,5.0,51.0,1.02,886.0,145.67,5557.0,1.249
1,10.1747037,5.179,52.4,1.04,985.0,222.53,5866.0,1.339
1,2.44358543,1.852,59.1,0.67,1249.0,574.37,5561.0,0.873
0,1.7592691,2.381,140.0,1.21,1519.0,1254.94,5784.0,0.984
1,2.226496196,1.7073,1840.0,2.1,697.0,55.76,3640.0,0.503
1,5.72084599,2.744,1320.0,1.78,509.0,15.84,3640.0,0.503
1,0.962864171,1.6802,304.0,1.52,1666.0,1828.67,5704.0,0.804
1,16.23847733,3.9699,647.0,2.76,711.0,60.35,5683.0,0.993
1,6.46004728,1.979,394.0,1.8,883.0,144.06,5704.0,0.804
1,4.76831033,3.2363,252.0,1.78,1219.0,522.81,6237.0,1.116
1,44.616751,7.831,240.0,2.31,693.0,54.56,6763.0,1.424
