class,period,tranDur,radE,earthFlux,eqTemp,effTemp,radS
0,0.00093376089,0.03027,0.00057,0.4286779999999999,0.2064,0.6292,0.1078
1,0.067844689,0.11757,0.00265,0.002908,0.0591999999999999,0.5878,0.1812
0,0.009751720174,0.161937,0.18209,0.080041,0.1356,0.5147,0.3145
1,0.0378108319999999,0.3069,0.1534559999999999,0.00702278,0.1434,0.06364,0.159
0,0.0057767943439999,0.0633505,0.1291999999999999,0.604896,0.2249,0.7666,0.3601
1,0.03940549,0.378,0.0773812,0.0056689099999999,0.1359,0.0549299999999999,0.15
0,0.008667826242,0.0506514,0.0375099999999999,0.053163,0.1225,0.6712,0.1538
0,0.01704215521,0.0780412,0.02493,0.007898,0.076,0.6197,0.1035
1,0.1902860159999999,0.3938,0.0813514,0.000137261,0.0536,0.047329999999999,0.081
1,0.004583520948,0.027055,0.00539,0.027498,0.1038,0.5815,0.0877
1,0.038116176,0.1997,0.0738288,0.00157644,0.0987,0.0543,0.089
1,0.0585029431,0.01633,0.00154,0.0033009999999999,0.0611,0.6525,0.1412
1,0.0443471935999999,0.0643,0.00245,0.0013,0.0484,0.56,0.0872
1,0.03518972,0.321,0.137987,0.0065074,0.1407,0.0597199999999999,0.1159999999999999
1,0.023922703,0.90053425,0.035905923,0.180155142,0.2954822621,0.0608999999999999,0.41956
0,0.01175560012,0.047,0.02239,0.006219,0.0716,0.5644,0.0806
0,0.00366115536,0.14807,0.00081,0.109371,0.1466,0.6356,0.1308
1,0.174219809,0.40812901,0.161019557,0.000992524992,0.08050171124,0.06282,0.136695
0,0.00084986054,0.013875,0.06745,0.61859,0.2259999999999999,0.5164,0.1676
1,0.048504819,0.49957058,0.174413086,0.01660316602,0.162804902,0.06313,0.205899
0,0.01199097576,0.057401,0.0374699999999999,0.014163,0.088,0.611,0.1072
0,0.02055848388,0.01449,0.0368999999999999,0.0035759999999999,0.0624,0.5578,0.0936
1,0.026343177,0.4765,0.135381,0.0716832,0.2563,0.07495,0.239
1,0.1228054416,0.0266299999999999,0.11862,0.003111,0.0602,0.5874,0.3006
1,0.00294648935,0.0315499999999999,0.00089,0.11875,0.1497,0.6481,0.1171
0,0.0260164225,0.041768,0.06104,0.007663,0.0755,0.6287,0.128
1,0.01117931581,0.03103,0.00181,0.042661,0.1159,0.6292,0.1873
1,0.040467915,0.3979,0.128472,0.00843152,0.1501,0.05933,0.179
1,0.01746087931,0.022641,0.00232,0.00246,0.0567999999999999,0.5103,0.0787
0,0.35034114,0.1697,0.0025,3.9e-05,0.0202,0.5188,0.0689999999999999
1,0.0492768448,0.03787,0.00175,0.000128,0.0271,0.3899,0.0529
0,0.0915049999999999,0.2986,0.111497,0.0027276299999999,0.1132,0.077189999999999,0.302
1,0.003388012244,0.0268489999999999,0.00211,0.0705929999999999,0.1315,0.5553,0.125
