class,period,tranDur,tranDep,radE,earthFlux,eqTemp,effTemp,radS
1,6.14955931,5.5694,3.34E+02,3.26,1287,649.26,5687,1.775
1,4.8099878,1.97,2.88E+02,1.59,1077,317.8,5988,0.934
1,5.08288076,2.515,1.08E+02,1.15,1183,462.96,6217,1.083
1,31.0259489,5.692,3.85E+02,1.91,595,29.67,6075,0.969
1,3.08942807,3.214,8.53E+01,1.07,1361,808.76,6137,1.103
1,44.8702042,4.199,6.36E+02,2.56,536,19.5,6122,0.996
0,4.8807805,9.4,7.90E+01,0.48,706,58.98,4763,0.516
1,4.45342418,3.654,4.66E+01,0.9,1331,740.51,6256,1.269
0,2.21396685,4.374,8.16E+01,0.84,1418,952.61,5986,0.93
1,9.705693,7.702,1.41E+02,2.07,1001,237.46,5808,1.385
1,21.2360024,4.019,1.04E+02,2.62,1048,285.21,6035,2.559
1,8.31377304,2.964,8.37E+02,2.74,886,145.51,5900,0.951
0,8.58969597,8.471,2.45E+02,20.8,882,143.02,6024,0.9
1,7.97420583,5.3503,2.93E+02,1.85,974,212.75,5973,1.081
1,1.88899036,3.486,5.90E+01,0.83,1574,1449.92,5973,1.081
1,18.68405716,6.9329,3.82E+02,3.64,832,113.34,5548,1.614
1,21.41624083,7.081,3.15E+02,2.09,748,74.2,6156,1.18
0,12.28351275,3.634,5.98E+02,74.76,1342,765.56,6171,2.759
1,4.72674037,2.9267,2.73E+02,1.56,1028,264.08,5648,0.894
0,6.77449545,2.5416,4.82E+02,29.41,1219,521.03,6517,1.342
1,14.59150445,1.1295,1.49E+03,36.85,879,140.82,5940,1.312
0,27.6776801,2.1704,1.15E+04,14.41,618,34.55,6075,0.969
0,0.605223042,0.8986,2.32E+02,1.14,1728,2099.47,5089,0.757
1,25.5172744,4.735,6.68E+01,0.83,615,33.91,5680,1.016
1,4.73292061,1.746,1.52E+02,0.97,957,198.57,5595,0.796
1,22.4765952,3.437,4.81E+02,1.21,419,7.27,4563,0.567
1,1.242639742,1.763,1.59E+02,1.02,1487,1159.26,5520,0.818
0,25.503628,3.913,2.04E+02,1.61,586,27.85,5815,0.877
1,14.8638496,2.705,2.21E+02,2.9,620,35.04,5159,0.8
1,5.65245733,2.062,1.21E+02,1.05,856,127.1,5159,0.8
1,10.9294815,5.893,1.97E+02,1.21,770,83.14,5792,0.864
1,0.536650319,2.383,4.19E+01,1.35,3195,24688.55,6020,2
1,5.45849914,4.0448,2.56E+02,1.91,1099,344.32,5914,1.135
1,13.28536452,6.283,3.78E+02,4.03,1157,423.65,6534,1.9
0,8.4879444,3.224,1.19E+02,1.23,969,208.99,6134,1.039
0,46.56675437,7.831,8.01E+02,5.25,708,59.34,6629,1.619
0,19.5148412,3.096,1.03E+02,2.8,1200,489.75,7004,2.556
1,15.4130812,6.6358,2.64E+02,2.59,944,187.39,6206,1.573
1,4.82051088,3.588,4.09E+01,1.08,1328,735.25,6046,1.396
1,6.09595681,5.502,6.57E+01,1.26,1259,593.42,6313,1.467
1,13.2511214,4.996,2.67E+02,1.98,850,123.32,5850,1.217
0,5.76556718,3.138,2.13E+02,1.66,1120,371.86,6218,1.072
1,11.682369,2.71,2.35E+02,1.45,802,97.62,6089,0.889
1,10.12956201,3.044,8.13E+01,0.78,736,69.43,5383,0.842
1,15.6112238,3.873,1.14E+02,0.91,637,38.99,5383,0.842
1,42.5217006,5.723,6.86E+02,2.45,510,15.97,5911,0.914
0,0.566805887,5.2317,1.70E+00,0.08,1554,1368.32,5000,0.549
1,6.69958851,2.831,2.54E+02,1.24,806,99.83,5296,0.799
0,14.17097278,3.7316,1.35E+04,20.88,1288,650.07,8347,1.715
0,1.332562831,6.24,2.98E+02,24.29,1532,1301.29,5718,0.863
1,2.39161966,1.906,1.89E+02,0.93,1031,266.01,4935,0.685
1,5.68879083,2.55,2.42E+02,0.99,645,40.88,4234,0.639
1,2.31941571,1.591,9.64E+01,1.24,1490,1164.84,5624,1.248
1,19.7830259,5.4898,3.73E+02,2.1,708,59.39,5747,1.099
0,10.43114677,3.8853,2.94E+04,50.44,833,114.02,5780,1
1,7.0106324,3.0688,3.27E+02,1.5,738,70.32,4908,0.782
1,3.10762684,2.361,7.72E+01,0.73,968,207.72,4908,0.782
1,1.980356674,2.4743,2.72E+02,2.1,1662,1808.41,6078,1.189
1,12.8344771,3.846,2.81E+02,2.55,891,149.42,6078,1.189
0,175.329014,6.269,1.06E+03,27.03,327,2.69,6008,0.93
1,21.61313362,1.52,8.18E+02,1.94,503,15.14,5267,0.632
1,2.7881793,3.397,5.58E+01,1.02,1510,1228.07,5758,1.385
1,4.13827684,3.449,6.38E+01,1.13,1324,725.53,5758,1.385
0,2.61846258,3.505,2.75E+02,1.03,843,119.68,4266,0.643
1,29.72722,3.45,1.01E+03,3.02,557,22.7,5815,0.877
1,18.01019956,3.516,1.78E+02,1.93,758,77.99,5931,1.101
1,10.61368712,3.498,5.60E+02,2.06,785,89.65,5815,0.877
0,7.53887442,3.147,3.42E+02,1.33,751,75.14,5318,0.667
0,0.53633519,1.0547,4.44E+02,1.81,1974,3603.58,5508,0.84
1,27.9430245,6.125,3.09E+02,2.21,718,62.74,6468,1.25
1,8.07394097,2.455,1.06E+03,1.59,420,7.33,3675,0.398
1,4.53702121,1.813,5.04E+02,1.66,798,95.61,4805,0.688
1,0.977311489,1.403,2.51E+02,1.06,1331,737.36,4805,0.688
1,39.859505,7.987,1.56E+02,1.62,597,29.97,5675,1.292
0,23.6731242,14.3948,2.31E+04,17.74,676,49.42,5769,1.177
1,7.170710381,2.9225,8.63E+02,2.73,890,148.09,5497,0.941
1,4.699652821,2.553,3.51E+02,1.74,1024,260.54,5497,0.941
1,4.761705895,3.3061,4.97E+02,2.75,1201,491.37,5794,1.225
1,2.024143568,2.5273,2.39E+02,1.94,1597,1535.09,5794,1.225
0,1.371288853,1.4528,6.62E+01,1.15,1837,2695.6,6220,1.108
1,11.87290814,2.5342,3.33E+02,2.25,863,131.55,6147,1.04
1,1.638652525,1.952,1.67E+02,1.29,1610,1585.07,6119,0.981
1,9.06687613,3.381,3.67E+02,1.9,725,65.52,5142,0.789
1,4.0223109,0.853,2.28E+02,1.37,1017,253.28,5516,0.827
1,6.9131732,4.73,3.91E+01,0.91,1209,505,6296,1.444
1,7.32851947,1.211,2.78E+02,2.33,807,100.13,5135,0.874
1,18.6052046,6.829,2.43E+02,1.94,833,113.88,6572,1.238
0,1.332562787,6.28,1.11E+03,29.1,1703,1983.27,6091,0.967
1,0.896382269,1.113,1.36E+02,1,1810,2524.81,5837,0.843
1,39.4420781,7.029,1.72E+02,2.51,682,51.14,5430,1.902
1,10.27532513,6.3093,2.10E+02,3.04,1211,508.21,6150,2.086
0,11.50528603,2.098,2.60E+02,1.83,912,163.79,6355,1.108
1,26.62941953,7.8709,4.93E+02,3.13,742,71.75,5866,1.417
1,296.6375817,16.425,2.76E+03,7.56,332,2.88,5866,1.417
1,41.8085031,7.797,1.90E+02,1.67,582,27.15,5794,1.225
0,2.98786272,2.5814,4.28E+04,17.82,1064,303.15,5231,0.821
1,39.30944096,5.77,1.13E+03,2.87,488,13.46,5607,0.863
1,29.88487723,4.5612,1.28E+03,2.81,453,9.95,4883,0.749
1,12.92489803,2.6811,9.59E+02,2.62,620,34.95,5103,0.768
1,11.45541896,4.95,6.86E+01,1.12,975,213.86,6231,1.356
0,0.575884418,2.0734,2.72E+02,31.17,2397,7790.32,6290,1.044
0,0.562555067,1.7402,1.98E+02,1.21,2046,4128.4,5793,0.832
1,44.433726,6.118,2.40E+02,1.85,538,19.73,5596,1.145
0,0.993703494,0.7645,6.74E+01,2.32,3257,26588.4,6854,2.715
1,6.33125228,2.688,3.07E+02,1.31,822,108.04,5383,0.759
1,24.2204192,3.271,8.06E+02,2.1,505,15.43,5165,0.761
0,30.9597053,5.42,4.11E+02,16.63,438,8.67,4947,0.714
1,6.41491277,3.3629,1.21E+02,1.4,1069,309.12,5931,1.101
0,93.881556,20.644,1.89E+02,2.02,479,12.42,5676,1.487
1,3.91679553,2.072,1.61E+02,0.85,851,123.73,4889,0.686
1,43.1024434,7.124,3.00E+02,1.88,539,19.96,5741,1.097
0,2.683395376,1.8592,2.35E+02,2.55,1860,2833.83,6958,1.529
1,31.51779463,7.634,3.58E+02,2.72,663,45.68,5611,1.4
1,8.12999858,2.1492,1.48E+02,2.04,1041,277.89,5611,1.4
1,31.4452709,1.758,5.31E+02,4.55,721,63.78,6172,1.471
0,66.46746217,19.6638,1.26E+04,11.97,466,11.18,5843,1.073
1,2.586639524,2.253,2.18E+02,1.44,1328,735.48,5780,0.966
0,2.671942657,1.9119,1.59E+04,22.36,1458,1069.47,6116,1.055
1,28.51117639,4.5941,1.84E+03,3.27,423,7.55,4687,0.69
1,14.38682567,2.1417,5.70E+02,2.54,776,85.46,5725,1.072
1,8.85686712,0.606,3.19E+02,1.88,714,61.54,5017,0.797
1,12.99065074,2.3748,3.92E+02,2.02,790,92.12,5787,1.027
1,331.5972732,14.404,8.32E+03,10.89,294,1.76,5970,1.2
1,11.20058855,4.562,2.20E+02,1.7,808,100.91,6038,0.898
0,1.50179931,3.275,1.00E+02,0.72,1229,540.71,5024,0.736
1,17.83367834,4.5112,3.27E+02,2.43,866,132.94,6407,1.337
1,19.55662003,8.087,2.99E+02,2.45,797,95.35,5671,1.36
1,82.6595174,3.48,1.27E+03,2.03,233,0.7,3952,0.553
1,2.03387483,3.097,7.36E+01,1.6,1789,2422.92,5282,1.899
0,5.07538255,1.7,1.63E+02,1.74,1154,419.23,5933,1.118
1,23.9553986,3.204,2.29E+02,2.84,741,71.16,5011,1.781
1,24.3367026,2.539,5.51E+02,1.95,526,18.07,5141,0.806
1,7.40985182,1.131,2.01E+02,1.18,818,105.91,5462,0.836
0,1.02425556,2.6439,1.63E+03,29.83,1503,1211.99,5337,0.764
0,4.63958598,2.768,8.34E+01,1.52,1587,1496.31,6591,1.646
1,15.5943758,7.367,9.54E+01,1.08,801,97.35,6249,1.076
1,34.4359387,5.82,4.25E+02,2.78,652,42.68,5929,1.363
1,5.317440164,2.9331,2.93E+02,1.94,1105,351.52,5923,1.054
1,10.10575764,2.0138,1.17E+02,1.28,892,149.4,5923,1.054
1,28.86236571,5.4033,4.49E+02,2.53,623,35.56,5725,1.088
1,210.6013843,11.9922,4.16E+03,7.7,342,3.22,5970,1.2
1,75.731195,4.859,2.50E+03,3.47,237,0.74,3891,0.564
1,59.7371443,8.0006,5.66E+02,2.84,520,17.26,5970,1.2
0,3.388887193,2.4475,1.13E+04,10.72,1212,511.3,5780,1
1,27.08239734,5.0119,4.23E+02,3.25,703,57.77,5857,1.305
1,152.1060435,7.4517,3.69E+03,11.58,458,10.36,6200,1.64
1,30.6528935,4.99,2.70E+02,2.86,780,87.69,6200,1.64
0,0.512869432,4.015,2.31E+03,31.12,2185,5384.53,5853,0.895
1,5.19492747,3.167,2.73E+02,2.03,1238,554.37,6415,1.224
1,15.9314412,2.435,5.57E+02,1.77,596,29.83,5380,0.721
0,1.33251589,4.216,1.41E+02,1.3,1747,2207.85,5701,1.068
1,28.227413,5.782,1.11E+03,2.82,565,24.03,5858,0.849
0,0.545544979,1.954,9.26E+01,0.93,2240,5913.74,6050,0.92
0,419.9750784,12.1687,2.75E+02,1.53,215,0.51,5316,0.872
1,4.76559056,2.2,6.75E+01,0.92,1167,439.42,5702,1.125
1,2.98618134,2.969,1.23E+02,1.16,1356,798.35,6173,1.041
0,25.9200092,5.609,3.31E+02,1.28,515,16.59,5517,0.704
1,6.17817366,3.2601,1.02E+02,1.22,1082,324.69,5931,1.101
0,2.04516705,3.625,1.55E+02,2.9,2945,17791.98,9206,2.157
1,7.25101997,2.799,1.23E+02,0.91,807,100.18,5382,0.827
1,5.65178922,3.0933,1.34E+02,2.03,1248,574.71,6085,1.463
1,19.96367208,2.6403,2.71E+02,1.5,564,23.88,5250,0.79
1,57.3840375,4.336,2.42E+02,1.62,397,5.85,5250,0.79
1,1.541676547,1.9118,2.97E+02,1.88,1592,1517.84,5533,1.089
0,6.397185875,5.8638,1.89E+04,15.02,981,218.59,5780,1
0,2.976020742,3.73,1.15E+02,2.07,1740,2169.16,5947,1.796
1,15.95995611,4.3149,5.23E+02,2.27,721,63.95,5936,0.965
1,7.37867551,3.349,1.25E+02,1.11,933,178.68,5936,0.965
1,4.903321801,2.8887,3.35E+02,2.37,1247,570.65,6045,1.298
1,1.82708193,1.96401,1.16E+03,5.95,1877,2925.17,5311,1.769
0,22.84524104,5.3007,4.57E+04,30.35,762,79.78,5926,1.351
1,2.5738437,1.92,4.66E+01,0.57,1129,384.24,5115,0.854
0,18.3980827,4.438,1.45E+02,1.26,686,52.31,5605,1.015
1,11.62904159,2.97,8.80E+01,1.31,854,125.89,5721,1.131
0,13.6550963,4.117,1.96E+02,1.35,780,87.46,6065,0.962
1,27.50871575,5.9291,6.39E+02,2.98,663,45.66,5903,1.137
1,20.0708757,6.354,4.06E+02,3.2,826,110.19,5902,1.513
1,98.353149,24.708,4.23E+02,4.13,552,21.96,6366,1.697
1,10.18318233,3.137,5.15E+01,0.79,867,133.56,5843,1.084
1,6.2321233,2.85,3.17E+01,0.61,1021,256.72,5843,1.084
1,8.2942929,3.976,3.68E+01,0.65,928,175.39,5843,1.084
0,1.540411479,1.703,1.07E+02,0.92,1446,1029.25,5769,0.812
0,3.74785358,3.713,9.82E+01,0.89,1093,337.14,5706,0.886
1,25.75274977,2.7678,7.39E+02,2.27,501,14.88,4963,0.826
1,10.16102353,3.1627,1.65E+03,4.62,904,157.97,6032,1.06
1,12.82993461,2.942,1.42E+03,3.31,734,68.41,5862,0.844
1,49.41121127,5.278,3.18E+03,6.77,497,14.48,5768,1.015
1,36.8567758,7.495,7.14E+02,2.68,549,21.4,5768,1.015
0,35.080928,6.92,1.01E+02,1.21,610,32.63,6007,1.126
1,10.39986173,3.377,2.75E+02,1.5,678,49.86,4963,0.826
0,0.828206212,1.737,1.32E+02,3.88,3274,27125.5,5812,3.227
1,24.31574009,4.1344,6.43E+02,2.8,683,51.53,6242,1.047
0,199.443024,7.409,4.04E+03,9.3,332,2.86,5646,1.153
1,39.6766071,5.04,6.11E+02,2.29,473,11.85,5244,0.888
0,358.66044,16.732,1.34E+02,1.62,304,2.02,5619,1.406
1,4.454194254,2.3061,1.60E+04,11.76,1017,252.22,5359,0.915
1,809.0141881,8.3017,1.63E+04,14.38,216,0.51,6230,1.047
1,21.0871953,5.92691,8.89E+03,14.43,873,137.06,6266,1.522
0,1.575631524,2.59202,2.56E+04,28.66,1577,1464.43,6202,0.858
1,6.09855603,2.9815,8.44E+01,0.84,927,174.3,5465,0.925
0,203.250506,9.81,2.39E+02,1.35,292,1.71,5600,0.872
1,16.54295261,3.8516,7.26E+02,2.31,611,32.94,5215,0.867
1,11.0234748,1.4814,1.80E+03,2.46,429,8.04,3744,0.537
1,34.18884323,5.3278,1.06E+03,2.97,526,18.05,5515,0.925
1,4.30165843,2.1055,7.39E+02,2.42,1009,244.48,5480,0.865
1,7.650243513,2.752,9.81E+02,2.3,772,83.86,5409,0.746
1,2.47240869,1.87,4.75E+01,0.36,887,145.69,4729,0.525
1,4.592393816,2.2748,1.03E+03,2.51,924,172.6,5351,0.796
1,11.53029332,1.8385,1.21E+03,3.98,873,137.08,5770,1.152
1,5.859935955,4.0185,3.23E+02,2.56,1246,569.5,6181,1.424
1,2.104721971,1.7547,9.06E+02,2.89,1365,821.44,5703,0.975
0,10.63624422,5.055,2.32E+02,1.58,756,77.02,5834,0.774
1,7.9069765,4.634,1.26E+02,1.13,994,230.28,6347,0.996
1,6.412512953,5.2677,1.16E+03,3.89,1069,308.76,6026,1.108
1,2.019997006,1.8073,3.33E+02,1.46,1166,437.85,5103,0.787
1,3.763041531,1.6011,3.55E+02,1.63,948,190.67,5103,0.787
1,6.521209629,2.7975,7.60E+02,2.54,932,178.27,5822,0.898
1,6.996926239,2.7374,1.32E+03,3.21,888,147.07,5713,0.893
1,13.9509565,5.231,3.57E+01,0.75,849,122.88,5888,1.227
0,5.428344915,1.8931,1.38E+04,14.88,1033,269.19,5936,0.965
1,16.30141333,3.5764,9.42E+02,3.84,805,99.08,6072,1.138
1,24.61480613,2.6602,1.80E+03,4.2,586,27.93,5312,0.986
1,42.949522,5.4154,9.59E+02,2.98,487,13.29,5312,0.986
1,117.033521,6.822,7.70E+02,2.68,349,3.49,5312,0.986
0,386.39833,8.519,7.48E+02,2.2,214,0.49,5284,0.812
1,1.55400389,1.7664,4.66E+02,1.59,1313,704.5,5409,0.746
1,34.25951418,4.7743,1.07E+03,2.41,468,11.36,5409,0.746
0,23.8761144,9.3113,1.61E+03,10.45,1481,1135.6,9974,2.533
0,4.99270186,3.1008,5.57E+02,26.6,1051,288.29,5724,0.951
1,4.79860021,3.0384,8.17E+02,2.51,978,216.54,5631,0.847
0,7.7333361,2.807,1.27E+02,0.57,479,12.41,3780,0.511
1,9.57665962,3.3603,7.47E+02,2.88,846,121.26,5386,1.076
1,96.6781852,5.6957,9.51E+02,3.29,392,5.55,5386,1.076
1,20.55280311,2.2013,7.27E+02,2.99,656,43.8,5386,1.076
0,2.023123903,1.1829,1.29E+03,2.87,1266,608.26,5559,0.803
1,10.94026745,2.3494,5.39E+02,2.08,764,80.52,5749,0.864
0,19.5352551,1.013,1.73E+03,0.53,161,0.16,2703,0.118
1,3.687469832,1.0668,5.06E+03,5.78,690,53.6,4004,0.606
1,151.863949,8.577,7.47E+02,2.41,318,2.43,5713,0.893
1,5.945043548,2.7004,8.00E+02,2.69,857,127.64,5105,0.868
1,65.7045275,3.3104,6.36E+02,2.78,472,11.72,5918,1.043
1,17.73842886,3.0049,6.06E+02,2.47,596,29.74,5105,0.868
1,84.799829,15.21,5.61E+01,1.16,491,13.79,5619,1.406
1,9.93962361,3.432,3.00E+02,1.93,722,64.29,5105,0.868
1,6.8731664,6.8569,3.75E+03,13.44,1482,1140.56,6490,2.179
1,8.600099313,4.0077,2.79E+03,4.17,760,78.72,5246,0.805
1,12.37646897,2.7075,1.71E+03,2.53,483,12.87,4200,0.607
1,9.340538,2.57,2.01E+02,0.84,530,18.69,4200,0.607
1,330.071558,4.295,6.17E+02,2.94,286,1.58,5933,1.115
1,18.87022157,3.1404,1.10E+03,2.82,621,35.13,5402,0.865
1,19.5776073,3.382,9.81E+01,0.9,628,36.82,5465,0.925
1,17.20522898,3.6688,1.08E+03,2.22,553,22.05,5211,0.689
0,17.90766147,5.396,1.09E+03,4.89,731,67.59,6153,0.993
1,22.18332255,5.1364,7.48E+02,2.78,646,41.24,5565,1.03
0,354.78194,6.46,1.93E+02,30.53,325,2.62,5798,1.525
1,7.65880048,3.0427,6.68E+02,2.19,858,128.18,5657,0.855
1,9.3789167,3.3427,5.64E+02,2.03,803,98.22,5684,0.808
1,4.221626193,3.0619,6.58E+02,2.87,1176,453.2,6123,0.987
1,16.54967098,4.3808,7.45E+02,2.95,656,43.72,5372,0.916
1,2.154911236,3.1341,9.97E+01,1.42,1740,2162.35,6181,1.424
1,11.505879,5.583,4.98E+01,0.99,1000,236.35,6336,1.403
1,3.52467888,2.484,1.30E+02,1.46,1098,344.61,5372,0.916
1,6.400157105,2.0004,7.43E+02,2.52,810,101.72,5299,0.766
1,2.437029217,3.2005,2.44E+02,2.04,1513,1237.66,5573,1.329
1,9.9267215,3.8428,7.26E+02,2.76,803,98.34,5475,0.982
1,21.22349325,4.9416,5.83E+02,2.63,623,35.69,5475,0.982
1,6.47027706,3.343,1.17E+02,1.15,926,173.79,5475,0.982
1,3.722158895,1.9941,7.57E+02,2.33,1046,283.28,5617,0.806
1,46.9026431,3.9264,8.21E+02,2.6,458,10.44,5402,0.865
1,5.263415218,2.1446,1.03E+03,3.77,1103,349.4,6099,1.028
1,4.030466786,2.7734,2.91E+03,4.48,970,209.11,5234,0.854
0,9.27989,3.33,1.64E+02,1.29,897,152.86,6052,0.967
1,328.240201,12.2726,1.39E+04,10.99,224,0.59,5234,0.854
0,22.26480657,8.7941,1.94E+04,12.34,585,27.79,5681,0.813
0,2.217038096,1.8575,5.44E+02,3.23,1697,1956.29,6521,1.276
0,8.874603,2.88,9.33E+01,1.24,1070,309.5,6517,1.278
1,4.393157678,2.4455,4.47E+02,1.41,807,99.9,4799,0.692
0,251.7512,4.314,1.14E+02,1.25,272,1.29,5640,0.921
1,16.14567193,3.7236,9.41E+02,2.48,546,20.98,4900,0.741
1,1071.232624,16.1784,1.90E+04,9.27,129,0.07,4799,0.692
1,2.735900074,1.9359,4.29E+02,1.56,1075,315.95,5299,0.766
1,5.852968845,4.5973,1.15E+03,3.46,1056,293.93,6050,1.013
1,81.1701587,8.358,1.18E+03,4.71,436,8.55,5460,1.165
0,371.17573,8.2,1.34E+02,4.07,610,32.64,9030,3.218
1,2.820190603,2.554,4.68E+02,2.53,1367,824.92,5831,1.121
1,21.21712312,5.89,6.36E+02,2.97,706,58.63,6191,1.007
1,15.77980122,4.0369,5.41E+02,2.11,713,60.96,5941,0.911
1,14.03490255,3.638,8.52E+02,2.41,641,39.97,5258,0.785
1,10.35586478,2.8431,6.61E+02,1.92,620,34.93,4646,0.778
1,22.34296483,6.66405,5.61E+03,9.99,785,89.61,6181,1.331
1,11.38840217,3.6949,4.38E+02,3.04,979,216.55,5876,1.456
1,20.5498184,5.5484,1.56E+03,4.04,657,44.11,5688,0.971
1,934.0941846,17.489,8.71E+03,7.89,177,0.23,5937,0.832
1,199.8392053,4.378,4.45E+04,21.48,276,1.36,5457,0.869
0,17.4217322,4.718,2.08E+02,1.42,727,65.92,6052,0.967
1,15.84132627,1.8215,3.11E+04,16.84,575,25.77,5119,0.702
1,5.931196562,2.4999,1.01E+03,2.01,562,23.5,3984,0.539
1,0.837491225,1.796,1.90E+02,1.43,1980,3630.32,5676,1.044
1,7.40611676,2.8826,4.18E+02,1.37,678,49.89,4799,0.692
1,21.803708,3.369,2.46E+02,1.11,473,11.82,4799,0.692
0,4.66229074,3.73,3.45E+02,24.12,1166,437.35,6191,1.025
1,29.9111886,6.6436,9.42E+02,2.9,541,20.31,5275,0.969
0,2.908453928,2.5363,4.28E+02,19.44,1181,459.47,5786,0.824
1,25.69581456,4.0251,1.13E+03,1.7,314,2.3,3787,0.477
0,25.70280003,3.1644,5.62E+03,33.1,562,23.68,5532,0.835
1,13.64617478,3.4098,6.33E+02,2.06,678,49.89,5569,0.829
1,3.213668926,3.98235,7.28E+02,4.13,1515,1244.44,5795,1.545
1,8.13121389,4.2386,1.12E+02,1.58,1117,368.36,6181,1.424
1,41.8854433,6.763,6.87E+02,3.28,540,20.05,5735,1.028
1,13.81733587,4.261,2.23E+02,2.04,781,88.04,5735,1.028
1,52.8148051,7.309,5.54E+02,3.33,562,23.57,5565,1.439
1,8.30783912,3.1516,7.78E+02,2.15,751,75.09,5320,0.786
1,34.0963441,3.896,4.73E+02,1.71,469,11.42,5320,0.786
1,6.45442931,2.6772,5.86E+02,2.48,999,234.98,6092,0.943
1,3.595769013,3.1569,3.84E+02,2.39,1296,666.88,5762,1.196
1,52.6615266,3.1592,1.08E+03,1.87,271,1.28,3984,0.539
1,1.902208647,2.19877,2.34E+03,4.45,1346,778.26,5400,0.937
1,20.605501,3.793,3.71E+01,0.85,806,99.53,6099,1.308
1,15.90688891,3.9879,9.25E+02,2.35,588,28.32,5097,0.797
1,4.973455252,1.6519,7.42E+02,2.46,867,133.55,5097,0.797
0,30.5528972,5.269,8.65E+02,30.74,670,47.63,6284,1.138
0,4.804469031,3.4587,7.44E+02,3.35,953,194.68,5470,0.809
1,1.616883373,1.6325,4.37E+02,4.47,1774,2342.49,4868,1.816
1,9.5539134,5.261,2.68E+01,0.68,1012,247.86,6175,1.307
1,13.19322809,5.0036,5.86E+02,2.94,862,130.35,5946,1.223
1,10.31174786,3.1818,2.76E+02,1.34,634,38.13,4900,0.741
1,4.42535097,3.504,1.79E+02,1.63,1240,559.22,5946,1.223
1,4.302139338,2.0289,7.47E+02,2.46,937,182.7,5041,0.857
1,3.137845914,1.91,3.06E+02,1.5,1041,277.64,5041,0.857
1,6.77067637,5.982,6.58E+01,1.9,1499,1193.45,6337,2.335
0,3.74782314,5.133,4.23E+02,25.59,1253,583.52,6161,1.053
0,1.09173174,1.9719,1.87E+02,1.07,1488,1153.1,5354,0.788
1,20.68420772,6.4415,8.59E+02,3.28,729,66.83,6246,1.092
1,50.6985408,5.972,6.11E+02,3.58,595,29.58,5876,1.456
0,2.9926465,1.81,1.06E+02,0.89,1170,443.12,5718,0.863
1,0.589376952,1.71,8.07E+01,0.93,2162,5161.1,5714,1.015
1,39.7529915,4.9641,5.49E+02,2.37,568,24.54,6072,1.01
1,9.99760285,3.4423,6.39E+02,2.82,860,129.18,6004,0.977
1,90.4117992,7.106,1.27E+03,3.96,413,6.86,6004,0.977
1,13.54057461,4.4673,4.61E+02,2.17,779,87.1,5767,1.014
1,1.732346403,2.2139,1.82E+02,1.37,1546,1345.92,5767,1.014
1,1.74610057,1.299,5.42E+01,1.24,1689,1924.75,4854,1.749
1,7.0257409,2.245,1.91E+02,1.56,969,208.92,5767,1.014
1,16.21774917,4.9274,7.58E+02,2.22,664,45.87,5837,0.798
1,11.72291212,4.2064,4.92E+02,2.08,766,81.46,5550,0.953
0,8.661374,2.972,1.60E+02,1.32,945,188.16,6250,0.986
1,9.66857386,2.4656,4.12E+02,1.9,730,67.06,5288,0.836
1,7.053527145,2.3982,1.48E+03,2.16,547,21.17,4041,0.567
1,9.521644639,2.3569,1.49E+03,2.16,495,14.2,4041,0.567
1,3.072146607,1.8732,5.39E+02,1.3,722,64.09,4041,0.567
1,4.645382149,2.0271,5.66E+02,1.33,629,36.9,4041,0.567
1,9.82578495,5.2498,4.33E+02,2.66,935,180.36,6246,1.092
1,25.30291816,4.4903,2.11E+03,3.95,535,19.39,5121,0.888
1,21.30020491,4.0852,6.60E+02,2.99,725,65.37,6008,1.168
1,289.864067,7.565,5.29E+02,2.34,257,1.03,5516,0.886
0,10.29767658,6.649,6.56E+02,39.14,1022,258.09,5671,1.608
1,51.0674355,4.374,5.98E+02,2.44,499,14.69,6004,0.977
1,1.682695938,1.3867,7.04E+02,1.23,750,74.7,3669,0.47
1,17.30795548,5.1126,6.33E+02,3.56,815,104.37,5565,1.439
1,10.42367744,5.2257,7.77E+02,3.72,1012,247.48,6181,1.331
1,2.09227115,2.4062,2.08E+02,2.06,1648,1746.66,5565,1.439
1,45.29422297,6.83,4.77E+02,2.26,524,17.75,5676,1.044
1,16.70920628,2.7052,8.40E+02,2.27,500,14.73,4621,0.668
1,28.55158187,4.1502,8.08E+02,1.97,418,7.21,4621,0.668
0,4.045057186,2.9954,7.53E+02,30.33,1126,381.17,5906,0.87
1,10.13958818,2.6446,1.16E+03,1.68,447,9.41,3893,0.5
1,43.5859419,4.6814,1.71E+03,2.05,275,1.35,3893,0.5
1,0.986785834,1.1879,4.50E+02,1.19,1054,292.35,4041,0.567
1,24.7962801,8.33,5.74E+02,2.7,664,45.92,5770,1.141
0,5.91037674,3.421,2.57E+02,1.38,937,182.47,5515,0.867
1,27.4536146,3.747,1.36E+02,0.95,457,10.34,4900,0.741
1,8.22241355,2.71,1.47E+03,2.28,558,22.86,4213,0.615
0,0.635587392,4.7,1.48E+02,28.58,2587,10637.41,5671,1.608
1,13.02363236,3.9734,6.07E+02,2.3,743,71.85,5627,0.945
1,11.6370303,3.3372,6.04E+02,2.9,857,127.46,5576,1.198
1,6.93650854,3.674,8.87E+01,1.51,1305,687.21,6615,1.574
1,5.68798675,2.2682,4.76E+02,2.76,1088,330.44,5576,1.198
0,3.055171082,1.6798,8.67E+03,35.24,1358,804.33,6237,0.987
1,5.40426917,2.5315,8.61E+02,2.85,1073,312.93,6122,0.964
