class,period,tranDur,tranDep,radE,earthFlux,eqTemp,effTemp,radS
0,2.66588544,5.004,1.67E+02,0.98,1041,278.03,4965,0.771
1,309.25581,10.72,4.21E+02,2.18,287,1.61,6060,1.057
1,2.44232399,1.921,2.29E+02,1.1,1029,264.82,4849,0.738
1,7.61758198,3.545,8.54E+01,1,1020,255.32,6202,1.072
0,41.477908,10.45,2.99E+01,1.09,849,122.73,6935,1.918
1,42.1003351,1.0834,2.14E+02,1.42,466,11.17,5595,0.82
1,2.20923119,2.392,5.98E+01,0.84,1507,1217.79,5991,1.092
0,260.54832,15.52,1.62E+02,1.35,318,2.43,6412,1.04
0,370.47678,15.69,6.56E+02,2.37,252,0.96,6050,0.896
1,5.88350251,2.556,2.18E+02,1.27,949,192.09,5840,0.849
0,0.662457501,1.527,6.41E+01,8.3,3295,27795.08,6425,2.16
0,1.33258458,3.222,1.27E+02,1.25,1868,2873.72,6384,1.086
1,1.182862515,2.928,2.23E+01,1.26,2800,14544.87,6017,2.639
1,0.539915033,1.1466,9.70E+01,0.82,1871,2901.68,5102,0.837
0,372.54353,21.83,1.11E+03,74.14,226,0.62,5561,0.836
1,2.20829637,2.841,8.79E+01,1.36,1709,2016.25,6028,1.454
1,0.849906734,1.141,1.24E+02,0.59,1139,396.64,4296,0.505
1,26.6565737,4.954,1.63E+02,4.15,903,157.45,5159,3.062
1,4.4408541,8.083,3.39E+01,1.74,1642,1719.2,5159,3.062
0,373.72257,14.21,4.71E+02,67.13,262,1.11,6004,1.008
1,8.18504859,4.673,9.76E+01,0.93,892,149.41,5984,0.906
0,10.78438513,1.408,2.34E+02,75.04,1397,900.7,5575,3.515
1,10.42317343,2.341,7.12E+01,1.07,901,155.7,5767,1.135
0,0.566804221,4.639,1.66E+02,0.85,1737,2149.42,5277,0.64
0,2.022658,3.343,1.36E+02,1.15,1482,1139.1,6091,0.967
0,316.57747,14.64,2.69E+02,1.47,255,1.01,5822,0.898
1,1.8679943,1.087,7.34E+01,0.7,1291,658.77,5487,0.815
1,8.9172863,4.468,1.96E+02,1.39,931,177.84,6210,0.986
0,0.519437968,2.129,2.26E+02,20.48,2402,7822.62,6181,1.006
1,1.33807075,1.425,2.02E+01,0.6,2008,3844.97,6355,1.319
0,1.105095798,2.624,1.42E+02,0.89,1445,1025.9,5296,0.752
0,245.01902,8.56,3.76E+02,1.98,310,2.17,6167,1.01
1,153.979362,9.028,7.93E+02,2.53,330,2.82,5858,0.903
0,10.2239787,1.814,2.14E+02,24.43,2364,7383.41,4673,16.823
1,56.4148314,8.075,4.80E+02,2.9,535,19.37,6325,1.112
0,2.18079098,12.13,8.32E+01,3.29,2767,13876.96,6911,3.339
1,20.9254083,6.783,1.09E+02,1.26,729,66.95,5821,1.21
1,13.0600399,2.851,1.07E+02,0.8,630,37.3,5168,0.769
0,0.641069613,1.033,7.86E+01,0.86,2196,5512.38,6077,0.961
0,2.2430415,3.63,1.01E+02,0.89,1344,770.18,5897,0.891
0,1.21475168,6.93,2.66E+02,5.5,3302,28091.85,6732,3.276
1,17.3731821,3.36,7.17E+01,1.31,901,155.73,6180,1.54
1,1.97507424,2.61,1.31E+02,1.08,1477,1122.82,6065,0.947
1,27.4784659,7.5,8.32E+01,1.52,736,69.3,5432,1.707
0,244.86662,10.56,2.90E+02,1.46,273,1.31,5821,0.848
0,1.30627214,5.144,9.54E+01,0.87,1490,1161.23,5513,0.862
0,62.366706,4.32,9.54E+01,1.88,698,56.09,6749,1.9
0,0.933732791,3.056,9.69E+01,0.9,1773,2344.56,5496,0.927
0,53.106597,2.914,8.24E+01,2.2,860,129.19,7217,2.343
0,360.15417,12.806,7.91E+02,2.99,270,1.25,6065,1.061
1,3.3879165,1.818,7.86E+01,1.09,1336,750.6,5702,1.245
0,1.42856815,2.132,5.95E+01,0.64,1547,1352.91,5979,0.822
0,381.850599,4.772,1.70E+03,3.59,222,0.58,5485,0.867
0,10.81315417,1.275,8.03E+01,1.46,1045,281.84,6380,1.46
0,359.08368,15.67,6.19E+02,29.15,268,1.23,6256,0.932
1,58.7488629,3.191,4.74E+02,1.75,425,7.7,5574,0.805
0,3.74784374,3.658,1.17E+02,1.08,1226,534.57,6122,0.996
1,64.740274,15.082,1.13E+02,1.35,518,16.96,5999,1.177
1,5.38299284,3.336,3.51E+01,0.78,1253,582.98,6256,1.293
0,1.71028117,2.61,1.12E+02,0.91,1454,1055.42,5910,0.855
1,2.0481582,1.899,1.83E+02,1.16,1346,773.92,5799,0.86
1,140.251943,6.576,5.68E+02,1.84,271,1.28,4821,0.788
1,14.7179342,5.844,1.32E+02,1.25,784,89.3,6102,1.018
0,0.570828503,0.915,1.74E+02,0.54,986,222.55,3585,0.388
0,134.4665,5.27,1.03E+03,2.48,280,1.45,4891,0.791
0,0.909314811,2.2053,4.05E+01,0.99,2503,9311.68,6508,1.447
1,207.24785,6.159,8.09E+02,1.56,189,0.3,4339,0.553
0,186.55347,13.57,3.35E+02,1.86,341,3.18,6187,1.006
1,5.99078221,1.699,6.99E+01,1.03,987,223.93,5721,0.972
0,14.0801852,3.402,9.07E+01,1.04,798,95.62,5984,1.089
1,2.440839436,0.968,5.10E+02,21.29,986,223.8,4803,0.698
1,23.6223571,6.852,5.70E+01,1.07,797,95.35,6144,1.393
1,19.2527652,4.862,1.39E+02,1.24,740,71.04,6258,1.046
0,3.28931936,1.921,1.66E+02,50.51,1364,818.01,6335,1.072
0,1.08195208,4.807,3.36E+01,0.47,1526,1275.68,5233,0.824
0,0.512583041,1.498,1.14E+02,1.07,2363,7320.09,6077,0.999
1,219.20579,14.5,2.08E+02,2.66,456,10.18,6990,1.785
1,2.29794819,2.84,8.32E+01,0.98,1547,1352.14,6371,1.072
0,368.11581,13.52,4.76E+02,2.11,263,1.12,6122,0.964
0,368.52466,11.9,6.80E+02,3.05,288,1.62,6343,1.137
1,4.54586982,1.756,7.65E+01,0.65,868,134.21,5051,0.721
1,3.48754109,1.811,8.51E+01,0.72,988,224.74,5252,0.783
0,0.542498653,4.257,5.49E+01,2.25,5157,167191.11,8711,2.954
1,8.0772455,7.272,7.92E+01,2.61,1228,537.66,5684,2.032
1,364.08733,14.09,3.72E+02,1.39,211,0.47,5376,0.727
0,21.5819776,13.734,4.76E+01,0.91,746,73.01,5601,1.342
1,5.75651958,2.309,6.53E+01,0.83,1089,332.97,6208,1.024
1,91.95723,10.471,3.08E+02,2.66,497,14.41,5854,1.528
1,7.51731745,2.484,1.71E+02,1.19,861,129.74,5525,0.923
0,3.08723626,2.615,1.02E+02,1.2,1451,1046.77,6418,1.171
0,0.592562969,3.0869,1.55E+03,25.97,1967,3520.7,5728,0.804
1,44.6966177,10.532,2.57E+02,2.46,637,38.95,5929,1.518
1,8.5275894,2.959,1.13E+02,1.28,1049,286.1,6469,1.193
1,3.07714195,3.571,3.42E+01,1.08,1493,1175,6108,1.336
1,3.83488354,2.026,2.43E+02,1.2,1003,239.15,5515,0.775
0,31.97181,12.277,1.17E+02,0.95,521,17.43,5632,0.853
0,5.81289843,3.979,7.63E+01,0.93,1102,348.61,6175,1.041
0,6.44173995,1.635,1.08E+02,1.41,1175,451.14,6088,1.339
0,0.631106722,0.9942,4.92E+01,0.63,1945,3367.19,5400,0.898
0,176.17377,14.58,3.50E+02,1.76,323,2.57,5957,0.937
1,114.336052,14.077,2.40E+02,2.09,429,8.02,5802,1.316
0,0.63938062,1.2067,3.08E+02,51.53,2566,10289.98,6607,1.204
1,8.8233996,6.735,1.05E+02,1.13,929,176.13,5602,1.121
0,0.566801045,1.7499,1.88E+02,1.42,2348,7209.06,6106,0.982
0,0.992799002,3.4878,1.65E+03,40.12,1933,3302.31,6217,0.989
1,1.5184181,2.842,1.97E+02,1.85,1926,3261.65,6302,1.269
0,0.96807117,1.677,1.05E+02,0.72,1487,1157.58,5367,0.687
0,3.55661906,5.396,2.33E+01,0.72,1518,1254.47,6018,1.458
1,40.0691482,2.928,7.84E+02,13.25,458,10.42,5485,0.762
1,11.6933447,6.551,6.69E+01,1.12,950,192.95,6049,1.354
0,0.56256804,1.686,4.50E+00,0.63,5127,164220.08,9005,2.773
0,8.79991878,41.564,8.69E+02,224.56,1979,3624.62,8092,3.267
1,4.02745396,1.33,8.52E+01,0.98,1250,577.46,6174,1.041
1,4.96061094,2.864,2.04E+01,0.59,1272,618.99,6117,1.298
0,349.03703,4.76,7.77E+02,2.27,231,0.67,5583,0.824
0,177.8135,9.76,4.18E+02,1.83,310,2.17,5822,0.898
1,1.4733245,1.406,1.24E+02,1.03,1576,1453.8,5751,0.921
1,101.952048,5.991,1.53E+02,1.31,428,7.92,6210,1.054
0,2.41795911,2.727,1.01E+02,0.53,878,140.54,4623,0.534
0,183.854867,14.996,5.21E+02,2.4,345,3.36,6225,1.031
1,5.93218209,4.507,2.05E+02,1.39,1000,235.68,5843,0.977
1,96.384483,5.253,5.91E+02,2.41,400,6.03,5919,1
1,6.05552018,2.818,1.35E+02,0.92,844,119.89,5352,0.805
1,12.4418003,3.572,7.84E+01,0.57,576,26.03,4926,0.662
1,54.333582,10.545,1.52E+02,1.7,513,16.37,5500,1.221
1,4.11754421,4.362,3.43E+01,1.02,1581,1477.06,6263,1.726
0,293.60581,11.07,1.65E+02,1.37,295,1.79,6167,1.064
0,2.78801663,17.354,1.40E+01,0.91,2287,6451.74,7523,2.206
1,3.94660745,2.705,3.09E+02,1.4,981,218.91,5376,0.806
0,4.99473798,3.05,9.95E+01,0.82,917,167.06,5406,0.819
1,122.749053,8.342,1.04E+03,6.13,348,3.48,5619,0.976
1,4.37992345,4.949,1.55E+01,0.81,1608,1579.65,6311,1.918
0,368.48518,11.26,3.02E+02,1.98,283,1.52,6140,1.096
0,169.894419,2.525,1.79E+02,2.66,492,13.85,6382,1.961
0,26.190289,2.148,5.18E+01,1.05,793,93.35,6434,1.441
0,203.511886,3.671,1.67E+02,2.07,442,9.02,6967,1.565
1,3.70858595,1.94,3.05E+02,1.33,995,231.84,5420,0.771
1,9.4527721,3.817,1.97E+02,1.3,832,113.38,5973,0.857
1,4.3638313,1.457,1.94E+02,1.08,976,214.31,5623,0.763
1,6.18943952,2.3316,8.32E+01,0.65,783,88.79,5051,0.721
1,6.83006228,3.315,1.87E+02,1.09,882,142.95,5807,0.8
1,17.1622587,4.668,3.12E+02,22.42,674,48.86,5729,0.939
1,5.19898615,2.359,1.37E+02,1.04,1035,271.21,6058,0.867
1,8.70179611,3.048,3.04E+02,1.37,750,74.58,5295,0.8
1,14.74426,8.168,1.14E+02,8.1,784,89.04,6146,0.987
0,0.933747395,4.798,3.09E+01,1.24,2596,10738.05,5574,2.174
0,58.873429,17.487,2.26E+05,76.18,679,50.35,7078,1.568
0,14.1166583,9.12,4.49E+02,238.66,1205,497.8,6526,2.238
1,35.0175053,3.608,2.92E+02,2.13,617,34.32,5944,1.123
1,47.3128645,11.444,2.17E+02,3.71,658,44.26,5749,1.876
0,29.6990126,1.849,9.33E+01,1.93,880,141.6,6382,1.961
1,6.1082945,3.493,6.11E+01,1.06,1267,608.39,6720,1.289
0,119.72007,9.48,1.16E+02,1.26,410,6.67,5963,1.176
0,1.27839331,6.343,1.95E+01,0.86,2853,15656.19,7758,1.918
1,7.545922037,4.0329,2.22E+01,0.68,1084,326.67,5788,1.376
0,0.58675746,1.508,1.44E+02,19.91,2157,5080.59,5942,0.938
1,22.599501,4.38,7.69E+01,0.96,734,68.48,6335,1.087
0,373.74856,28.18,7.98E+02,4.45,287,1.59,6343,1.137
0,20.8822079,4.556,1.11E+03,3.63,661,45.17,5780,1
1,7.28171395,1.723,1.12E+02,2.59,1086,329.68,4970,1.806
0,8.0386699,3.549,1.42E+02,1.18,926,173.92,6018,0.975
1,44.9851885,4.164,6.18E+02,2.09,433,8.34,5295,0.8
0,6.67410577,3.645,1.61E+02,1.62,1022,257.38,5949,1.041
0,374.92478,18.05,6.10E+02,1.67,171,0.2,4407,0.69
1,5.89089509,2.402,2.68E+02,1.54,985,223.02,5869,0.942
1,4.13029832,2.461,3.25E+02,1.44,995,231.52,5490,0.81
0,4.60690612,4.176,1.38E+02,0.9,950,192.38,5529,0.775
0,1.50178705,2.936,8.67E+01,0.93,1617,1619.24,5964,0.987
0,0.499664962,1.6123,3.43E+01,0.5,2056,4230.98,5570,0.855
0,17.4453935,6.39,5.02E+02,32.01,770,83.11,6260,1.063
1,201.325036,14.4,1.25E+02,1.98,410,6.71,6120,1.699
1,5.59346375,1.668,2.37E+02,1.43,1008,243.63,5874,0.933
1,3.44928111,1.424,2.37E+02,1.23,966,206.55,5119,0.781
0,1.4725859,2.953,8.44E+01,0.93,1662,1801.98,6077,0.999
0,2.97607935,4.606,1.30E+02,1.1,1144,404.28,5547,0.865
1,37.9043889,11.638,9.82E+01,1.97,693,54.36,5303,1.964
0,1.44438449,2.704,7.54E+01,1.08,1980,3622.28,6667,1.213
1,6.88297756,2.065,3.04E+01,0.77,1141,400.53,6117,1.298
1,8.7963166,4.696,9.65E+01,1.36,882,142.92,5780,1
1,2.049602348,1.061,1.86E+02,1.08,1203,494.57,5356,0.78
1,53.285584,6.492,1.59E+02,1.44,537,19.63,6015,1.057
1,5.8943338,3.475,2.89E+01,0.61,1092,335.9,5929,1.145
1,8.119343,3.558,3.50E+02,1.5,794,94.08,5490,0.81
1,7.74347801,2.7878,7.78E+01,0.62,727,65.88,5051,0.721
1,18.0071438,5.401,8.08E+01,1.05,799,96.25,6173,1.167
1,5.60473115,2.885,2.10E+02,1.11,866,132.98,5401,0.777
0,132.778041,5.624,9.04E+03,10.38,357,3.83,5780,1
1,2.49915311,1.803,1.79E+02,1.02,983,220.65,4705,0.72
0,184.568,13.09,4.10E+02,1.53,282,1.5,5680,0.75
1,105.997107,3.751,4.31E+02,1.83,373,4.59,6068,0.831
0,2.48882685,3.487,8.02E+01,1.05,1477,1124.85,6246,1.092
0,367.19796,15.92,1.46E+02,1.08,253,0.96,6054,0.889
1,6.30432354,2.508,4.00E+01,1.23,1510,1229.72,6728,1.836
0,17.6604653,2.837,3.09E+02,1.76,690,53.57,5910,0.94
1,3.38419892,1.485,2.28E+02,1.2,1074,313.79,5613,0.795
0,1.69999106,3.289,9.56E+01,0.55,934,180.38,4289,0.554
1,1.19260017,1.502,5.80E+01,0.77,1726,2107.84,5600,1.013
0,4.2059745,8.006,4.12E+01,0.75,1263,601.3,5960,1.163
1,216.456055,11.067,1.00E+03,3.61,320,2.48,5645,1.155
0,0.566803216,3.325,2.02E+01,0.54,2642,11526.75,6473,1.182
0,365.13981,4.46,5.31E+02,1.86,228,0.64,5610,0.815
0,37.809539,7.547,4.87E+02,1.79,483,12.89,5595,0.82
0,381.18654,9.73,9.85E+02,2.29,193,0.33,4977,0.734
1,12.003678,2.799,2.82E+02,0.97,503,15.12,4328,0.594
1,5.17624997,5.261,7.87E+01,1.31,1243,565.42,5578,1.497
0,370.62071,12.58,3.44E+02,2.12,295,1.78,6432,1.136
0,0.589458602,0.8278,1.58E+02,0.98,1848,2736.51,5286,0.776
1,3.91794676,2.549,1.17E+02,0.94,1030,266.81,5500,0.87
1,6.0059966,3.096,3.92E+01,0.73,1130,385.87,6103,1.16
1,4.22426989,4.22,1.36E+01,0.35,1069,309.32,5735,0.883
1,330.906041,3.846,7.40E+02,2.05,225,0.6,5461,0.769
1,56.3479517,8.789,4.36E+01,1.06,586,27.97,5843,1.471
0,0.614701901,0.947,1.32E+02,0.82,1656,1779.79,4954,0.724
0,0.934181579,3.943,1.21E+01,0.79,3268,26937.31,7624,2.152
1,19.9778599,5.96,8.34E+01,1.07,773,84.29,6392,1.162
0,379.65261,19.04,8.23E+01,1.2,330,2.8,6471,1.302
1,17.543847,5.948,1.96E+02,1.15,658,44.42,5957,0.791
1,3.8183717,2.687,5.08E+01,1.39,1683,1894.37,6738,1.692
0,1.215181097,1.295,3.97E+01,0.87,2230,5844.41,6717,1.365
0,21.5324915,4.156,1.01E+02,1.47,876,139.32,6737,1.41
0,3.74779583,3.157,8.85E+01,1.06,1324,725.94,6341,1.111
1,9.07829171,0.783,5.31E+02,3.69,984,221.32,5086,1.611
0,0.91842238,5.664,1.63E+02,16.07,1525,1280.4,5288,0.74
0,373.43233,16.5,1.67E+02,1.48,290,1.66,6146,1.141
1,9.74048508,1.6993,1.21E+02,0.95,673,48.52,5051,0.721
0,397.73781,13.08,4.61E+02,2.2,264,1.16,6194,1.02
0,5.35745121,2.592,7.82E+01,1.65,1457,1065.83,6123,1.86
0,2.16132662,4.487,1.12E+02,0.5,687,52.58,3754,0.43
1,6.41097179,2.582,2.34E+02,1.4,886,146.16,5383,0.933
1,6.76289308,6.204,5.09E+01,1.21,1337,754.37,6547,1.63
1,75.2116373,3.203,3.63E+02,2.83,516,16.78,5818,1.5
1,6.36283414,3.752,1.59E+02,1.12,956,197.84,5955,0.883
1,7.53737498,3.966,4.11E+01,0.93,1210,506.84,6483,1.436
0,1.09844642,1.528,4.50E+01,1.73,2921,17139.77,6403,2.391
0,25.94947,15.7,2.38E+02,1.22,508,15.74,5348,0.748
1,7.57600886,3.361,4.90E+01,0.54,778,86.87,5361,0.774
0,1.8789138,4.279,3.02E+01,1.9,3330,29112.69,8046,3.339
1,41.8681996,5.783,1.51E+02,1.25,492,13.89,5852,0.837
0,0.514771509,1.256,4.34E+01,0.57,2113,4749.21,5730,0.87
1,8.61742738,2.713,1.55E+02,1.01,733,68.28,5009,0.84
0,35.945188,8.23,7.26E+01,1.5,789,91.51,6578,1.744
0,5.00749378,2.898,5.66E+01,1.68,1499,1192.26,5242,2.243
1,196.436796,8.556,6.32E+02,2.33,292,1.72,5462,0.946
1,8.8303681,3.426,2.96E+02,1.32,676,49.36,5051,0.706
1,12.85755895,4.831,1.07E+02,1.23,860,129.15,5860,1.156
0,0.566810643,3.471,4.56E+01,0.52,1976,3605.07,5776,0.758
1,33.502923,11.947,7.09E+01,1.08,645,40.79,5999,1.177
1,148.568877,4.399,4.04E+02,5.97,555,22.49,5814,2.985
1,9.3335486,6.643,7.12E+01,1.69,1082,323.68,5354,1.863
0,262.477098,5.816,1.02E+03,1.92,178,0.24,4227,0.62
0,2.21030572,2.492,9.20E+01,1.06,1572,1440.34,6355,1.09
1,9.54060855,1.869,4.62E+02,1.75,735,69.25,5271,0.831
0,5.99321872,3.92,2.03E+02,1.23,952,194.41,5853,0.868
1,1.80926734,2.469,9.80E+01,0.89,1444,1028.71,5897,0.891
0,0.70544189,1.772,1.34E+02,1.04,1960,3481.65,5838,0.897
0,0.981399749,0.5051,1.58E+02,1.21,1820,2602.14,6038,0.898
1,5.04413987,1.623,1.72E+02,1.18,862,130.09,4954,0.828
0,0.933728755,4.363,1.35E+01,0.72,2777,14057.75,6652,1.863
0,12.60759142,29.1267,7.95E+01,1.61,809,101.31,6047,1.002
1,5.3694084,3.949,4.00E+01,0.62,974,212.68,5753,0.869
1,5.65690281,3.583,3.22E+01,0.74,1159,425.7,5687,1.32
0,0.734573766,1.295,6.84E+01,0.86,2061,4270.04,5602,1.051
0,289.86046,11.103,2.35E+02,1.5,279,1.43,5914,0.971
0,357.13089,13.04,3.31E+02,1.62,246,0.87,5838,0.897
0,370.50684,12.132,4.19E+02,2.06,277,1.39,6360,0.999
0,1.332580225,2.057,4.63E+01,2.18,3111,22103.67,6858,3.096
1,7.4299322,4.013,1.65E+02,1.81,1024,259.7,5635,1.252
1,79.334347,10.886,1.65E+02,1.56,500,14.73,6384,1.15
1,5.68251605,3.479,8.12E+01,1.03,1090,333.82,5753,1.157
1,7.99144696,3.639,1.45E+02,1.53,901,155.95,5700,1.006
0,2.9039446,10.542,1.31E+01,1.17,2637,11446.75,7846,3.05
0,68.538296,3.627,1.09E+03,25.77,1031,267.17,4687,8.123
1,4.52628739,3.736,9.96E+01,1.02,1089,332.79,5700,1.006
0,369.7985,12.564,1.11E+03,2.53,225,0.61,5680,0.757
0,6.5588346,3.034,4.12E+01,0.7,973,211.64,5780,1
0,0.643007769,0.69,6.81E+01,0.35,1070,311.13,3925,0.421
1,0.597018404,0.4778,2.45E+02,1.09,1578,1473.77,4985,0.63
0,1.061937837,2.31,5.20E+01,0.68,1757,2252.16,5893,0.941
1,4.82025124,2.129,9.41E+01,0.78,1018,254.2,6035,0.777
1,12.4019263,4.043,2.11E+02,1.49,713,60.93,5555,0.832
1,152.823896,7.734,4.56E+02,2.45,395,5.77,6452,1.137
0,15.07277287,0.7794,3.45E+02,1.73,635,38.57,5521,0.771
0,1.71659304,1.154,1.38E+02,1.17,1607,1577.89,6192,0.987
1,6.80899076,2.077,1.19E+03,89.29,795,94.48,4992,0.854
1,77.915425,8.274,1.79E+02,1.17,367,4.28,5135,0.874
0,358.818895,2.503,6.66E+02,2.66,262,1.11,6056,0.918
0,181.3537,16.19,4.55E+02,2.11,317,2.39,5900,0.951
1,284.727213,10.299,3.55E+02,2.02,278,1.41,5497,1.08
0,3.74786694,3.632,8.09E+01,0.89,1176,451.72,5957,0.971
1,30.5392931,6.887,4.28E+02,2.72,669,47.46,5803,1.328
0,0.913244995,0.4931,4.78E+01,0.77,1967,3541.46,5923,1.049
0,2.97599368,4.023,5.50E+01,0.79,1395,894.1,6202,1.055
1,8.31224474,2.663,7.08E+01,10.63,801,97.64,5421,0.816
0,0.584148495,1.6192,6.62E+01,0.87,2130,4882.9,5427,1.031
1,12.6362048,3.961,1.24E+02,1.1,774,85.06,5772,0.992
0,0.824180121,2.839,2.08E+02,17.8,1912,3155.32,5977,0.883
0,0.579770948,1.0377,4.68E+02,2.4,1953,3425.06,5561,0.854
1,23.266633,8.315,4.99E+01,2.66,1156,422.77,5758,3.775
0,0.92225589,4.227,3.30E+01,1.29,2206,5614.19,5631,1.485
1,7.94004281,3.282,8.19E+01,0.98,1010,245.79,6278,1.081
1,2.85855049,2.341,8.54E+01,1.23,1212,510.14,5441,0.964
0,0.75499096,2.485,2.16E+02,1.39,1949,3403.34,5743,0.946
0,353.40191,6.681,9.48E+02,2.35,202,0.39,4957,0.763
1,8.95294046,2.995,4.40E+01,0.86,1012,247.66,6047,1.207
0,1.428596987,2.1401,5.00E+01,1.62,2637,11425.1,6745,2.144
1,4.84350003,3.045,5.02E+01,0.9,1121,373.1,5762,1.056
1,45.163025,7.03,1.30E+02,2.35,886,145.48,7675,2.015
1,36.7614011,15.982,1.61E+02,1.52,475,12,5305,0.823
1,4.373570433,0.623,3.66E+02,1.23,727,66.12,4362,0.64
0,2.21701025,2.148,2.94E+01,1.16,2371,7467.21,7524,2.092
0,43.0759115,90.95,3.45E+03,213.46,1032,268.5,4766,5.915
1,154.674369,9.35,4.36E+02,2.29,371,4.47,6338,1.002
0,372.62637,18.52,5.42E+02,2.38,258,1.05,6014,0.993
0,1.02087831,2.429,3.34E+01,0.64,1903,3115.14,5750,1.106
0,1.26132769,1.244,1.10E+02,0.14,447,9.46,2900,0.132
0,6.09406648,2.085,3.03E+03,54.54,1417,953.63,6785,1.666
0,1.1578141,3.253,5.48E+01,1.24,2133,4895.77,5412,1.629
1,15.9513866,2.285,9.92E+01,1.17,849,123.03,6451,1.168
0,0.566800926,4.407,2.65E+02,2.19,2200,5563.01,5780,1
0,24.1876477,2.654,1.95E+02,118.8,782,88.31,6437,1.31
1,7.7859111,7.788,4.55E+01,0.68,939,183.92,6045,0.954
0,2.44926655,2.988,1.08E+02,0.76,1033,269.06,4840,0.749
0,2.17812826,2.601,1.01E+02,0.81,1206,500.27,5426,0.805
1,31.183688,6.14,1.40E+02,3.21,876,139.27,5947,2.407
0,1.33259494,2.783,9.27E+01,0.89,1665,1814.46,6063,0.918
0,2.05048377,3.67,6.05E+01,0.66,1339,761.65,5568,0.854
0,1.19550618,3.337,2.69E+01,0.78,2152,5062.04,6088,1.463
1,2.94242323,1.519,2.93E+02,1.42,1098,344.64,5436,0.819
0,0.683082998,4.409,1.43E+02,9.92,6757,492690.35,8247,7.762
0,0.791771167,2.4463,5.09E+02,82.71,3419,32163.04,6218,3.07
0,0.894172544,0.8302,8.62E+01,0.68,1461,1070.89,4982,0.736
0,1.68207624,1.519,5.47E+01,1.01,1980,3646.1,6495,1.311
0,9.8480917,3.079,1.42E+02,0.88,711,60.47,5289,0.748
0,0.566800593,3.909,1.23E+01,0.48,2783,14091.55,6476,1.353
0,0.969602551,1.728,1.11E+02,0.69,1334,750.09,4856,0.66
1,13.0914878,2.037,3.75E+01,0.79,892,149.52,5919,1.288
0,9.25801294,2.854,8.81E+01,1.73,1229,539.51,6200,1.834
0,25.9554044,8.491,1.23E+02,1.46,656,43.9,6058,1.038
0,3.74788208,4.183,1.53E+02,0.94,979,216.97,5340,0.777
0,0.93479255,4.5838,2.48E+02,24.75,2040,4108.03,6018,1.053
0,361.43653,9.08,2.72E+02,1.56,268,1.22,6028,0.938
0,0.89628253,1.397,8.64E+01,0.76,1670,1848.85,5561,0.818
0,1.67495622,2.994,3.59E+01,0.77,1843,2732.19,6323,1.263
1,54.0812235,6.279,4.11E+02,1.54,431,8.19,5757,0.762
0,8.2344072,2.808,5.92E+01,1.49,1263,601.05,6148,1.741
0,2.15052332,3.447,1.16E+02,1.17,1410,934.17,5780,1
0,32.6122381,2.886,1.32E+03,31.96,570,24.92,5780,1
0,0.967073359,2.4875,7.74E+02,28.15,1867,2870.56,5755,1.022
0,3.5564279,6.998,1.31E+02,0.8,972,211.41,5404,0.694
0,0.942997994,1.1658,5.39E+02,1.56,1283,639.03,4499,0.693
0,0.566796775,5.471,1.44E+02,0.61,931,176.94,3453,0.358
1,13.6471211,8.331,7.50E+01,1.25,913,164.06,5771,1.382
1,16.473474,4.201,4.71E+02,1.63,612,33.22,5364,0.754
0,3.74788322,3.45,2.43E+02,1.32,1031,266.76,5514,0.826
0,0.705455349,2.469,7.49E+01,0.64,1693,1936.09,5383,0.736
0,488.67353,12.35,6.91E+02,2.03,188,0.3,5218,0.772
1,8.5291223,3.241,3.25E+02,2.08,911,162.94,5543,1.111
0,1.08906057,2.743,7.62E+01,0.75,1511,1235.96,5087,0.881
0,1.48922187,1.882,6.14E+02,2.5,1594,1524.19,5780,1
0,0.716709761,0.6969,6.84E+01,1.42,2394,7725.24,6109,1.173
0,4.1083812,3.279,3.53E+02,1.62,1058,295.63,5730,0.87
1,1.962282625,1.45,6.83E+01,0.81,1448,1038.36,5726,0.979
0,0.523629052,3.443,1.22E+02,46.33,9801,2181689.59,4136,44.448
1,6.4546845,3.071,6.99E+01,1.38,1244,565.72,6474,1.362
0,1.04588635,2.833,1.03E+02,1.1,1972,3582.91,6249,1.076
1,0.494247662,1.2443,2.25E+02,1.51,2257,6096.15,5763,0.998
1,11.8299383,5.168,4.14E+01,1.6,1177,453.44,5747,2.431
0,419.92898,14.55,2.34E+02,1.51,255,1,6047,0.988
0,1.23521458,0.918,8.95E+01,0.93,1713,2032.78,5999,0.959
0,1.085229874,0.652,2.38E+02,1.37,1632,1675.45,5713,0.851
0,1.540379557,2.026,7.69E+01,0.81,1581,1481.09,5812,0.914
1,5.30179786,2.24,1.97E+02,1.22,973,211.8,5749,0.864
1,3.60011712,2.396,5.02E+01,0.5,938,182.81,5051,0.721
1,9.32867952,1.572,3.54E+02,1.62,806,99.6,5749,0.864
1,6.38671206,1.201,2.24E+02,1.19,811,102.25,5071,0.811
0,158.348345,10.55,8.99E+02,372.86,409,6.61,6521,1.276
1,0.849362238,1.36,1.15E+02,0.85,1498,1190.04,4973,0.788
1,0.741768294,0.4164,6.03E+01,72.36,3380,30981.32,5897,3.147
0,0.93376962,7.023,1.26E+02,16.3,1937,3343.62,6056,0.975
0,322.48381,22.99,1.02E+03,3.5,259,1.06,5968,0.881
1,61.083322,10.396,2.28E+02,1.61,465,11.01,5803,1.015
1,3.5944891,2.557,8.99E+01,0.98,1178,455.99,5523,1.046
