class,period,tranDur,tranDep,radE,earthFlux,eqTemp,radS,st_rad
1,4.08165,2.691,460,2.38239,1226,376.072,5716,1.02
1,1.30613,0.634,560,1.99844,783,62.7136,4072,0.68
1,7.0846492,3.102328,591.5301151,2.1949984,835.9337133,115.4006791,5517.8,0.842833
1,1.10071,0.909,680,4.67495,1598,1082.9,6409,1.59
1,0.224195,0.292,540,5.59553,1998,2649.15,4079,0.68
1,1.82738,1.491,870,8.96794,1446,727.6,6130.5,2.89
1,5.1660127,3.01966,1263.532631,4.1062551,1126.856402,381.0617054,5927,1.11457
1,14.3614789,4.0964994,2859.757771,5.0510341,679.0808773,50.2582088,5283,0.946146
1,7.397216,1.3164962,953.5477499,1.2711131,409.942287,6.6743946,3342,0.407103
1,12.8900899,2.5413229,3520.69711,2.9698317,363.3971818,4.1214233,3478,0.46769
1,5.5514857,2.0186927,1282.32279,2.0319062,481.205367,12.6719325,3478,0.46769
0,17.1217196,6.507,131000,10.2267,1053,204.585,5762,1
1,15.6692322,4.562853,1393.38148,2.6868893,486.9971964,13.2931176,4214.44,0.732115
1,0.3711334,0.4918187,2322.621815,1.4062147,964.4647664,204.4873602,3333,0.272233
1,18.685862,5.4844,1215.952989,4.2075538,690.8611696,53.8374071,5926,0.987496
0,9.0182016,3.08,492,3.54998,1463,762.028,9671,1.78
1,19.7580247,3.198,483,3.80858,1035,191.036,9671,1.78
1,16.6542431,7.792,10168,11.9082,1215,362.642,6054,1.08
1,8.7709021,0.926,1107,12.5053,886,102.621,6208,1.46
1,17.8832414,4.3420932,6750.487878,6.4171164,582.0683673,27.1279511,5426,0.776644
0,0.3438892,0.9696069,24850.39538,8.5611179,1174.242267,449.3159514,3199,0.540483
0,0.9776805,0.7657397,965.3175192,3.3784252,1554.136642,1378.72548,4456.2,1.09813
1,4.4414275,1.393441,3375.818328,3.0014777,550.7815271,21.7489585,3609,0.502498
1,8.5063687,2.8291905,968.2734253,2.5051088,659.8835801,44.8115834,4431.2,0.82124
1,4.720489,1.8316316,47110.57064,14.6186346,526.8565787,18.2091901,3553,0.489916
1,14.1993538,2.5629666,1859.15715,2.7591068,452.1179596,9.8747938,4045,0.631569
1,3.7369689,1.9917422,310.4978088,2.3797323,1396.050149,897.6872949,6092,1.32975
1,19.1047019,3.2516728,1906.059625,2.9365337,435.7259839,8.5187297,4195,0.675093
1,7.8728937,3.7599578,14639.41553,15.0953,916.2147815,166.5367856,5070,1.26
1,6.1802614,4.1830206,5383.845837,13.7037465,1406.029013,923.6302124,6513,1.73931
1,12.8643168,4.7778345,6907.975498,17.4453322,1012.88377,248.7479157,5365,1.82733
1,10.6079445,12.7030565,1233.939107,11.6613557,1591.702371,1516.940178,6481,3.2125199
1,3.7684981,2.727,19800,12.5471,1061,210.575,5160,0.87
1,3.759205,2.9961712,892.1135724,3.1563691,1305.193848,685.837258,6808.4,1.01507
1,2.6266983,4.087,10650,18.7969,1973,2520.03,6475,1.77
1,1.7556616,1.3491032,444.0879481,1.7738475,1197.674065,486.2678796,4909,0.808741
0,24.4232697,3.788,1920,11.2009,782,62.1143,6102,2.37
0,2.3767548,3.225,7940,23.4044,2006,2690.9,6931,2.57
1,3.4252563,2.4617762,14223.17267,14.3752921,1233.145772,546.4855387,5540,1.11655
1,7.1853092,2.347,800,2.12356,687,37.1797,4562,0.74
1,6.5857043,2.777,1420,13.2476,1522,891.424,5908.4,2.88
1,1.2311781,2.756,3562,17.567,3579,27258.8,6589.1,1.53
1,4.278752,4.11,220,5.33342,1303,479.761,4971,3.5
0,15.7925628,2.823,1190,4.82429,620,24.617,5600,1.37
1,34.7769296,5.598,1383,12.9584,229,511.815,7505.2,1.96
1,2.6473916,2.8595222,568.2994163,2.737769,1385.595223,871.0969851,5748,1.1287
1,36.8382429,4.9462843,965.1649482,3.7858994,565.8728882,24.2324067,5363.1,1.2099299
1,5.9910569,3.4644509,411.3820085,2.3197704,1046.719759,283.6891271,5711.7,1.12148
0,11.3543085,3.414,2190,9.40688,913,115.756,6421,1.92
1,11.994832,3.374,1260,3.11124,766,57.2917,5567,0.86
1,14.9315582,4.729,590,1.58293,709,41.9664,4779.1,0.61
0,1.4853364,1.302,650,4.86539,1675,1309.65,6137.7,1.51
1,8.3272872,2.517,2970,5.183,787,63.8466,5632,0.89
1,11.2347982,6.217,4780,12.196,1121,262.58,6016.4,1.72
1,1.5411764,1.535,1510,3.17311,1089,233.78,4307.3,0.77
1,3.4024655,3.141,14990,15.364,1430,695.002,5822,1.21
1,10.7668398,4.2439843,1933.681101,10.5027085,1187.300503,469.63841,5394,2.3196101
1,6.6153188,2.3345844,1341.372022,2.2695325,570.3462995,25.0078015,4157,0.603418
0,10.1004307,4.977,13680,17.4827,1118,260.172,6519,1.49
1,8.3761316,1.976,9060,9.53663,800,68.1559,5376,0.9
1,2.4087648,1.881,590,2.23597,1257,415.189,5376,0.9
1,7.795385,1.6941573,2783.912923,1.8939264,379.9713444,4.92634,3356,0.352909
1,1.5746828,1.9286406,77503.51008,22.9576146,741.6362852,71.4965163,3273,0.579963
1,10.655694,7.8236322,2103.657876,11.7630857,1433.446712,997.808531,6715,2.49897
1,3.7382381,2.975208,1316.462276,4.774123,1352.358739,790.4759269,5938,1.2906801
1,1.6284288,2.368249,13798.67015,12.9621642,1602.745013,1559.476154,5700,1.0941
1,2.955314,3.031,6470,13.1598,1978,2541.33,7837,1.58
1,5.3262922,2.2585228,1501.68741,2.6350944,641.8756259,40.1166389,4066,0.658727
1,3.1413825,4.4361226,5433.034873,13.070864,1762.199512,2278.98417,6534,1.73409
1,1.6751568,2.2718194,17781.052,13.2366563,1434.436694,1000.567857,5457,0.963518
1,13.5853506,4.703902,3149.579501,15.2559264,1277.451376,629.3590997,8389,1.69485
1,2.8972041,1.958,640,4.096,1297,470.021,5879,1.55
1,17.3051476,3.4976316,657.1128437,2.7663379,676.7077743,49.5593572,5824,0.923281
1,4.9377227,2.1294254,844.8199092,2.8269897,1041.194266,277.7461661,5862,0.955756
0,1.9785151,1.282,500,2.69714,1326,514.024,6317,1.23
0,0.7951534,0.912,1920,9.70612,1906,2195.21,6811,1.96
1,2.3933087,5.507,150,2.03235,2502,6511.62,6393,1.72
1,2.5577037,2.577,530,3.9587,1727,1478.98,6039,1.7
1,6.3951381,4.047,510,2.10043,1181,323.891,5563,0.98
1,5.9016526,2.417,2450,13.6737,1493,826.195,6127,1.74
0,2.6788253,2.49,350,5.07891,1726,1476,6863,2.19
1,6.8979432,3.401,550,2.18563,1095,239.133,6016,0.99
1,6.9551801,2.062,770,2.29124,691,38.0097,4742,0.75
1,2.0944084,4.133,320,1.39836,2128,3407.6,5298,0.77
1,2.0988541,4.365,350,1.66554,2033,2840.05,5531,0.97
1,4.6410823,2.849,660,2.86438,1200,344.881,5809,1.12
1,7.1858029,4.2542613,11192.49952,13.1612,1061,210.609,5758.3,1.19
1,23.3418536,6.4129373,6473.602151,9.7267129,512.9721403,16.3642505,4944,0.824284
1,49.2445599,6.5807145,15606.46149,10.3670919,399.9626824,6.0478205,4944,0.824284
1,8.011385,5.197,7890,11.7844,1268,429.98,5923,1.29
1,2.3018922,3.706,1260,12.146,2270,4411.81,6919,3.45
1,11.7248927,5.928,8540,8.72604,1056,206.968,5980,0.91
1,3.5104148,2,308.8285985,1.328654,723.3731892,64.709886,4020,0.639371
1,8.1484094,3.168587,13497.60712,10.1405034,789.8623006,91.987019,5320,0.873132
1,16.7224532,4.223,11640,9.46753,721,44.9403,5560,0.88
1,6.6857865,2.896,6690,9.65352,1008,171.835,6144.3,1.13
1,16.4452725,3.038,11810,9.85518,566,17.053,5278,0.88
1,94.0997954,4.8738442,20525.12011,14.5890881,421.2871907,7.444474,4696.7,1.0143
1,2.9103781,3.606,1480,12.2597,2282,4501.88,7340.8,3.5
1,0.985586,1.5285482,1343.338776,5.2012051,2118.846545,4763.421579,5799.4,1.38013
0,20.186539,1.866565,1006.041833,3.283981,696.8959687,55.7433174,6101,1.01859
1,12.7187255,3.1582562,1144.178907,2.5924633,477.2453303,12.2599233,4036.3,0.661076
1,1.4118418,2.702,520,8.14924,2858,11077.2,7839.6,3.52
1,7.5427509,6.4481914,3098.306666,10.8099759,1331.039395,741.7962608,6349.8,1.86619
0,21.0689935,3.7404027,3392.770075,15.3646915,952.5129011,194.5380096,5441,1.98859
1,7.9940367,4.271047,404.6194381,2.5576021,1022.986578,258.8217348,5846.29,1.25324
1,2.3114203,2.7479753,14975.19867,13.1879107,1418.56206,957.0053443,5785.79,1.07008
1,8.5234958,2.444,18942,12.0756,676,34.6952,5238,0.84
1,1.4468993,0.779,549,4.98711,1719,1452.18,5238,0.84
1,2.8126485,2.8737522,13994.06254,12.0658006,1269.891815,614.5934084,5700,1.00957
0,9.0702531,1.9063647,3806.195338,5.7395383,827.1534677,110.6280815,5509.1,0.916742
1,5.436841,2.335,2660,7.79881,1355,560.394,7980,1.49
1,2.3701119,1.8215643,2049.026346,3.0793796,847.8780456,122.1390568,4007,0.684741
1,8.3848067,4.5181283,11925.64176,11.5945537,936.3549718,181.6699451,5757.5,1.02264
0,6.2636501,5.3639991,7043.278481,17.7665063,1574.660202,1453.009343,6969.2,2.04438
0,16.0475029,3.334,13630,19.3344,725,46.0707,6337.5,1.6
1,9.8302309,4.0164674,5116.722044,27.5606205,1594.5663,1527.887321,6683.6,2.86532
1,17.7859152,4.2520718,6535.866428,12.0078948,805.3455558,99.4145767,5834,1.38395
1,4.2002507,2.627,25670,14.9915,1093,236.94,5709.9,0.91
1,24.7373412,2.069051,6560.492087,1.8439453,157.0898896,0.1439176,3131,0.215535
1,3.7779418,1.4759325,3469.450739,1.5659937,394.3844097,5.7174182,3131,0.215535
1,3.5511203,2.634,19660,13.8379,1117,258.816,5321,0.98
1,2.7754004,3.142,8510,15.2778,1553,966.571,5905,1.62
1,4.0483695,2.896,12060,13.766,1256,413.846,6054,1.24
1,5.0182311,2.301,16210,13.248,907,112.463,5487,1.02
1,3.7257237,2.38162,8787.479554,11.5792771,1237.032256,553.4075728,5698,1.1429501
1,3.9704457,3.7793044,3689.478136,11.7222736,1588.939866,1506.436563,5840,1.89732
1,4.2102425,2.9567547,9271.062812,8.4263554,900.6689155,155.5183712,4927.6,0.816613
1,5.9839451,5.3886513,3826.43755,10.7016592,1278.936805,632.2914999,5609,1.71761
1,3.4843271,3.522,10320,15.9782,1799,1741.71,7250,1.57
1,13.1147744,4.318,3890,9.79059,871,95.9399,5496.1,1.54
1,18.3877081,6.405153,1191.028319,6.3790962,972.3814218,211.2844875,6382.7,1.76557
1,2.9887654,2.9847247,15493.94904,14.0699828,1307.243508,690.1555373,5639,1.12141
1,3.5985851,4.015,6710,11.8109,1678,1318.02,6303,1.45
1,4.5815438,3.367,19550,15.1889,1150,290.593,5525,1.07
1,4.4817684,2.186,21180,19.0204,1137,277.661,6734,1.25
1,3.1711207,3.6276575,8504.680587,13.924729,1551.431536,1369.151361,6140,1.45618
1,3.8229149,3.171,11780,13.5313,1377,598.34,6166.4,1.21
1,3.7494409,2.452,4860,13.2544,1635,1186.51,7899,1.89
1,3.4580018,2.6231719,10218.25584,14.7324849,1444.339547,1028.485592,6427.8,1.2663
1,3.7146478,3.835,12620,15.2308,1432,698.148,5783,1.32
0,3.1901569,1.8262867,3648.244246,15.146461,1867.79028,2876.295127,6474.57,1.98958
1,3.397862,4.502,9960,18.3834,1870,2031.47,6590,1.83
1,3.5838508,3.085,12480,12.4141,1253,409.771,5450,1.08
1,4.52074,4.175,8520,13.7321,1440,713.859,6050,1.49
1,4.6965638,3.056,12380,16.2589,1290,459.903,6502.7,1.43
0,4.0266483,2.312,754,1.90189,1065,213.735,5276.5,0.78
1,9.5835608,2.405,1150,12.6233,1223,372.192,5781,1.91
1,5.4566563,3.783,4160,10.9408,1230,381.078,5674.8,1.72
1,3.587158,1.23,3120,10.0104,1016,177.312,6495.7,1.75
1,61.6277,6.401,8878,11.7392,601,21.7464,5581,1.07
1,2.4238226,2.2484015,16167.17837,12.2562719,1235.07535,549.914052,5410,0.93
1,0.7460577,1.754,240,1.77725,2547,6994.61,6162,1.13
0,8.493027,3.733,20750,20.982,1104,246.718,6287,1.41
1,1.4711386,1.677,839,6.70217,1836,1889.26,6514,2.19
1,2.682814,0.987,1080,23.5198,1505,852.855,8528,5.28
1,3.6039259,3.737,940,9.20389,1846,1930.96,7080,3.05
0,5.73436,1.146,17740,21.0528,588,19.8561,4405,0.86
1,4.1554362,6.088,1020,11.1924,2009,2704.62,6352,3.53
1,13.4758478,2.0643913,708.9461601,1.9840882,455.6136246,10.1837519,4111,0.618173
1,5.3376282,2.143,2060,16.1323,785,63.1216,4825,3.5
1,1.3326579,1.5960595,37285.60908,11.5968325,953.9400228,195.7065144,3947,0.594491
1,4.9088819,5.5607357,5548.827963,15.9619759,1680.067326,1882.902121,6606,2.09179
1,1.4509175,1.123,7270,20.5418,1944,2374.67,6472,1.24
0,2.2338786,3.0400001,318.9211436,3.1159001,1913.020111,3165.18533,6422.3,1.65992
1,4.724665,4.3082924,6163.288931,12.5337443,1325.499846,729.5242428,5385.7,1.5727
1,3.3639254,3.3430495,422.0610761,3.0449863,1387.063658,874.7955667,5890.3,1.28018
1,13.0393586,4.9218325,625.5995687,3.3482223,1007.525683,243.5260946,5890.3,1.31383
0,2.1538959,2.1776943,96363.09266,16.0166732,603.8106997,31.4140709,3148,0.483749
0,0.7320175,2.577,4520,5.16324,2713,8999.57,5458,0.81
1,13.3572104,4.947,29950,19.2978,988,158.626,6636.1,1.12
1,15.2010859,8.2467072,35221.1348,21.1122163,780.2446961,87.587938,6042,1.0687701
1,2.2687617,2.834542,13217.81243,12.4983488,1415.667791,949.2189656,5690,1.0785
1,1.8531628,2.019,34220,13.5946,1418,672.909,5355,0.68
1,6.3187442,3.504,28370,16.8683,958,139.993,4961,0.98
1,8.2500143,3.317,2250,11.8684,1764,1610.36,7386.5,1.59
1,12.4724734,3.649,23020,12.11,652,30.1565,4966,0.79
1,11.1452784,1.3947705,566.2736451,2.0671456,700.5241733,56.9132658,5302.58,0.848675
1,10.3558635,3.548,18740,17.6401,887,102.964,5896,1.26
1,2.4125012,1.209,10860,13.7942,1221,369.1,6190,1.22
1,1.2207037,2.186,25580,17.4662,1915,2232.93,5991,1.06
0,0.5474737,1.789,1430,10.9219,2391,5430.93,5073,2.84
1,3.0235362,2.189,26980,13.178,1052,203.691,5141,0.78
1,3.4562767,2.3613816,20448.88002,10.5605032,847.3409174,121.8298519,4404,0.752032
1,1.0649771,1.425,14670,12.4794,1773,1643.06,5427,0.97
1,0.8715953,1.271,6610,10.5535,2291,4579.31,5969,1.21
1,11.4856846,4.6321783,11370.15131,16.3774861,971.1166682,210.1873793,5893,1.42198
1,0.5568095,0.9712066,45140.53504,9.6870229,999.3239856,235.6927628,3116,0.439738
1,9.7130596,1.661,3540,12.3196,1027.453091,54.3894,6125.1,1.88
1,6.6314357,2.5431694,10550.90777,13.188691,996.3968565,232.9433928,5752.2,1.07899
0,0.907105,1.711,1430,7.82059,3617,28442.1,6164,1.13
1,18.1960491,4.8596477,2203.324531,8.8304863,1575.32697,1455.471934,7811,1.67013
1,7.4547813,7.1681685,2508.586284,14.5247965,1684.478499,1902.755078,6502,2.8327301
1,3.1054901,4.8079092,6155.775098,15.7521647,1824.892721,2621.020133,7176,1.90224
1,15.3281169,4.1138054,30096.53399,16.4071897,674.851116,49.0176948,5417,0.943467
1,2.21674,3.604,4580,18.2508,1864,2007.96,6250,2.66
1,0.9112206,2.003082,71047.56397,7.3931803,645.1250281,40.9351669,2999,0.274907
1,4.880964,1.6120362,3385.552686,9.7354897,1275.808339,626.1274546,6309,1.27132
1,3.0652926,2.606,11240,13.3524,1406,649.429,6229,1.22
1,9.1720535,7.169,580,9.02881,1152,293.374,4933,3.79
1,1.4436706,2.134,43370,20.6713,1552,964.415,5465,0.94
1,0.5136096,0.7873882,3098.804911,7.4237633,2437.529367,8342.965128,5270,1.33222
1,4.773751,1.7107074,11156.34962,14.861327,758,520.1148845,5904.3,1.2413
1,3.375591,3.489,11630,13.2361,1609,1112.75,6408,1.22
1,5.9242661,2.8894449,11796.33036,9.3440442,845.3828218,120.7076171,5310,0.846671
1,2.229735,2.044445,6708.444115,12.7809294,1652.117113,1760.695769,5913,1.37479
0,7.3164282,2.235,37130,17.3698,738,49.3074,4884,0.83
1,2.967599,1.688,10410,8.00413,819,75.0167,4396,0.76
1,4.7277153,2.5,4000,6.45464,1039,193.697,5601,1.05
1,7.7898378,3.095,11390,9.36784,826,77.3001,5091.5,0.85
1,2.7985528,2.459,12220,12.3741,1250,406.289,5416,1.09
1,8.8759249,3.8366417,25757.06882,16.5775949,879.8492444,141.6296114,5528.3,1.02337
1,1.2558789,1.795,22260,14.1053,1423,681.251,4926,0.91
1,10.7510107,2.943424,638.0928566,2.3581827,787.3911722,90.8412638,5784,0.918917
1,6.19132,3.4164,345.240264,1.759371,981.282679,219.1278279,5784,0.929557
1,5.0183771,3.218,2500,10.7644,1030,187.484,5011.2,2.15
1,3.6257584,2.814,10450,12.2058,1228,377.929,5606,1.17
1,3.790687,2.958,15240,12.9604,1259,417.971,5542,1.02
0,3.9602774,0.884,6193,24.4489,974,149.866,5863,1.04
1,2.8456505,2.556,2681,6.4972,1462,758.965,6112,1.3
0,7.7517472,3.761,861,11.6856,929,123.828,5133,4.75
1,1.1159326,1.013,840,6.17322,1780,1667.72,6859,1.68
1,6.203496,5.715,810,9.93735,1226,375.554,4859,3.98
1,5.7525797,5.4071598,5284.952571,12.7442838,1368.47129,828.8267593,6180,1.70927
1,12.9281223,3.9850989,4105.170525,9.974436,899.0560909,154.407415,6332,1.39271
0,3.1630387,4.661,1130,6.82612,3197,17348.8,6187,1.34
1,1.9126596,2.178,372,2.2474,1543,943.042,5601.4,1.24
0,1.476869,1.451,2670,13.2219,2608,7685.32,6712,1.37
1,3.4082154,3.901,10060,16.7879,1637,1192.31,6231.4,1.59
1,6.4967452,1.8,4930,19.5904,991,160.453,5186.9,1.53
1,3.4523955,1.624,13260,10.2673,957,139.443,5614,0.94
1,3.8539027,2.906,14520,11.8808,1225,374.407,5805,0.93
1,5.066175,6.2992409,1350,7.69012,1071.34262,311.3397198,5868,2.17
0,0.6293198,1.129,3730,4.46635,1973,2516.29,5508,0.79
1,3.1292868,1.545,7430,12.0419,1246,400.405,6078,1.32
1,2.5981987,1.412,14260,11.5397,1088,233.319,5516,0.93
1,1.5292851,1.167,2800,12.6875,1392,623.678,6295.5,2.21
1,2.4756487,2.461,4370,5.25914,1179,321.692,4633,0.8
1,3.4711465,1.606,10070,11.1759,972,148.699,5593,1.05
1,3.5746058,1.153,6040,11.6965,936,127.934,6257,1.37
1,4.0944492,4.233,5890,12.8011,1438,711.268,5650,1.6
1,2.1415519,2.989,1060,4.72287,1693,1363.83,5530,1.48
1,3.4180406,2.242,5200,6.58171,1049,201.62,5001,0.89
1,3.6977167,0.9308263,4755.670729,2.942044,533.8429511,19.1944226,3607,0.397924
1,3.6506781,2.79,20370,12.1655,1133,273.621,5343,0.84
1,1.3225635,1.683,13750,11.5804,1493,825.226,5388,0.97
1,6.409365,1.707,11300,12.1252,788,64.1809,6191,1.12
1,4.3169755,4.523,4670,10.9284,1483,803.246,5683,1.61
1,5.8259928,2.442,12800,14.0157,809,71.3806,4964,1.2
1,5.6605693,1.6631704,3856.106085,2.4070872,452.8709226,9.9407408,3551,0.374358
1,11.3795653,2.2350305,3147.046174,2.2539464,358.827663,3.9180021,3551,0.374358
1,3.3601377,1.413245,972.9589363,1.1843718,538.8593825,19.9261226,3551,0.374358
1,4.6636858,2.604,11110,12.5117,1080,226.009,5720,1.16
1,2.169466,1.653,1780,5.81205,1402,643.066,5823,1.35
1,1.9422802,2.768,8140,15.1178,2056,2966.77,6950,1.6
1,6.1735306,3.163,12950,11.2676,967,145.598,5435,0.96
1,3.6364993,3.509,16700,16.4306,1557,977.668,6552,1.23
1,18.010652,4.952,4580,12.5654,779,61.2858,5740,1.85
1,1.8851834,1.428,5450,17.0369,1757,1582.72,5807,1.25
1,4.007232,4.78,10360,18.1614,1664,1275.2,6202,1.75
0,2.3540172,2.36,6660,14.4919,1548,954.677,6114,1.74
1,2.3540163,2.416,10020,15.1575,1551,960.683,6124,1.48
1,10.7448417,3.298,38070,11.9772,619,24.4016,4701,0.63
1,5.7604868,3.08,14580,14.0917,988,158.265,5530.3,1.12
0,1.2434016,0.939,4070,5.66309,1255,412.506,4967,0.75
1,2.4993895,2.99,10610,12.9239,1544,945.55,5737,1.21
1,4.9640641,4.908,4910,13.6926,1585,1050.08,6323,1.95
1,7.5420435,3.854,7720,9.55159,1061,210.743,5949,1.07
0,1.3164901,1.389,3580,11.2218,1694,1368.05,6341,1.78
1,2.7625084,2.037,16160,10.8143,983,155.318,4694,0.83
1,3.3759446,3.538,1270,6.03548,1514,874.29,5701,1.69
1,3.3098458,2.2676536,19158.83218,12.4316228,1005.595775,241.6655587,4953,0.858619
1,2.1473577,2.706,2300,10.0889,1680,1324.12,5834,2.12
1,4.162733,3.319,12870,11.1057,1265,425.348,5744.2,0.97
1,0.708548,0.845,800,4.66694,1612,1121.93,5678,1.52
1,3.3843865,3.845,10730,16.224,1533,917.268,5848,1.52
1,1.4875055,1.874,44400,18.3083,1349,550.26,5142,0.83
1,3.9471513,1.993,16080,18.7538,1250,406.495,6351,1.37
1,0.6711626,1.168,2330,12.243,1904,2181.85,5632,2.43
1,1.7246234,1.979,11820,15.5191,1557,976.638,5776,1.37
1,4.0350169,2.108,25420,12.5268,934,126.805,5240.2,0.75
0,0.7418594,1.5026958,2983.625732,6.0238347,1330.621148,740.8643338,4304.6,0.66174
1,2.5082498,1.393,16210,20.6073,1124,265.723,5909,1.51
1,0.9953936,2.238,280,1.35321,2263,4359.09,5697,0.84
0,0.7029205,1.325,2480,7.51559,2438,5873.32,6699,1.6
1,3.7170532,3.751,7220,15.999,1522,891.377,6065,1.9
1,4.5879078,3.464,2040,5.59491,1299,474.054,5785,1.25
1,1.9663653,1.637,29670,13.2267,1033,189.304,4687,0.74
0,3.4771921,2.002,3250,11.1486,1263,422.8,6539,1.94
1,3.3328544,6.488,2300,13.2674,2252,4271.73,6272,2.91
1,3.1474843,0.913,5640,12.7493,940,129.933,5102.2,0.7
0,0.5417947,1.1716379,537.9244902,2.8738733,1836.853758,2690.415312,5181,0.807298
1,2.9884191,3.575,12890,16.3009,1777,1658.79,6636,1.4
0,1.1472535,1.789,4090,17.228,3147,16302.6,9742,2.59
1,4.9208778,3.888,5680,12.4437,2170,3684.32,9668,1.65
1,4.7838171,2.035,10210,11.571,964,143.512,5688,1.1
1,6.9724832,5.156,4110,18.9679,2379,5321,7616,2.16
1,7.4710819,2.511,24880,12.8097,741,50.0778,5262,0.81
1,4.9197461,3.023,10380,12.6447,1134,275.438,5822,1.21
1,1.6281719,2.128,12020,15.3377,1694,1369.74,6020,1.35
0,0.9422588,1.46,1060,3.75015,1824,1840.19,5544.7,1.07
1,3.3187528,1.96,6490,9.77184,1121,262.223,5709,1.21
1,3.4813976,2.694,21800,20.9129,1426,687.809,6704,1.4
1,4.5302876,2.713,22840,12.3919,877,98.5409,4693,0.81
0,1.5971584,3.429,5070,17.7465,3090,15134.3,6033,2.06
0,4.8000953,1.9968681,5241.067748,17.0718101,1449.528089,1043.344051,6366,1.58083
0,0.4405893,1.075,1850,6.74949,2317,4788.57,5643,1.48
1,6.1214801,3.861,17560,17.6327,1445,725.656,6356,1.24
1,2.276734,1.832,3620,10.8605,1479,796.052,6494,1.78
1,1.0191022,1.228,2230,7.10309,1955,2426.37,6865,1.53
1,0.934057,1.318,620,13.4544,1668,1287.68,5023,5.19
1,1.5080197,1.032,1790,3.01287,855,89.0458,4008,0.66
1,3.9934418,1.9693065,5801.895716,4.2556645,587.9229796,28.2359721,3748,0.523113
1,4.5697688,3.369,9780,17.1535,1054,204.884,4976,1.7
0,3.8454384,4.736,4590,13.6848,1870,2030.9,6733.4,2.02
1,4.4430866,1.787,8800,21.1475,1027,184.965,4926.5,1.54
0,3.7804749,3.615,22150,17.9247,1497,835.088,5112,0.81
1,3.4590552,3.001,8820,17.1001,1845,1927.33,7911,1.83
1,1.9297769,1.701,4540,7.58229,1169,310.868,4856,1.14
1,4.4445101,2.737,16730,14.6892,1202,347.285,6288,1.14
0,2.9038027,3.511,5860,13.4427,2409,5592.86,6570,1.51
1,0.299039,0.7218103,5780.666482,2.5153001,944.4983346,188.0727122,2955,0.300639
1,4.9062135,1.671,7400,17.7815,1108,251.061,7169,1.92
1,2.7636665,1.279,6370,5.94208,673,34.207,3868,0.7
0,0.2573207,0.629,1330,4.81101,2349,5062.7,5784,1.09
1,3.7576217,4.483,7680,16.0563,1539,933.592,5605,1.89
1,4.3217658,5.515,2640,12.7289,1557,977.267,5139,2.5
1,4.0646554,2.813,7700,8.30577,1173,314.34,5647,0.93
0,3.0071496,4.461,3310,8.05598,1848,1939.81,5906,1.45
1,11.4707838,3.698,1575,1.86599,653,30.2417,4140,0.73
1,2.3341583,3.553,10070,20.0937,2095,3201.05,6901,1.93
1,3.7482756,4.989,5010,14.0065,1864,2004.64,6425,2.02
1,7.1185659,1.734,3920,12.5411,749,52.4926,5945,1.9
1,0.3559702,0.523,2320,6.23347,1977,2541.08,5562,1.08
1,4.7654865,4.43,6120,14.441,1484,806.142,6151,1.85
1,3.6337247,1.763,15330,11.4562,927,122.862,5325,0.88
1,4.808498,1.405,11010,15.0839,797,67.1926,5449.5,1.38
1,4.2380604,3.385,13070,13.0206,1292,463.485,5798,1.13
1,3.994474,4.436,14090,18.9963,1524,896.598,5931,1.61
1,1.4367914,2.178,23180,16.9266,1742,1530.88,5873,1.07
1,10.1843061,1.7293131,839.9896915,2.4497061,708.2266596,59.457971,5454,0.782681
1,7.7538288,3.454,6560,9.7807,937,127.967,5504,1.17
1,5.4139736,2.952,8400,15.5249,1020,179.736,5425,1.71
1,3.5266608,2.105,1320,5.79479,1171,312.309,5668,1.58
1,1.962292,2.935,20910,17.4523,1882,2085.59,6384,1.16
1,4.8033954,0.9062451,867.1363349,4.4901713,1339.203285,760.1635216,5913.9,1.50621
0,12.4498835,5.45,1827,20.0559,2408,5588.85,8469,2.51
1,11.4045112,3.947,760,4.0961,992,161.074,6334.6,1.47
1,3.9919157,2.938,535,2.45988,1264,424.412,5645,1.14
1,9.4453763,2.659,863,1.77547,669,33.3967,4853,0.66
1,3.1660849,2.6922287,5175.032069,10.333405,1403.26344,916.3847298,6225,1.3377
1,5.5765364,2.3140477,642.4206976,4.5613031,1293.308487,661.1949258,6002.18,1.52031
1,8.4035706,3.906,490,2.0563,1070,218.228,5910,1.05
0,5.5553784,2.256,1050,13.2411,1357,564.535,8058,3.79
0,3.0750728,2.219,510,3.62818,1545,948.001,6888,1.52
1,4.5654898,2.3029332,8572.202413,14.6507235,1789.407143,2421.867412,9162,1.39742
1,5.479335,4.7009896,9196.343796,15.1849562,1402.990851,915.6728921,6332.7,1.5307699
1,3.4044402,1.895,7190,15.4118,1137,278.231,6097,1.75
0,3.059168,4.992,7610,13.504,2502,6509.45,5657,1.08
1,6.2804387,3.263,10240,9.96788,1071,218.419,5900,0.98
1,4.0397189,3.655,15110,14.2282,1515,876.846,5758.5,1.14
1,56.0045056,10.4337079,767.9192527,4.6074444,596.6666471,29.9535327,6321,1.41189
0,31.32312,1.541,385,2.00987,549,15.1394,6321,1.41
1,84.2607645,10.925059,440.1660616,3.4359102,520.7120401,17.3744666,6321,1.41189
1,22.8909855,2.465657,253.4100012,2.5594629,803.9912632,98.7475477,6321,1.41189
1,13.3454771,3.135485,24630.38571,12.027246,619.9102437,34.90087,5448,0.720183
