class,period,tranDur,tranDep,radE,earthFlux,eqTemp,radS,st_rad
1,2.3645949,2.442,5263,14.3865,2067,3031.27,7743,2.02
1,1.5275639,1.3727055,2892.422794,2.6103318,707.9554489,59.3669472,3433,0.427953
1,4.5127799,3.11,7453,10.6956,1174,316.305,5643,1.25
1,5.8991458,4.815,275,1.10037,1282,449.719,5419.4,0.76
0,2.4018591,3.471,655,10.1612,3531,25813.2,6071,1.86
1,15.5523703,5.554,723,3.54892,1509,861.828,5759,1.18
1,3.6249482,2.294,748,5.1321,1189,332.475,4935.7,1.94
1,5.6177467,2.307,670,5.60938,1089,233.759,6315,2.48
1,3.3779614,4.2709189,7198.747113,14.3326751,1617.926111,1619.405974,6113,1.6616499
1,1.4328255,2.0718518,51089.43486,18.2238418,1222.822646,528.4147032,4588,0.817544
1,8.5473,3.5451032,2857.191238,10.3970349,1331.542626,742.9187125,6619,1.89911
1,6.1079575,5.1261164,14668.32207,19.1369245,1222.240313,527.4088544,5681,1.56062
1,0.7888389,1.6416539,22614.89589,16.4131054,1913.896411,3170.988844,5568,1.0280499
1,6.9153868,6.156,5765,15.9616,1965,2475.48,6649.3,2.05
1,6.9593972,4.8553269,4826.865604,9.3800527,1096.06493,341.0877558,5854,1.33729
1,3.2706204,4.0101943,7558.707011,13.5836554,1550.789033,1366.884712,5933,1.53146
1,3.6342494,3.683,380,4.36152,1556,973.329,5829,2.31
1,2.6141047,2.639,695,3.60255,1475,787.265,5650,1.46
1,10.1298877,4.796,634,3.76774,1223,371.461,6802,1.9
1,12.9623248,3.564,2427,5.94559,804,69.6232,5996,1.39
1,12.5383316,3.084,846,3.44886,777,60.8025,6018,1.23
1,9.5327064,2.55,1177,2.39108,605,22.3356,4504,0.72
1,733.3796728,4.101,2996,6.17234,628,25.9335,5878,1.22
1,0.8134733,1.262964,25866.83474,13.1118363,1302.836235,680.8952697,4400,0.757649
1,3.1739329,1.192,1590,15.5264,800,68.2123,4999,3.95
1,4.0947485,5.1910541,5981.489401,17.3607607,1776.737668,2355.126509,5983,2.1987801
1,2.4053036,3.3515613,11063.07915,19.9376761,1763.148134,2283.895394,5476,1.84636
1,3.9854465,4.5181131,8800.614482,16.4220671,1518.764555,1257.427092,5904,1.71105
1,0.8778729,1.008516,1704.044488,6.173706,2403.129075,7881.872282,6210,1.46319
1,7.5837846,2.0598226,3059.068943,10.7098887,1363.796858,817.5602045,6457,1.89487
1,4.9486116,1.3297363,6987.092161,10.6945832,981.3368862,219.1762514,5524,0.912363
1,17.4368079,4.3786259,15418.72325,18.6840757,901.0603895,155.7889305,6332,1.47515
1,5.9337178,1.089,36149,19.9345,385,3.66917,3322,0.53
1,4.5696698,3.9536171,9861.079392,13.0582928,1270.680778,616.12218,6122,1.28306
1,10.9799801,3.39,4626,8.3173,812,72.3255,5754.2,1.34
1,11.5379235,3.661,1405,3.827,859,90.3933,5835,1.01
1,3.6462287,3.662,6153,14.2198,1443,721.653,5707,1.84
1,8.1618477,2.17,4647,11.849,976,150.654,7238,1.59
1,13.0953097,1.925,3028,8.3339,599,21.487,6103,1.54
1,3.3047459,3.735,1724,4.70927,1851,1949.35,6636,1.3
1,19.3111424,3.92,18500,9.91342,653,30.3232,5850,0.92
1,729.9391752,1.515,10806,15.2287,456,7.21802,5136.9,0.77
1,2.7543175,1.471,1368,2.11364,686,36.9545,3573,0.54
1,3.4732477,2.541,6428,13.0505,1540,935.315,7081,1.63
0,4.7192734,1.301,1557,7.15211,985,156.343,6521,1.6
1,10.9600975,6.171,4111,9.91407,1067,215.895,5586.7,2.04
1,4.9156665,2.561,2218,5.59825,1044,197.609,5656,1.2
1,19.6500878,2.277,2605,14.4539,788,64.2887,8968,2.85
1,7.447404,1.479,6142,13.1669,894,106.276,7936,1.7
1,3.6850751,1.859,4456,10.2036,1066,214.472,5860,1.57
0,13.4364908,5.375,4735,9.8672,1428,690.534,6229,1.31
1,5.0953453,5.025,5956,12.0431,1571,1011.51,6269,2.34
1,17.0116833,3.129,9188,8.55494,616,23.9943,5668,0.91
1,1.7988855,1.415,38230,13.2509,734,48.1876,3458,0.62
1,3.0589547,3.696,12864,17.6594,1855,1967.9,6821,1.78
1,4.7192771,1.594,2856,9.68968,1327,515.984,5990,1.42
1,7.0911739,5.635,8187,14.5208,1741,1526.19,5924,1.37
1,5.7881587,6.879,1372,11.6578,1629,1170.98,5668,3.74
1,9.5098954,1.448,6596,16.5009,743,50.8044,5478,1.14
1,8.4325164,1.731,8796,9.45527,630,26.3135,5300,0.98
1,2.67581,2.288,9116,15.7041,1437,709.373,6171,1.66
1,7.5138657,2.121,1104,3.23033,711,42.4479,5139,0.89
1,26.1622122,3.631,6329,10.1227,721,44.9857,6139,1.14
1,0.9097915,1.044,3698,6.92737,1599,1085.74,5822,1.09
1,10.8089555,2.71,6392,11.7906,871,95.8499,6876,1.49
1,2.2059167,0.9395169,2594.738362,1.0369208,449.4361398,9.6425737,3087,0.202097
1,9.2897006,5.3589155,6241.261906,11.4812614,1085.255873,327.8306693,6055,1.41549
1,3.8030207,2.537,2103,4.18884,1075,221.979,5035,1.01
1,32.5444769,1.661,101822,11.9952,167,0.130568,3230,0.38
1,1.5840089,1.134,1137,5.90757,1156,296.761,5188,1.72
1,5.015806,5.154,4470,14.6529,1955,2429.4,7155,2.37
1,3.917482,2.619,8397,13.4773,1324,511.088,6466,1.54
1,12.2981251,3.98,14968,9.70951,871,95.5652,5614,0.87
1,2.5354002,1.744,11001,15.299,1336,529.415,5526,1.34
1,11.1860909,5.989,4416,10.3662,1208,353.841,6520,1.69
1,7.3144752,1.481,19146,13.336,571,17.6496,5137,0.99
1,12.9414603,3.75,13164,10.6791,771,58.6863,5832,1.01
1,4.0860495,4.5420607,7083.709119,13.0323437,1569.696229,1434.773879,6580,1.47741
1,3.1651539,3.416,8746,14.2867,1647,1222.01,6396,1.57
1,6.5568726,2.755,8511,12.6672,991,160.545,6139,1.36
1,2.3207203,1.797,12787,14.0426,950,135.481,4390,1.2
1,2.5001306,1.61,16650,17.7461,1361,570.926,6158,1.42
1,25.0709977,2.379,12286,11.9941,532,13.367,5624,0.94
1,3.5911377,1.623,13850,11.6235,1027,184.928,6094,0.99
1,1.1235117,1.039,48991,12.5587,796,66.6916,3505,0.58
1,4.315664,6.135,3530,8.30372,2032,2834.56,6707,1.56
1,35.7890963,8.6915413,2255.790052,9.2051754,796.2998086,95.0227177,6218.9,1.90288
1,1.6930171,2.759,10940,16.2172,1882,2086.88,6010,1.64
0,1.0014437,1.28,416,4.71785,3627,28733.4,6380,1.18
1,3.8647617,4.038,7591,13.7097,1660,1263.12,6119,1.83
1,4.2807848,2.073,2031,2.8386,778,60.9199,4354,0.69
1,37.8575614,7.424,5180,7.35774,664,32.4592,5980,1.17
1,3.1791661,2.844,16245,12.9563,1636,1190.1,6452,1.16
1,10.3031578,3.44,3072,11.0446,946,132.955,6387,2.01
1,5.4863844,4.339,8862,14.247,1442,719.754,6498,1.61
1,1.2864856,1.328,104433,14.0003,728,46.706,3172,0.45
1,4.8934688,3.157,9659,15.84,1557,975.759,6332,1.56
1,18.184189,3.696,9343,9.90639,589,20.0861,5265,1.09
1,4.3664669,2.004,26747,9.52505,592,20.3906,3598,0.59
1,2.5989031,1.6635706,1953.261547,2.4312854,672.9286739,48.4615319,3719,0.512361
1,4.6955986,2.1638721,1969.101717,2.6626375,552.5039779,22.0222982,3719,0.512361
1,7.1024749,2.7542652,1317.715762,1.9895244,481.3147406,12.6834573,3719,0.512361
1,7.7103227,4.406,6083,8.52513,1253,410.215,6617,1.2
1,3.4714821,3.245,9502,13.2477,1585,1049.57,6604,1.41
1,5.8778295,3.392,1326,11.2784,1174,316.166,5965,3.34
1,6.5479496,2.331,988,2.28629,878,98.978,4853.5,0.73
1,23.136755,7.179,2514,9.05398,1102,245.088,7723,2.04
1,8.6243051,5.584,9216,16.2074,2076,3083.68,7944,1.47
1,3.5171227,2.327,4327,14.6605,1343,541.267,6386,2.16
1,4.140097,2.896,40878,16.9028,1056,206.767,5359,0.82
1,8.0136668,4.056,7657,11.825,1036,191.471,5831,1.4
1,4.7359232,7.0819612,2338.874556,13.5752589,1186.425806,468.2559879,5370,2.7871499
1,16.9356875,3.256,2618,3.59731,633,26.8131,4758,0.71
1,1.9647786,1.586,60692,15.9566,696,39.1755,3314,0.64
1,3.3421583,1.284,14573,16.3017,944,132.245,6022,1.46
1,4.8332515,4.323,5964,14.6312,1528,907.188,6431,2.11
1,42.7305626,5.591,2711,4.03815,499,10.2931,5247,0.83
1,17.7505864,5.578,1395,4.72963,999,165.508,6967,1.38
1,3.9963956,3.878,635,3.52475,1451,736.757,5684,1.52
1,20.86399,5.624,1040,3.8434,821,75.5957,6153,1.2
1,5.9867942,0.904,1170,10.5818,1040,194.213,6336.4,1.37
0,14.066109,3.4744355,16514.0483,21.5662738,897.0581591,153.0394528,6157,1.47641
1,20.3292125,6.584,10524,14.2065,994,162.179,6500.6,1.37
1,30.5055627,6.967,1773,5.65993,1074,221.595,6500.6,1.37
1,8.9965133,2.842,988,4.26079,991,160.463,6500.6,1.37
1,5.0569708,3.401,795,5.09264,1227,376.594,5818.9,1.8
1,3.8388774,2.391,350,1.94873,1222,370.484,5745,1.01
1,9.5160627,1.832,487,17.807,610,23.0984,4481.6,8.18
1,6.8672313,2.858,732,2.31017,928,123.542,5564,0.91
1,12.9587054,3.598,1007,2.49711,780,61.6019,5564,0.91
1,4.0610981,1.964,558,2.57627,1165,306.57,6193,1.16
1,5.6494351,5.214,200,3.74551,1448,730.055,5764,2.95
1,7.3120981,1.428,1655,3.45268,771,58.7812,5159,0.8
1,2.9852193,3.7760499,12776.05708,17.0487122,1593.802431,1524.961719,6116,1.48347
1,10.5789534,2.8444195,1530.587817,3.0009044,663.5380216,45.8125278,5164,0.765045
1,0.2939493,0.5422359,746.4231884,0.9372852,1113.594144,363.4366793,3359,0.33188
1,735.797917,5.9484218,479.47449,2.7674128,229.2824174,0.6531366,5972.63,1.24541
1,718.652003,14.6548943,479.4666113,3.447372,245.2512392,0.8549995,6002,1.3949
1,731.9966539,2.892543,16102.96899,10.6774533,451.7617145,9.8437073,4722,0.756773
1,1.6289322,0.809276,2512.119245,1.2145664,545.7126746,20.9593189,3202,0.226407
1,19.7468103,7.1658967,276.3656087,2.6201221,853.059369,125.152068,6439.2,1.4073499
1,22.6957088,5.3266755,309.0178416,2.2731788,735.4942881,69.1573302,5988,1.2555
1,5.4496736,0.203,917,8.32098,334,2.08998,6760,1.57
1,3.4268387,1.288,844,2.12571,867,94.0962,4794,0.77
1,2.3170053,1.122279,1719.097173,4.4811227,1330.045075,739.5821823,5542,1.0432
1,4.3816966,5.601621,2801.318247,10.8739335,1750.88813,2221.030876,6875,1.99491
1,3.7783401,2.82963,24582.41171,13.8305377,1033.057966,269.1657299,5443,0.863922
1,4.243624,3.8869543,2634.016886,5.7584838,1046.336295,283.2736399,5372,1
1,3.8568001,2.858704,23589.85874,12.9539382,957.5698373,198.7022717,5009,0.849464
1,2.7086444,2.1554708,25164.5812,13.966554,1052.326205,289.816123,4848,0.851167
1,10.7715898,4.2203793,947.4340655,4.1568836,901.9156818,156.3812767,6055,1.1335599
1,4.1661265,3.7000327,15441.36066,14.5365629,1225.663777,533.3427629,5883,1.15599
1,3.4414188,3.0026348,7380.934257,12.4943419,1468.844243,1100.079275,5965,1.43051
1,4.9594992,1.2463603,2778.737264,4.6274347,882.7883176,143.5315288,4900,0.881258
1,4.1287427,2.7601938,12670.85122,12.0296829,1105.30567,352.7366563,5377,1.06754
1,3.9451359,2.424,841,2.51666,1146,286.87,5581.9,0.99
1,761.7092276,7.6296016,545.0105734,2.5578976,200.1058511,0.378931,5599.17,1.06775
1,904.5347981,22.1692458,603.0604952,2.7306626,238.0808322,0.7593093,5599.17,1.06775
0,2.9932591,4.7371329,3363.969159,11.8414052,1829.875218,2649.76222,6106,1.9654
1,3.9759251,2.4026632,31337.46873,13.4485221,859.627962,129.0515238,4693,0.769415
0,3.6859958,5.1972226,12982.72146,23.322957,1829.517289,2647.689626,6731.3,1.99719
1,5.322002,3.193,955,3.84201,976,150.91,4716,0.75
0,0.579398,1.64214,1324.07712,5.759676,2093.081072,4535.918085,5688,0.950534
1,15.5177539,1.2572404,3717.316513,9.4825825,942.3827039,186.3932704,6314.93,1.49694
1,10.018102,2.6562286,1791.212435,12.3167818,1313.418019,703.2874741,6697,2.0266299
1,2.1874712,6.154356,768.888544,3.3333783,959.6369543,200.423599,4454,0.698505
1,49.6178223,14.0758927,88.0818849,2.4730956,744.9095545,72.767119,5494.7,2.46205
1,6.8275101,3.2903924,1559.477021,5.0896772,960.7741393,201.3753096,5780,1
1,8.4457042,1.6861879,3848.717917,21.1100738,1642.585482,1720.413818,6392,2.8927801
1,7.5757446,1.8699103,3661.669603,12.6097244,1513.161507,1238.973852,8044,1.89254
1,3.8347282,3.4951108,1112.338876,5.6648123,1509.42651,1226.786237,6088.34,1.58202
1,4.2290856,1.8943522,2605.430842,1.915198,440.4658878,8.895495,3264,0.320782
1,2.3477336,1.8624266,182.9434914,1.0903541,977.1934094,215.4979378,4799,0.678033
1,2.067123,1.9263234,394.2384169,1.5139896,1127.368201,381.7544649,5113.3,0.758633
0,10.3469945,2.5934713,1601.254739,1.0318727,307.2680329,2.106641,3278,0.256167
1,1.8987896,1.926234,98.2034719,2.2042465,2218.9812,5729.747613,6016.28,2.17401
1,2.1538049,1.6541007,137.9312313,0.8814471,1088.362835,331.6009868,4944.24,0.757603
1,2.8618782,2.2839791,2450.989996,3.9033641,982.3534679,220.0858555,4743,0.793587
1,4.718569,1.1450785,1734.867395,1.0102426,374.6080294,4.6540316,3190,0.226654
1,0.4707476,0.5009607,5060.833528,1.852907,816.5461157,105.0615662,3254,0.219973
1,2.9532145,3.9795532,3110.689079,10.2396383,1674.174575,1856.624045,5483.2,1.68056
1,2.1764875,3.4403723,8114.682956,14.184839,1717.164521,2054.795607,5646,1.56233
1,3.6335834,1.8069693,8668.442049,5.1614854,613.4754434,33.4741636,3765,0.544068
1,4.1470359,2.3197694,12886.98799,8.6285404,786.7202987,90.5320647,4247,0.775548
1,4.6086414,3.5610971,27081.69858,17.9837961,1121.048208,373.2657632,5693,1.08355
1,3.9613114,2.5843337,15578.11369,9.2319785,913.6734375,164.6967384,5221,0.741696
1,3.4852362,3.0318968,14856.89726,12.6093335,1202.457225,494.0825841,5728,1.02553
1,42.8614655,7.635,908,4.13549,619,24.431,5703.4,1.61
1,14.2456603,3.403,1084,3.68209,1021,180.487,4760,0.76
1,15.3471548,3.703,946,2.53444,733,48.0518,5791,0.92
1,24.9636551,5.444,461,4.53167,768,58.006,6388,2.61
1,7.8374554,4.754,188,2.26966,1295,467.43,6289.7,1.86
1,3.8638303,2.992,109,1.80822,1479,795.693,6289.7,1.86
0,10.5426254,6.2145259,16789.80761,22.0104106,1166.233875,437.1833461,6114,1.65817
1,4.3934744,3.0547623,11541.70994,10.511208,1034.644968,270.8235342,5349,0.977886
1,1.631858,1.8201336,17812.02198,11.400179,1199.435163,489.1342881,4778,0.805143
1,1.3003394,1.341,38320,12.0407,880,99.5651,3658,0.58
1,3.2529571,4.813,6055,15.5894,2067,3031.39,6623,2.21
1,4.6068687,3.286,15647,12.7334,1229,379.623,5917,1.08
1,3.3357969,1.39,5024,11.1895,1163,304.514,6517,1.5
1,2.9879341,2.501,14088,11.6667,1202,346.683,5315,0.96
1,2.8475582,2.979,12974,16.2689,1795,1724.51,6372,1.36
1,3.6234424,4.383,3332,9.13018,1680,1323.23,5815,1.95
1,4.6588405,1.429,12845,10.0709,688,37.2212,4768,0.83
1,1.9771658,1.1104153,13877.30597,5.2706003,644.2865637,40.7227689,3467,0.421944
1,3.3505941,3.542,8973,11.4279,1445,723.955,5579,1.35
0,5.0061978,3.521,6438,12.4847,1635,1188.71,6713,1.55
1,8.1678648,4.797,4097,10.7664,1157,297.977,5859,1.74
1,5.9097139,5.732,8420,18.7334,1590,1061.42,6508,2.14
1,0.8674623,1.457,5547,12.8076,2131,3424.09,6470,1.72
1,5.2452852,5.117,5568,11.9863,1478,793.304,5928,1.93
1,1.20306,1.028,14933,12.8325,1043,196.591,4204,0.97
1,4.5932835,3.185,7417,11.9834,1261,420.855,5988,1.41
1,8.6121286,4.155,4777,12.0872,1390,620.245,7929,1.89
1,4.1780637,4.3176109,11478.1087,14.6952606,1313.73704,703.9710193,5620,1.34736
0,2.5950111,2.524,28870,10.8614,943,131.825,3875,0.64
1,2.9419791,3.363,14460,15.3905,1928,2295.26,7277,1.42
1,11.3648628,4.025,4113,9.30846,959,140.925,6128,1.51
1,1.0169814,2.353,7976,12.1981,2153,3568.91,5616,1.43
1,1.9943104,3.316,10353,17.6537,2346,5032.19,7247,1.69
1,5.7585993,2.737,13636,11.2259,859,90.7886,5090,0.99
1,4.9354155,4.672,12554,16.6116,1560,985.669,6500,1.63
1,3.5193417,5.025,6522,14.4544,2308,4716.78,5620,1.51
1,12.6136992,2.533,2172,2.58082,440,6.2521,3719,0.56
1,1.318678,1.758,11891,10.1378,1671,1295.34,5764,0.99
1,2.1503007,1.9774726,9260.897305,14.1253056,1501.651735,1201.705063,5430,1.23206
1,5.2820398,2.762,12532,9.84673,977,151.287,5415,1.05
1,4.3430254,4.425,11142,13.5998,1902,2176.55,6594,1.47
1,5.1778752,1.718,29835,11.9282,498,10.2294,3599,0.66
1,2.4519381,2.834,11446,17.3192,1869,2027.97,7085,1.67
0,2.8562935,3.785,22525,18.1559,1794,1721.84,6383,1.32
1,2.7967251,1.626,5786,19.3726,1445,724.258,7566,2.61
1,2.2104947,2.925,7893,13.6352,1544,944.765,5421,1.58
1,2.3519086,1.43,16808,18.0511,1146,287.189,6026,1.37
0,4.8741147,2.049,4613,14.8251,992,161.07,6085,2.11
1,5.6858804,4.185,10855,13.193,1162,303.245,5492,1.41
1,11.2365977,2.292,9414,13.0203,690,37.6345,6446,1.29
1,14.6768874,2.617,15152,9.65258,539,14.0749,5230,0.77
1,6.8552506,3.525,4540,11.7073,1238,390.089,6847,1.96
1,3.940549,3.78,3700,7.73812,1359,566.891,5493,1.5
1,3.272056,3.3,7709,10.5823,1448,729.82,5668,1.39
1,4.5833112,2.275,4988,9.62957,1062,211.784,5853,1.39
1,1.9519092,1.056,31413,10.4769,633,26.7043,3498,0.55
1,3.3615701,4.502,6992,16.5271,1797,1734.68,6258,1.9
1,3.9718475,1.09,5487,8.29625,814,73.227,6064,1.12
1,1.3504913,1.586,9835,8.65039,1295,467.938,4858,0.82
1,11.3298459,4.4750093,821.128478,3.4134506,807.9481883,100.7059307,5624,1.057
1,13.4570562,4.073,11282,10.2486,802,68.9842,5771,1.06
1,2.7638775,1.559,7451,11.9271,1240,392.882,6155,1.35
1,1.7278017,2.771,17825,17.158,1991,2610.88,6460,1.38
1,6.0368213,1.984,108361,13.3128,444,6.47065,3445,0.41
1,3.1539313,4.023,14772,15.5528,1861,1995.19,6610,1.7
1,16.2501976,7.487,2930,8.04744,1075,221.883,6177,1.58
1,2.7142282,3.44,23021,17.7291,1640,1203.77,6063,1.15
1,2.9588636,3.438,8605,16.201,1699,1385.73,6405,1.74
1,24.092358,3.907,14405,12.4646,532,13.3603,5388,1.06
1,4.2221583,2.921,7098,7.93123,1166,307.857,5589.8,1.02
0,11.1755425,5.482,7873,17.5706,1154,294.91,6655,1.91
1,6.1030299,3.689,13335,16.3974,1156,296.944,6057,1.41
1,18.8224069,1.76,13388,12.5063,441,6.33598,5661,1.1
1,7.9605908,3.236,6040,5.94344,807,70.4881,5081.5,0.85
1,6.5516113,0.786,6717,7.01051,454,7.09349,4841.8,0.73
1,7.3099457,6.439,4484,12.4526,1528,906.064,6391,2.38
1,2.1250402,2.897,8318,12.6314,1558,979.454,5355,1.51
1,3.7871416,3.257,6722,8.91723,1312,491.943,5594,1.19
1,22.3751134,11.966,6829,12.8125,1192,335.493,6477.7,1.47
1,0.664786,0.66,1215,5.36785,1618,1137.76,6333,1.35
1,4.1518071,2.653,1556,10.2109,1377,596.999,6702,2.71
1,1.2245052,1.091,24584,19.6011,1162,302.765,4337.4,0.7
1,3.3522572,1.934,6919,10.9307,1137,277.825,5951,1.39
1,3.7724643,2.099,8796,13.0104,1137,277.764,6170,1.38
1,1.040425,0.979,9568,11.6289,1448,729.867,4750,0.86
1,6.6210878,2.297,13071,9.48332,714,43.2116,4790,0.79
1,3.0449187,2.988,19894,20.761,1432,699.098,6026,1.36
1,2.6855972,1.744,31004,11.0734,740,49.8683,3822,0.62
1,15.7784931,3.3857406,6805.627558,18.2872401,1096.994191,342.2459459,7447,1.6898
1,11.3498282,4.564,10625,12.2742,936,127.543,6009,1.18
1,1.1602698,0.489,18692,18.336,648,29.2942,3692,0.7
1,12.6357243,3.717,8255,13.1329,809,71.1152,5951,1.41
1,2.3557153,1.866,740,1.98374,1150,290.953,4851,0.72
1,0.7941828,0.905,2393,8.86489,2149,3545.12,6397,1.55
1,17.9217736,4.309,44474,16.7867,590,20.1338,5144.1,0.76
1,10.9267866,6.548,9304,13.7902,1110,252.912,5792.8,1.46
1,3.1998039,1.816,3672,6.9761,1037,192.578,5430,1.15
1,10.1956949,1.526,3293,7.45333,603,22.0861,5791,1.21
1,8.5467163,3.813,2387,6.73372,966,144.761,5557.6,1.58
1,6.8392388,4.176,1213,3.74186,1090,234.46,5085,1.08
1,2.014214,1.854,971,2.55092,1261,419.804,5039,0.82
1,3.535713,2.148,3116,4.58576,1036,191.782,5222,0.86
1,2.7492112,1.866,26414,10.486,747,51.9039,3794,0.6
1,2.8411187,1.993,1915,5.54834,1190,333.622,5517,1.19
1,5.407469,2.87,13091,12.0272,963,143.073,5417,1.03
1,16.4547455,4.517,2186,4.11474,776,60.353,5826,0.98
1,6.4375108,2.572,730,2.10567,879,99.2729,5203,0.74
1,4.4738444,6.406,2985,11.2091,1506,854.858,4943.1,2.53
1,3.4894537,2.134,8533,11.1177,1092,236.353,5415.7,1.19
1,23.842,5.577,12487,17.1852,793,65.8313,5923.2,1.45
1,3.4058895,2.6582989,15490.07954,17.2861065,1423.698546,970.9417325,6302,1.26867
1,1.8778647,1.5178899,15157.02129,13.2226172,1340.575756,763.2845047,5100,0.927664
1,57.1050077,5.271,3388,5.93946,530,13.1521,5816,0.97
1,5.1392756,2.426,862,2.17365,706,41.3052,4014,0.71
1,8.2616616,2.862,1343,3.30997,794,66.2634,5281,0.86
1,6.3392677,3.02,1739,3.91968,922,120.002,5289,0.93
1,0.2803246,0.868,507,1.64829,2211,3967.92,4477,0.72
1,9.100412,2.181,1085,2.59387,644,28.6373,5013.7,0.77
1,1.5109447,0.6401499,10693.48816,1.2038917,802.8602204,98.1930529,5780,0.114827
1,2.9944742,3.0998781,3499.754712,8.6826968,1504.13344,1209.668769,5756,1.44085
1,19.8507621,2.249,1766,8.778562,673.1575152,48.5274864,9488,2.35947
1,8.9000334,1.8542477,22163.28257,15.1261771,884.085476,144.377004,5854,1.0044
1,13.9285074,3.9986123,13364.35946,9.5784743,627.1693637,36.5645594,5103.41,0.836141
1,5.3920955,4.2434029,15466.35885,18.2452387,1226.266351,534.3923671,5752.18,1.41933
1,5.4977872,4.9400249,6357.726888,14.0381026,1424.913184,974.2594349,6281,1.72746
1,3.8068712,2.2690911,17898.91032,8.6543461,687.8151709,52.8941941,3913,0.647921
1,4.7443604,1.139,9002,7.57257,633,26.7153,5420.1,0.75
1,3.334884,2.559,12501,10.5691,1241,394.819,5771,0.93
1,1.3939452,0.922,5131,8.87293,1545,947.874,6140,1.09
1,7.5954765,2.533,45085,13.1172,508,11.0748,3768,0.57
0,1825.048364,3.62,2576,12.7111,103,0.0187275,6290,2.09
1,11.6332127,5.081,3480,10.264,935,126.951,5287.7,1.73
1,6.0803777,2.486,1366,3.36588,716,43.6784,4275.7,0.89
1,12.0101118,2.82,1204,2.28751,513,11.5571,4073,0.67
1,16.7382238,3.529,15139,9.09208,511,11.3359,4551,0.7
1,10.636983,5.378,2913,8.16912,1161,301.85,6297,1.65
1,2.7663479,1.212,2476,6.35856,1258,416.97,6413,1.19
1,26.3333899,2.783,8665,9.07333,427,5.51975,5309,0.93
1,0.6541517,0.823,35193,15.3922,989,159.123,3657,0.69
1,10.0512067,1.763,22227,5.57868,353,2.59874,3428,0.38
1,3.3024845,1.465,1241,1.73871,631,26.3567,3634,0.49
1,9.6804752,3.922,10071,11.5702,881,100.27,5622,1.16
1,3.5137609,1.7579691,333.5976712,3.3397496,1634.511587,1686.836603,6279.8,1.59007
1,0.6183488,0.587,5306,10.2266,1341,538.344,5272,1.2
1,3.7942532,3.769,6913,11.3603,1439,713.321,5753.6,1.6
1,8.2241876,3.501,8621,11.9576,916,117.339,5669.2,1.31
1,7.8407154,2.891,5326,9.86579,883,100.923,5703,1.31
1,15.5106583,4.356,5014,6.93651,735,48.5457,5472,1.06
1,2.4465664,1.753,2778,4.74384,910,114.336,4185.5,0.88
0,8.0179256,1.018,8684,9.29428,480,8.84387,5356,0.94
1,3.6810755,2.49,8544,8.85628,1118,259.808,5465,0.95
1,3.4106422,4.174,4984,11.8996,1483,804.639,5222,1.89
1,763.9701133,3.659,28404,8.20454,60,0.0022765,3671,0.53
1,36.2995129,4.4333923,1322.247275,2.2115007,340.3118696,3.169782,4253.9,0.617519
1,6.6968572,3.398,589,3.89953,1181,323.688,6466.5,1.8
1,12.4652143,3.635,1127,2.51956,797,67.0792,5647.1,0.88
1,11.0248821,2.917,1943,2.46843,734,48.3251,3798,0.46
1,18.8204255,2.4015591,983.8549658,3.5747237,607.4351032,32.1751474,5450,0.868947
0,2.668957,2.7508738,17029.872,16.1018337,1464.580561,1087.36178,5983.3,1.19683
1,3.5245689,3.150024,20956.94783,17.3489851,1354.700287,795.9648554,6203,1.17724
0,15.1771428,4.556,538,2.80249,913,115.579,6200,1.36
1,33.5920255,6.385,3352,9.88421,949,134.883,5468,0.91
0,2.0990769,2.343,501,4.13797,2423,5728.08,8853,2
1,13.5853161,5.271,850,3.82513,986,156.928,5854,1.43
0,6.8787507,2.599,359,3.45801,1125,266.78,6636,1.98
1,14.9166631,3.709,659,1.92053,838,81.9483,5434,0.81
1,1.9769396,3.021,11495,15.8982,1976,2535.55,6440.5,1.65
0,0.5666806,0.722,1530,8.04611,1610,1116.17,5517,1.65
1,14.4217699,2.3406411,2348.45658,9.4489967,1061.403516,299.9460099,6026.94,1.91917
1,11.6515287,4.1130736,15415.73003,11.0647635,710.3581928,60.177006,5335,0.891247
1,4.8003341,1.9999398,6286.501616,5.5672157,773.4186722,84.5628503,4664.59,0.71163
1,6.5883481,5.3652099,5547.404593,9.5170822,897.9706432,153.6630881,6186.7,1.24901
1,19.9253903,7.1580751,4510.284036,10.8355197,882.8924951,143.5992933,6213,1.58437
1,10.5465818,3.4172956,26790.70155,18.8533824,857.6355078,127.8592096,5726,1.0922101
0,1.66402,3.397,7964.45,7.65443,2694,8754.73,4841.3,0.78
1,8.3106603,1.6506686,9717.19342,8.109016,790.0226507,92.061739,5675,0.802301
1,17.8961832,5.8302347,6620.009777,11.0501866,789.0006014,91.586263,5767.33,1.30053
1,3.3706303,1.5183944,166589.9107,9.3830336,409.0887836,6.6189834,3133,0.222121
1,19.7357748,4.9695046,1136.755791,3.5822698,699.2880486,56.5126178,5985,1.03501
1,8.330174,3.776804,8477.605288,13.52336,1049.189907,286.3765268,5858,1.3273
1,18.1070683,3.4544369,1920.639624,3.3584758,429.6673243,8.0547175,4024,0.677805
1,2.8625937,2.6639389,150.7007612,1.1780056,1184.876887,465.8154756,5503,0.930478
1,13.9223368,3.0897341,551.9568212,1.7196615,533.6066406,19.1604588,4468,0.737084
