# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 11:34:46 2025
#
# User preference: *
#
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
#
loc_rowid,pl_orbper,pl_trandurh,pl_rade,pl_insol,pl_eqt,st_teff,st_rad
1361,2.7884723,2.9462464,13.9432645,850.6754194,1377.4020358,5833.0000000,1.1295600
1362,7.8519082,1.6318726,2.1705803,4.8904688,379.2777558,3384.0000000,0.3438800
1363,14.1502269,3.8264451,18.6317683,34.4595552,617.9412206,4882.0000000,0.8739520
1364,1.4821845,2.5956827,27.5079498,4005.6758560,2029.0310837,6835.3100000,1.3128400
1365,1.4013784,1.7042715,13.9977478,917.4100949,1403.6558119,4984.0000000,0.9349770
1366,18.5537012,3.4380000,1.5760600,25.0891000,623.0000000,5346.2000000,0.8000000
1367,9.6959610,2.7720000,0.8085520,66.2914000,794.0000000,5346.2000000,0.8000000
1368,2.4706114,1.7944860,13.7703405,817.5658193,1363.7991993,5854.0000000,1.0161300
1369,18.2616878,3.4340000,2.8597300,57.4643000,767.0000000,5674.0000000,0.9400000
1370,9.3004351,2.3510062,1.5550304,4.6279256,374.0815959,3472.0000000,0.3639660
1371,5.5899401,5.0320000,12.1202000,1816.6300000,1818.0000000,7437.0000000,1.9500000
1372,37.3415931,5.3510000,2.1417000,12.9381000,528.0000000,5452.0000000,0.8800000
1373,10.2611329,7.3690000,12.2521000,515.9390000,1327.0000000,6202.0000000,2.7800000
1374,5.8924856,3.1340000,17.4655000,1958.5600000,1853.0000000,7272.0000000,2.1300000
1375,26.2049782,5.8635323,10.1549700,68.2927590,733.1847347,6115.0000000,1.3363301
1376,23.4852200,3.5460000,14.0152000,62.0856000,782.0000000,5930.0000000,1.5100000
1377,0.5842495,0.5590000,5.5079900,1217.7400000,1645.0000000,6020.0000000,1.3400000
1378,26.2851404,2.7692779,3.0828630,29.1144876,592.4436342,5821.0000000,0.9644500
1379,2.2263798,2.8630000,6.5139300,2064.9000000,1877.0000000,6446.3000000,1.8400000
1380,15.6464300,7.7500000,16.1126000,323.3670000,1181.0000000,5660.0000000,1.9500000
1381,3.3772835,3.6434514,15.3058361,2195.7879328,1745.8918919,6688.0000000,1.7323500
1382,2.7180835,6.1842922,4.2423946,3009.1075587,1888.9879062,5668.0000000,2.1805999
1383,3.8240826,2.5172521,16.0547024,1005.8946259,1436.3420387,6243.0000000,1.3871900
1384,3.7246883,3.0780000,10.8811000,686.5030000,1426.0000000,6144.0000000,1.7400000
1385,0.6755400,0.9220000,15.6973000,7493.1700000,2591.0000000,4872.0000000,2.7400000
1386,8.4249043,2.3110000,15.0361000,92.8193000,864.0000000,5756.0000000,0.9300000
1387,8.6007557,3.3040000,10.7988000,81.4989000,837.0000000,5389.0000000,1.5000000
1388,10.0509704,6.1290000,13.5943000,263.0460000,1121.0000000,5844.0000000,1.4100000
1389,34.5059318,3.8206653,10.4625162,9.5814512,448.7222169,5025.7700000,0.8017360
1390,17.3890454,2.6516541,6.4840125,23.8921547,563.8759593,5025.7700000,0.8017360
1391,2.2390502,1.6400000,2.7321500,640.0330000,1401.0000000,6021.0000000,1.2500000
1392,1.5873866,1.5100000,1.0908300,466.5530000,1294.0000000,5028.0000000,0.8100000
1393,12.9773004,4.3910000,7.7528400,1521.6900000,1740.0000000,6610.0000000,1.6600000
1394,5.2132496,3.7650000,3.7290700,657.5210000,1410.0000000,6318.0000000,1.4700000
1395,1.0933300,1.9750000,12.2642000,2102.0700000,1886.0000000,5274.0000000,3.3900000
1396,0.9499997,2.5440000,14.0337000,14232.8000000,3042.0000000,7421.0000000,2.1600000
1397,5.1354577,3.7160000,3.3405000,882.5580000,1518.0000000,6515.0000000,1.9900000
1398,23.0531698,1.2280000,9.1261300,7.8540600,466.0000000,5752.0000000,1.1900000
1399,37.8363300,5.7130000,13.5094000,80.1971000,833.0000000,6641.0000000,1.2600000
1400,8.2148505,3.8390000,10.4375000,216.1700000,1068.0000000,6183.0000000,1.8100000
1401,3.1385875,3.5410000,4.7063900,17444.7000000,3201.0000000,6278.0000000,1.5500000
1402,9.2786686,4.5770000,2.2316800,240.6880000,1097.0000000,6018.0000000,1.1200000
1403,1.7816600,2.7650000,13.9111000,2772.8100000,,6528.0000000,1.4900000
1404,1.7825200,2.7290000,18.6528000,4451.3600000,2275.0000000,5085.0000000,3.7000000
1405,0.6856225,0.7510000,3.3512900,2492.4900000,1968.0000000,5829.0000000,1.0600000
1406,2.9601848,2.0140000,4.2106700,463.2470000,1292.0000000,6069.0000000,1.3300000
1407,4.4379727,4.7176624,20.3565337,944.8725135,1414.0444235,5967.0000000,1.5696599
1408,7.8914271,4.2653156,12.9299942,278.9767986,1042.3456808,5883.0000000,1.2799200
1409,3.5224751,3.2804955,15.9014832,1423.8679407,1566.7048126,6179.0000000,1.5817000
1410,3.0241110,2.7209657,12.0899079,1227.3844251,1509.6104781,6041.0000000,1.3638800
1411,15.1689723,2.0633315,11.7952966,83.3855897,770.7126737,5713.0000000,1.1289800
1412,0.4384814,0.5192935,0.6505972,155.7120176,900.9491556,3146.0000000,0.2845380
1413,8.3522143,1.6637119,1.8017268,3.0609406,337.3521453,3146.0000000,0.2845380
1414,260.1740061,24.0527095,11.3192423,3.9769164,360.1690280,5739.0000000,1.6276200
1415,8.3790570,2.8990000,4.9700200,85.2468000,846.0000000,5574.0000000,0.9100000
1416,3.5484481,4.5123025,15.2165016,1875.0117415,1678.3044553,6295.0000000,1.7818500
1417,6.5011256,5.4420000,,388.8180000,1237.0000000,5485.0000000,
1418,6.9067868,6.6850674,13.4176028,1864.9741402,1676.0537927,5731.8000000,3.1513801
1419,7.2147718,4.0147754,10.1239555,191.6045333,948.9016343,5440.3000000,1.0863700
1420,4.4769220,2.9719210,14.3955457,636.8120268,1281.2166202,5772.2000000,1.3714800
1421,2.7492277,1.6880000,12.6830000,271.9240000,1131.0000000,5344.0000000,1.1400000
1422,3.7350510,2.4293974,14.2690959,830.1076146,1368.9996875,5829.0000000,1.3681800
1423,4.4343277,2.8960794,11.8751226,261.8830502,1025.9981962,4979.4000000,1.0025400
1424,4.4617755,5.4532494,31.9660922,2086.0189812,1723.6509122,6354.0000000,2.2389200
1425,5.3160704,4.3526595,19.5006469,621.3098726,1273.3471283,5477.0000000,1.5522701
1426,4.0115394,2.2686483,15.3487909,550.5706841,1235.4438742,5741.0000000,1.1390800
1427,6.2643442,3.8202596,11.6261491,223.3157822,985.9379960,5262.0000000,1.1291600
1428,2.1223673,1.5855365,12.9814367,1534.9059997,1596.3943994,6079.0000000,1.1965300
1429,15.3419095,2.7360000,1.7005000,14.2526000,541.0000000,4669.0000000,0.6900000
1430,4.1645140,2.0579197,8.9598265,254.5595417,1018.7487636,5101.7000000,0.9334430
1431,1.1953968,1.5752293,3.5030245,2072.5203184,1720.8556767,5728.0000000,1.0291700
1432,4.9546480,3.6390000,13.0889000,612.6860000,1386.0000000,6562.0000000,1.4700000
1433,4.9549631,5.9565174,18.4504689,1489.5542795,1584.4693148,6282.4000000,1.9920700
1434,3.3771114,2.4508029,8.6110106,756.2609502,1337.4811458,5614.8600000,1.2801700
1435,10.6953083,2.0440000,2.8481800,66.8553000,796.0000000,5272.7100000,0.8800000
1436,2.9360281,2.1180000,7.1891200,288.0870000,1147.0000000,4983.6000000,0.8300000
1437,1.3477642,1.1120000,6.6152800,6992.1400000,2547.0000000,6252.0000000,1.4700000
1438,11.9124942,3.7520869,11.3754057,42.7254261,652.0656914,5064.0000000,0.8238830
1439,3.0563100,3.0708372,20.0727443,1530.2971160,1595.1946687,6344.0000000,1.4463800
1440,2.2250514,2.3678871,10.0926189,470.7466523,1188.0003255,5103.0000000,0.8834260
1441,0.8891483,1.1970992,14.8249782,280.5711450,1043.8317455,3653.0000000,0.6498870
1442,1.7690121,1.0172953,10.5045599,313.4011658,1073.1116296,4683.0000000,0.7017950
1443,8.0004890,4.6706895,10.9709265,455.1446051,1178.0320316,6146.0000000,1.5573800
1444,0.6743453,0.9010413,12.4716613,98.7994686,804.0969257,3228.0000000,0.3218460
1445,3.4391152,3.3615891,13.6350253,688.3062667,1306.3669377,4955.0000000,1.2143800
1446,0.6242500,0.7742880,1.6716180,353.8940990,1106.2112728,3765.0000000,0.5250000
1447,12.7846809,4.8533784,11.7994875,49.2454527,675.6336681,5077.7000000,0.8362440
1448,3.0911721,1.9714799,1.6667030,295.0992437,1057.0895356,5253.0000000,0.8343860
1449,5.1293855,2.8939597,8.9112749,181.6592422,936.3411803,5116.3000000,0.9208040
1450,5.1792820,2.6320655,9.3730831,430.1391198,1161.5074108,5784.0000000,1.2117200
1451,2.4156482,2.8370000,,1169.2000000,1629.0000000,5727.0000000,
1452,5.7772122,2.5634100,2.8693434,75.3605118,751.4597253,4882.7000000,0.7298180
1453,5.6807412,4.1093897,6.2844217,601.2571590,1262.9460957,6295.0000000,1.3861200
1454,3.8300359,4.1744985,11.7278481,810.4382547,1360.8170209,5916.0000000,1.3126301
1455,0.3456911,0.6480000,10.1929000,18378.3000000,3243.0000000,6282.0000000,1.0500000
1456,10.1688722,4.3884108,12.8424534,258.7751983,1022.9405910,5161.7000000,1.3986000
1457,,0.6800000,8.8586900,86.1510668,777.0248613,5709.0000000,1.0929000
1458,1.3926549,2.0005269,13.3635819,2439.8676565,1792.5088851,5615.0000000,1.2094899
1459,8.4536777,3.5738006,4.0269258,76.6379132,754.6240935,3588.0000000,0.6980090
1460,2.2456869,3.1550000,17.5083000,2366.8200000,1943.0000000,6381.0000000,1.5000000
1461,6.9309657,5.2921448,13.5136570,586.1868131,1254.9567552,5847.0000000,1.5913600
1462,0.5055105,0.6482320,4.9709812,4944.3687757,2138.6881512,4996.3000000,1.0148900
1463,3.5775562,3.5310000,,476.6809228,1191.7267626,5823.3000000,
1464,0.9017685,0.6350000,4.7744100,446.9860000,1280.0000000,5828.0000000,1.3600000
1465,4.2217717,2.5610000,2.8192200,305.1070000,1164.0000000,5763.4800000,1.2100000
1466,11.5472009,1.0326107,3.1457403,141.4530508,879.5749032,5763.4800000,1.2084700
1467,3.3629600,2.5940000,2.6966800,414.8000000,1257.0000000,5420.0000000,0.9000000
1468,4.9866800,2.2670000,5.5146300,339.9230000,1196.0000000,6046.0000000,1.6400000
1469,14.4459180,1.5333110,3.2905070,37.1099416,629.4950471,5063.0000000,0.8723700
1470,1.7921700,1.7970000,21.4342000,436.6630000,1273.0000000,4884.0000000,4.7000000
1471,5.4627800,1.2740000,19.5752000,281.4990000,1141.0000000,,1.6900000
1472,11.4595900,0.9560000,,,,,
1473,2.5087600,1.2523065,11.5931606,710.8584449,1316.9386126,5226.0000000,1.1341600
1474,2.9161500,1.4810000,13.4791000,253.3910000,1111.0000000,6103.0000000,2.6900000
1475,17.1401200,1.1760000,8.1425700,5.9317100,434.0000000,6378.0000000,1.6700000
1476,3.5315897,2.6890000,14.2116000,551.2420000,1349.0000000,6209.0000000,1.6200000
1477,0.4964200,0.5720000,5.5722200,2758.3000000,2018.0000000,7000.0000000,1.4100000
1478,3.3904897,2.8780000,2.4067300,764.3440000,1464.0000000,6113.8000000,1.4300000
1479,92.1950921,4.2060000,18.9408000,1.4966300,308.0000000,5030.6000000,3.0000000
1480,705.5844658,1.9189212,17.1795470,16.7207290,515.7432490,3689.0000000,0.4870000
1481,3.0655500,2.4830000,5.4136300,1605.0500000,1763.0000000,5285.0000000,0.7100000
1482,3.3243000,2.3370000,21.7252000,181.9890000,1023.0000000,4779.7000000,5.7600000
1483,6.5314400,5.7130000,6.7762100,808.5530000,1485.0000000,6037.2000000,2.5800000
1484,5.4141800,4.4280000,,816.5580000,1489.0000000,6664.0000000,
1485,5.4637700,1.0360000,12.8940000,23.3924000,612.0000000,5286.9000000,1.9500000
1486,3.7981107,3.9140000,4.1347800,911.1520000,1530.0000000,5042.0000000,1.5100000
1487,2.9663437,4.4400000,2.0283700,2291.3200000,1927.0000000,5807.0000000,1.5900000
1488,5.4140200,4.4180000,15.9563000,694.6990000,,6394.3000000,1.7500000
1489,62.1624516,4.3190000,10.3408000,10.4285000,500.0000000,7546.0000000,1.6600000
1490,1.2734900,1.6550000,13.6856000,891.0530000,1522.0000000,4982.0000000,4.3500000
1491,,4.8120529,5.5237367,3.1063855,338.5973763,4658.0000000,0.7107680
1492,0.8153098,1.3730000,1.1904100,2785.3000000,2023.0000000,5729.0000000,0.9700000
1493,11.5743561,6.0493763,18.1309835,205.6631556,965.8481969,5776.0000000,1.4578000
1494,12.3796490,3.3314543,8.6993926,962.3125052,1420.5246749,6582.0000000,2.7841101
1495,85.4244796,3.6658465,4.4208054,10.9176682,463.6093885,5697.0000000,1.2960900
1496,26.4579842,3.3720000,2.9096500,66.2935000,794.0000000,5706.0000000,1.3700000
1497,11.9526103,2.7400000,11.4014000,48.2015000,,6049.0000000,1.2500000
1498,13.9631929,4.5245027,2.3118575,46.7510590,666.9105884,5270.9000000,0.8135440
1499,35.1896444,3.3254029,2.2253696,0.6703132,230.7752258,3446.0000000,0.3269320
1500,9.6799809,1.8060000,14.6081000,31.1433000,658.0000000,5980.0000000,1.1100000
1501,16.5899263,2.1573675,5.4428798,266.9749353,1030.9494518,6690.0000000,1.7449000
1502,,2.6700000,4.2142990,1.3025049,272.4674275,3396.0000000,0.3340000
1503,0.3524597,0.5780000,1.7622400,1844.9800000,1825.0000000,5432.0000000,0.9000000
1504,1.9011452,1.6128566,5.7647423,831.1124236,1369.4137781,5392.0000000,0.9864020
1505,1.4937444,2.0440000,1.6210200,2431.7100000,1956.0000000,6328.0000000,1.2800000
1506,,14.9235889,1.6330887,0.8574118,245.4240451,5599.0000000,0.8526430
1507,121.3342908,6.1861599,4.1767182,4.5797413,373.1040687,6140.0000000,0.9573950
1508,0.8294084,0.5583289,2.4799192,4983.6132078,2142.9193755,5951.6700000,1.5242400
1509,2.3263430,1.2195051,1.9763187,15.1203939,502.9334550,3244.0000000,0.2611620
1510,3.4950422,1.0311342,1.2734423,6.0694989,400.3206181,3022.0000000,0.2427450
1511,2.0344366,0.9582480,0.9011060,12.4881234,479.4507970,3022.0000000,0.2427450
1512,2.2891027,0.8344032,0.9131404,10.6709326,460.9675388,3022.0000000,0.2427450
1513,7.1566025,1.2189750,3.1263063,253.7528508,1017.9407073,5910.3500000,1.1348900
1514,1.4206036,1.6483243,1.1974247,148.4903680,890.3162916,3872.0000000,0.5484840
1515,2.8411415,1.1740000,1.4216200,35.9524000,682.0000000,3872.0000000,0.5500000
1516,10.4029111,1.3721731,1.8465904,10.4421274,458.4764117,3872.0000000,0.5484840
1517,,1.5100000,2.4326140,0.2909982,187.3235245,2808.0000000,0.1280000
1518,,4.6288711,2.7599934,5.4579122,389.8310122,6380.4300000,1.6107700
1519,26.5456672,2.5820000,29.1697000,28.3073000,642.0000000,6180.0000000,1.6800000
1520,32.8236817,15.2373740,5.1519952,206.9642192,967.3721204,6258.0000000,2.6302500
1521,46.5710978,6.1832559,2.1305645,27.1915284,582.4091030,6495.0000000,1.1508300
1522,2.6796164,0.9028948,1.8334769,83.7078249,771.4561825,3943.0000000,0.6307200
1523,1.1188024,1.1190000,1.4400900,247.1750000,1104.0000000,3943.0000000,0.6300000
1524,20.1546939,1.3244754,2.3244125,14.1253091,494.4464236,4863.0000000,0.7123880
1525,76.8663962,6.7753035,1.9249103,5.1039406,383.3506039,5482.0200000,0.8770420
1526,,12.4042036,3.3789105,40.7166029,644.2621741,6358.0000000,2.4366300
1527,1.4663344,0.4470000,1.8712400,40.7842000,704.0000000,3412.0000000,0.3200000
1528,3.1434463,1.5010000,2.3413200,301.5990000,1160.0000000,4962.0000000,0.7900000
1529,2.6865041,2.5524772,13.7470239,994.8105653,1432.3687809,5738.0000000,1.1827400
1530,18.6016754,2.3690896,9.1300283,845.8744041,1375.4544745,6175.0000000,3.7007000
1531,210.6683580,10.3865576,2.8961818,17.3175389,520.2849849,6683.0000000,1.5259200
1532,12.5520766,6.8268193,2.8228669,495.3032121,1203.1992033,7020.0000000,1.8450500
1533,0.4018586,1.5779753,0.5525072,568.7058283,1245.4940849,3621.0000000,0.5202830
1534,4.9707023,2.5860000,2.3873300,328.7830000,1186.0000000,6109.0000000,1.2100000
1535,27.2672016,2.4164839,1.5781136,1.6051398,287.0767134,3546.0000000,0.4600140
1536,179.4031712,10.7569968,3.7472354,8.4378703,434.6883098,6863.0000000,1.4648000
1537,11.8120707,3.3324162,1.7481305,154.3200348,898.9288685,6037.0000000,1.2010500
1538,8.9172211,2.6426767,2.7931797,17.1075621,518.7006367,4066.0000000,0.6052430
1539,63.3954500,5.1295954,3.3507179,10.0390505,453.9864688,5717.0000000,1.0149601
1540,3.1260778,1.7185367,10.9257115,328.1564535,1085.5253926,5100.0000000,0.8747060
1541,0.3862197,0.9122445,1.1988782,873.6229278,1386.5985937,3863.0000000,0.5663040
1542,9.4058770,1.5560322,1.9775960,9.8226818,451.5202868,3869.0000000,0.4757010
1543,7.0767314,2.4440000,2.4422000,106.2050000,894.0000000,5781.0000000,1.0000000
1544,6.0683318,1.9825707,2.1199939,15.1794104,503.4234887,3668.0000000,0.4993760
1545,340.3877311,9.2318877,3.6888424,2.3021148,314.1604363,6424.0000000,1.2780800
1546,60.0663200,2.4090000,7.6475900,42.0912000,709.0000000,5660.0000000,1.4700000
1547,139.2632286,15.5650549,1.8388146,2.3286226,315.0609123,5373.0100000,0.9071700
1548,22.0487750,3.8087167,1.9509885,15.3309639,504.6753756,4836.0000000,0.7944350
1549,,7.6412469,2.8951165,0.4779984,212.0685941,4239.0000000,0.6599370
1550,165.0031583,5.0545903,4.5170453,1.8560976,297.6939099,5780.0000000,0.6999730
1551,13.3401450,4.6111980,3.9292670,268.2186408,1032.1480322,6467.0000000,1.5794300
1552,4.8566656,2.5858810,3.2987328,179.2788125,933.2585799,5607.0000000,0.7968920
1553,15.4432661,3.8493075,5.7063938,38.3407878,634.6510571,5607.0000000,0.7968920
1554,,17.0708835,7.6712645,0.2452280,179.4784320,5607.0000000,0.7968920
1555,6.0541622,4.5920000,4.0162300,11299.9000000,2872.0000000,6187.0000000,1.6100000
1556,1.3103832,1.6240216,9.8603222,1134.2779729,1480.1291921,5228.0000000,0.9285070
1557,0.7196291,1.4747460,12.2917419,14474.6698966,2797.5117326,6454.0000000,1.6945800
1558,9.4070515,2.6715391,3.9938238,237.6137635,1001.3540250,6223.0000000,1.2331001
1559,0.9189020,1.7819550,15.2109193,3475.7112909,1958.3065353,5382.0000000,1.1659000
1560,2.9905745,2.0941681,13.2344892,679.8798081,1302.3502129,5535.6000000,1.1030500
1561,2.6820061,1.8238879,14.1985341,1028.0946298,1444.2022665,5465.0000000,1.2850000
1562,3.8686600,2.3101443,13.9784675,957.9449856,1418.9101379,6373.5000000,1.3337801
1563,20.2656358,6.4172007,4.0304200,108.2477155,822.6676779,6276.1000000,1.3761700
1564,3.3610013,2.5685869,12.7400071,273.0272959,1036.7433695,5375.0000000,0.8177050
1565,2.9432073,2.5010000,13.6531000,328.9760000,1186.0000000,5266.7000000,1.1800000
1566,1.5933772,1.7732569,9.0125420,785.5954321,1350.2664813,5289.4000000,0.8851250
1567,3.1856867,3.1050115,,556.4403323,1238.7235661,5590.5000000,
1568,1.8905304,1.2347831,,1115.7780219,1474.0567378,5816.0000000,
1569,15.9375460,4.5395335,11.9220549,180.2682649,934.5436034,6093.1000000,1.5503300
1570,1.4407070,1.8086852,9.9844910,2629.3283978,1826.3371679,5941.2000000,1.1648901
1571,3.0958985,1.8584684,19.2443952,1246.3528431,1515.4094870,6764.0000000,1.2584400
1572,,8.4494541,11.6258650,49.5046850,676.5210666,5635.7500000,1.4356500
1573,,4.6833042,6.5071192,9.1909015,444.0780191,4968.0000000,0.8445480
1574,,6.1120058,4.1844083,0.9694479,253.0759438,6329.0000000,1.3961900
1575,11.6207544,5.6290584,3.2075540,239.2814950,1003.1064616,6329.0000000,1.3961900
1576,1.3382314,2.1560676,14.8542602,1188.6218545,1497.5477444,5436.0000000,0.8949740
1577,,4.4875335,18.0000000,82.7545001,769.2502648,5879.0000000,1.2362300
1578,716.3497402,3.6120000,2.9082600,0.0174179,101.0000000,5645.8400000,0.9700000
1579,20.2254946,2.2719961,1.9090249,10.4016117,458.0310383,4465.0000000,0.6975470
1580,11.3071786,2.8240000,1.0296800,18.9311000,581.0000000,4465.0000000,0.7000000
1581,0.9865600,0.7240000,3.7868700,574.2940000,1363.0000000,5522.0000000,1.6400000
1582,1.0361758,2.9300000,2.6239500,18869.1000000,3265.0000000,6413.0000000,1.5000000
1583,4.2699100,1.5090000,8.9557800,667.3360000,1415.0000000,6580.0000000,1.6200000
1584,58.9970907,5.7220000,,,,,
1585,82.7899763,5.8475847,3.1369358,6.4591290,406.5961278,6115.0000000,0.9577720
1586,17.1019622,3.3570000,10.1067000,20.0982000,589.0000000,5302.3000000,0.9300000
1587,6.5346715,3.3040000,10.7773000,121.8530000,925.0000000,5424.0000000,1.3300000
1588,11.6700285,2.0534143,2.0205499,4.0210338,361.1637726,3644.0000000,0.3802720
1589,7.2011383,2.1444681,1.7056002,7.6541813,424.2232195,3644.0000000,0.3802720
1590,2.2088214,2.5440000,11.6656000,1052.0800000,1586.0000000,5960.4000000,1.2600000
1591,4.7150942,2.4360000,7.4893900,118.4600000,919.0000000,3798.0000000,0.5700000
1592,7.4972297,3.5890000,11.9137000,143.8140000,964.0000000,5596.2000000,1.0000000
1593,14.2197641,6.4160000,8.7867800,215.5520000,1067.0000000,6115.0000000,1.8300000
1594,7.9980831,3.0470000,10.9403000,97.3629000,875.0000000,5556.0000000,1.7000000
1595,1.4492052,1.1040000,6.1566600,551.7770000,1350.0000000,6004.9000000,1.1200000
1596,7.7119842,4.0580000,10.7188000,536.1500000,1340.0000000,6458.0000000,1.8300000
1597,2.9942630,6.9172309,11.5655979,619.5809037,1272.4603411,4784.0000000,3.2285900
1598,22.6539607,3.4680000,12.2765000,13.8485000,537.0000000,5523.0000000,1.1200000
1599,9.7728388,7.4907772,12.0232332,670.6896654,1297.9266601,5636.8000000,2.4373100
1600,2.8392793,1.4011791,10.4761821,45.5594673,662.6197999,3642.0000000,0.5493300
1601,1.6471574,1.0330000,6.0689400,362.2370000,1215.0000000,5027.0000000,0.7300000
1602,0.8774100,0.4720000,8.5914800,26.3008000,630.0000000,3495.0000000,0.6200000
1603,3.9471567,1.6990000,3.8696800,71.3670000,809.0000000,4794.0000000,0.8400000
1604,3.2553185,2.0610000,6.7291700,362.7490000,1215.0000000,5927.0000000,1.2500000
1605,8.3129806,4.1710000,10.7065000,237.9350000,1094.0000000,5929.0000000,2.0300000
1606,1.0526157,1.5288415,1.4203085,706.2654804,1314.8062038,4621.0000000,0.7585750
1607,42.1289893,4.6130523,2.3404732,5.1588515,384.3775426,4621.0000000,0.7585750
1608,3.3311975,3.7050000,14.8770000,1437.4300000,1715.0000000,6605.0000000,1.3300000
1609,1.1736318,1.3970000,8.1147000,1505.4100000,1735.0000000,6033.7000000,1.9300000
1610,1.2043785,1.0470000,4.9850000,1124.6000000,1613.0000000,6595.0000000,1.3800000
1611,11.5738497,6.6560000,22.4042000,210.0560000,1060.0000000,5782.0000000,1.6100000
1612,10.0902590,1.7502645,,94.8642410,795.9675881,5454.4200000,
1613,8.6251769,2.7040000,7.5544400,161.9800000,993.0000000,5484.0000000,1.0800000
1614,4.8714085,2.6430000,3.8394000,350.4760000,1205.0000000,5484.0000000,1.0800000
1615,5.2524792,1.8280000,20.7884000,132.0720000,944.0000000,5728.0000000,1.2700000
1616,1.6804461,1.0990000,5.3703900,833.2500000,1496.0000000,5695.0000000,1.0400000
1617,5.7517969,3.0489623,6.2303216,1308.6880472,1534.0120939,6510.3000000,1.9761600
1618,0.5109902,0.7090000,9.5479200,4048.8500000,2222.0000000,6095.0000000,1.5300000
1619,1.2709769,2.3350000,4.1076100,4096.8400000,2228.0000000,6296.0000000,1.1700000
1620,3.6627500,3.0960000,3.5275800,782.3330000,1473.0000000,6150.0000000,1.2200000
1621,7.0924883,2.8690000,12.2608000,200.0570000,1047.0000000,6493.0000000,1.5800000
1622,1.1258127,0.3740000,13.1558000,570.8520000,1361.0000000,6423.0000000,1.2400000
1623,5.1858000,7.1910000,18.5118000,1753.4100000,1802.0000000,6130.0000000,2.7000000
1624,4.5344510,4.9363910,23.1837890,1003.7032593,1435.5591220,6421.5000000,1.4745900
1625,22.8451800,7.2150000,15.1752000,91.9765000,862.0000000,5963.1000000,1.5700000
1626,8.7154600,3.9340000,12.1387000,103.4890000,888.0000000,5395.0000000,1.0600000
1627,6.9444047,2.7056073,13.4708551,449.6608267,1174.4675265,6104.5000000,1.4194500
1628,5.5436298,3.8790000,13.5659000,702.6610000,1434.0000000,6510.0000000,1.8100000
1629,4.0197555,2.6880000,9.5759400,211.8130000,1062.0000000,5216.0000000,0.9400000
1630,0.6597520,0.6731474,4.3019481,7130.6861294,2343.7030204,5832.0000000,1.2511200
1631,17.1869882,3.8450000,12.9307000,97.2728000,874.0000000,6049.7000000,2.0500000
1632,5.7498400,3.7340000,14.4892000,329.4990000,1186.0000000,6046.0000000,1.0800000
1633,5.1750108,2.0076562,11.4726621,162.7267425,910.9289033,5177.0000000,0.8926850
1634,3.3637600,3.4180000,10.7493000,705.6990000,1435.0000000,5713.3000000,1.2700000
1635,5.4361667,1.5419673,1.7175409,3.6311669,352.0718502,3139.0000000,0.2112990
1636,12.6826724,3.8270000,5.2495300,76.8372000,824.0000000,5851.0000000,1.0400000
1637,4.8984239,3.7520000,12.9070000,409.6670000,1253.0000000,5774.0000000,1.2900000
1638,1.1792344,1.7572263,26.9739777,16257.6914094,2879.9468214,6127.1000000,2.6058199
1639,13.3368173,4.3840000,11.2448000,69.8726000,805.0000000,5517.0000000,1.2000000
1640,4.3136200,1.7090000,8.0191700,54.2011000,755.0000000,4929.5000000,0.8000000
1641,6.1600755,1.8080000,17.7265000,64.3828000,789.0000000,5669.0000000,1.1900000
1642,3.1821969,3.0676639,9.3708418,1042.5767464,1449.2615097,5672.5000000,1.3954000
1643,1.6766585,1.5287110,16.6532667,180.6590045,935.0496086,4155.0000000,0.6226660
1644,3.4972769,2.0988025,11.5840209,192.6704823,950.2186404,4940.0000000,0.8079700
1645,5.4693888,1.8076781,11.5779216,27.5364506,584.2473340,3770.0000000,0.6389020
1646,1.2730965,1.4800000,1.5792500,660.2770000,1412.0000000,5024.0000000,0.7700000
1647,5.2153618,5.5895721,17.7519701,1843.4632721,1671.1997882,6067.2000000,2.3901401
1648,5.0451188,1.8549863,18.0229867,319.7861956,1078.5360791,5337.0000000,1.1663600
1649,4.6612025,2.1408549,12.7709747,823.9647363,1366.4599455,5884.5000000,1.5237300
1650,3.1353607,1.4380000,22.2860000,459.8180000,1290.0000000,5503.0000000,1.0600000
1651,2.1357026,1.9116457,11.6264152,96.5817843,799.5461856,3678.2000000,0.6666520
1652,3.1581288,2.3951941,13.5726225,242.6938695,1006.6637991,4367.6000000,1.0241700
1653,2.7567395,2.3808565,13.8044661,1225.5263733,1509.0388299,6034.0000000,1.2842700
1654,5.6601098,1.5377473,12.3816484,361.1289137,1111.8221321,5859.8000000,1.1873699
1655,1.3442724,4.6777347,,1758.0840398,1651.5041046,,
1656,2.3372423,1.4487311,10.5103504,550.1159381,1235.1886902,5335.0000000,0.9104840
