# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 11:34:46 2025
#
# User preference: *
#
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
#
loc_rowid,pl_orbper,pl_trandurh,pl_rade,pl_insol,pl_eqt,st_teff,st_rad
3242,4.8957700,2.4780000,3.3073400,240.7780000,1097.0000000,5883.0000000,1.7700000
3243,1.0590994,0.9853402,10.6616565,18843.6190459,2988.2080302,9332.0000000,1.4284800
3244,2.9594596,0.7060000,7.7539700,94.5522000,868.0000000,5560.0000000,1.1900000
3245,3.8850001,2.8815405,12.1627174,268.0376910,1031.9739072,5382.2000000,0.8931500
3246,3.7178656,3.2262534,13.6754452,837.7005046,1372.1195235,6268.0000000,1.2358600
3247,4.9513106,4.1704262,14.0040077,663.7580626,1294.5600539,5914.0000000,1.4362500
3248,4.8709815,4.4370000,21.2108000,611.5980000,1385.0000000,5908.0000000,1.8700000
3249,1.0358225,1.1910000,10.1292000,1819.3400000,1819.0000000,6180.0000000,1.1400000
3250,4.8504819,4.9957058,17.4413086,1660.3166024,1628.0490201,6313.0000000,2.0589900
3251,3.2371501,3.3511315,13.8548638,984.9041254,1428.7894629,5800.1000000,1.3530200
3252,3.2442990,2.6887498,12.9273057,1427.7989564,1567.7850348,5999.0000000,1.5585901
3253,0.4568000,0.5480000,6.6426400,1132.9700000,1616.0000000,5777.0000000,1.0300000
3254,5.4290781,3.1018506,24.5471729,1214.2295602,1505.5491913,6403.0000000,1.8696700
3255,2.5972551,2.7403458,23.7348191,5351.1817869,2181.3842633,7054.0000000,2.1075301
3256,3.1235179,2.7145235,13.2914966,489.4706790,1199.6413306,5376.0000000,1.0444700
3257,0.6848358,0.8800000,4.4942700,2198.6800000,1907.0000000,6385.1000000,1.1000000
3258,2.3378945,2.5247352,8.3129300,1340.5004828,1543.2507377,6666.8000000,1.3300000
3259,7.1404043,1.7190000,10.5731000,53.0520000,751.0000000,5886.6000000,1.1100000
3260,4.9807125,3.3330000,17.2544000,231.2000000,1086.0000000,5545.7000000,1.0400000
3261,2.9146300,2.9770000,9.9639100,588.8270000,,5484.8000000,0.9900000
3262,19.5105608,4.4710000,,,,,
3263,2.9150294,2.8190000,12.8379000,464.8160000,1293.0000000,5385.0000000,1.0800000
3264,10.9803025,1.6590000,7.5874100,73.7576000,,5951.0000000,1.2700000
3265,3.2493152,1.8490000,10.3587000,173.4600000,1011.0000000,5371.2000000,1.0400000
3266,1.7088305,1.8710000,,564.6140000,1358.0000000,5253.2000000,
3267,24.0819851,4.0320000,9.4263200,22.9814000,609.0000000,5952.0000000,1.0500000
3268,0.4399856,0.6030000,18.9074000,1456.3600000,1721.0000000,4423.0000000,1.1000000
3269,3.3952015,2.3680000,,321.9930000,1180.0000000,5673.6000000,
3270,1.3460633,1.8290000,14.2662000,1231.3600000,1650.0000000,5788.7000000,1.0900000
3271,2.5733766,2.4570000,,,,,
3272,11.8886495,4.8030000,11.0233000,138.0650000,954.0000000,5773.9000000,1.2100000
3273,0.8275646,1.0560000,8.4178900,1716.0100000,1793.0000000,6203.3000000,1.3200000
3274,3.0193545,1.3450000,14.3570000,1252.3000000,1657.0000000,6341.0000000,1.4200000
3275,9.3073400,4.6830000,30.7623000,304.1380000,1163.0000000,5819.0000000,1.3500000
3276,3.6217624,2.9630000,10.1723000,493.8660000,1313.0000000,5788.0000000,1.2800000
3277,4.1124956,1.9071145,12.4396125,1230.1400953,1510.4570936,6145.0000000,1.6436400
3278,3.6566206,2.5570000,13.5870000,113.2120000,908.0000000,4489.2000000,0.9100000
3279,19.5112506,3.8960000,,,,,
3280,0.8962710,0.9960000,13.8677000,818.6140000,1490.0000000,5726.0000000,1.2200000
3281,2.1461672,1.9420000,16.9100000,663.9590000,1414.0000000,6046.0000000,1.4100000
3282,1.5407760,1.7050000,13.3674000,210.6690000,1061.0000000,4234.0000000,0.7700000
3283,11.0783748,2.6730000,10.2336000,36.8868000,686.0000000,5623.0000000,1.0600000
3284,15.9544918,3.7420000,9.8811700,19.3942000,584.0000000,4798.0000000,0.8200000
3285,1.2220437,1.8710000,14.8723000,973.6480000,1556.0000000,5196.0000000,1.0000000
3286,0.6680065,0.8350000,15.4569000,7749.1500000,2613.0000000,5159.0000000,3.7700000
3287,14.4832964,4.6960000,13.2087000,232.6550000,1088.0000000,6039.0000000,1.0200000
3288,3.3834660,2.7460000,4.6895300,559.6250000,1355.0000000,5838.0000000,1.2300000
3289,16.1020097,3.8710000,13.9974000,42.3341000,710.0000000,6010.0000000,0.9200000
3290,5.6922342,2.9750000,4.5755200,215.1740000,1067.0000000,5648.0000000,1.1200000
3291,3.2693612,2.0290000,9.9613600,281.8390000,1141.0000000,5814.0000000,0.9300000
3292,3.4952497,1.7450000,12.6528000,50.5040000,742.0000000,4304.8000000,0.9000000
3293,2.0436029,1.5130000,13.3605000,321.6320000,1179.0000000,5568.0000000,1.1300000
3294,3.2956376,2.4870000,12.4635000,155.0290000,983.0000000,4646.6000000,0.8600000
3295,16.5968329,4.3950000,4.8536700,77.8158000,827.0000000,6329.0000000,1.1600000
3296,1.8460997,1.7060000,16.4485000,3553.4400000,2150.0000000,6123.9000000,1.4800000
3297,5.1119781,1.4130000,10.6694000,890.3770000,1521.0000000,8562.0000000,2.6700000
3298,3.0012386,3.1640000,14.4673000,1099.6100000,1604.0000000,6331.0000000,1.2100000
3299,1.7763987,0.6380000,10.8531000,137.9950000,954.0000000,4899.3000000,0.8400000
3300,1.5574603,1.2720000,6.1531700,358.8390000,1212.0000000,5564.4000000,0.9300000
3301,10.9543562,4.7370000,9.0365300,113.5160000,909.0000000,5542.4000000,0.9600000
3302,7.6605425,4.4250000,,,,,
3303,3.0115930,1.8940000,,266.4540000,1125.0000000,5542.1000000,
3304,2.1371195,2.3800000,13.2766000,697.2130000,1431.0000000,5570.0000000,1.0300000
3305,5.7310859,1.6930000,11.8502000,60.3278000,776.0000000,5552.1000000,1.0700000
3306,18.5658130,3.8200000,7.8323600,13.8526000,537.0000000,4671.0000000,0.7900000
3307,11.2005651,1.3670000,15.4812000,13.6838000,535.0000000,5682.2000000,1.6300000
3308,4.1550000,2.8070000,11.0678000,534.7150000,1339.0000000,6270.0000000,1.5700000
3309,2.6292572,1.5820000,8.4471100,469.7370000,1296.0000000,5933.0000000,1.3500000
3310,4.7544320,2.1470000,11.4372000,158.4630000,988.0000000,5491.7000000,0.9400000
3311,4.4100654,2.3620000,8.0815700,232.6580000,1088.0000000,5726.0000000,0.9900000
3312,3.8951475,1.3860000,14.6884000,256.1080000,1114.0000000,6071.0000000,1.4800000
3313,5.5822739,1.4630000,11.6541000,64.0979000,788.0000000,5997.0000000,1.2500000
3314,6.0835972,2.1330000,12.0351000,102.4650000,886.0000000,5579.0000000,1.2200000
3315,6.5846694,2.5720000,14.5999000,107.7660000,897.0000000,5852.0000000,0.9700000
3316,4.1225477,2.2060000,12.0574000,257.4600000,1115.0000000,5662.2000000,1.5500000
3317,0.8377576,1.0740000,6.7060000,2114.0600000,1889.0000000,6322.5000000,1.6000000
3318,4.8104679,2.5470000,4.1966500,167.6880000,1002.0000000,5332.3000000,0.9200000
3319,2.9036816,5.0469369,14.9138230,3384.6096881,1945.3461862,6059.0000000,2.1432500
3320,2.1614819,1.0760000,8.1036700,108.5670000,899.0000000,4501.0000000,0.8700000
3321,3.3401814,2.4520000,8.1987400,332.4240000,1189.0000000,5508.5000000,1.1400000
3322,2.0713330,2.2820000,6.3511500,1179.8500000,1632.0000000,6004.0000000,1.4400000
3323,7.0080817,3.1790000,13.1807000,189.4920000,1033.0000000,6307.0000000,1.0600000
3324,4.5445569,1.4620000,5.7177000,5.6574700,429.0000000,3192.0000000,0.3000000
3325,2.5227786,2.1770000,10.9418000,344.8460000,1200.0000000,5268.7000000,0.7800000
3326,3.0215428,3.0888900,,597.1054249,1260.7602388,5622.1000000,
3327,4.2441117,3.7710000,14.0600000,671.8670000,1418.0000000,6034.0000000,1.5700000
3328,5.3298577,1.9500000,8.0113900,46.3832000,727.0000000,4773.0000000,0.8000000
3329,2.5228506,2.1500000,12.9082000,307.7730000,1166.0000000,5294.0000000,0.8400000
3330,13.4591300,3.4280000,7.6890900,897.1820000,1524.0000000,6457.7000000,1.3800000
3331,0.6203033,1.0310000,7.8282100,10295.4000000,2806.0000000,6294.0000000,1.7800000
3332,2.7694074,2.6920000,3.0280500,551.5730000,1350.0000000,5269.6000000,0.9400000
3333,4.5808535,3.4880000,12.4319000,328.6800000,1186.0000000,5528.7000000,1.1400000
3334,9.0576962,2.3700000,4.2897400,79.0884000,830.0000000,4485.0000000,0.7200000
3335,4.3345378,3.3360000,14.3572000,546.9030000,1347.0000000,6314.8000000,1.4300000
3336,6.6713748,3.2990000,9.6303500,162.6550000,994.0000000,5614.5000000,1.1100000
3337,4.3773113,2.3290000,2.9742500,144.9880000,966.0000000,5127.0000000,0.7500000
3338,7.6607094,4.2610000,5.1271600,278.5130000,,5911.7000000,1.1900000
3339,8.6789911,3.8650000,11.1545000,135.6220000,950.0000000,5693.8000000,1.1200000
3340,5.2077671,2.3690000,2.6617600,144.6300000,966.0000000,5522.5000000,0.9200000
3341,1.4702580,1.1260000,12.2412000,884.6860000,1519.0000000,6321.4600000,1.0800000
3342,14.7802661,3.4970000,9.0655900,38.1314000,,5659.0000000,1.0900000
3343,9.5469720,2.1120000,12.4743000,33.8682000,672.0000000,5834.0000000,0.9100000
3344,2.9406027,1.1670000,10.8350000,168.0100000,1003.0000000,5464.2000000,0.9700000
3345,14.8496574,4.2870000,9.3235000,70.8112000,808.0000000,5296.6000000,0.9600000
3346,10.1614815,1.2590000,7.6664600,23.4406000,612.0000000,6297.0000000,1.2400000
3347,5.3599361,3.4070000,11.2314000,306.9560000,1166.0000000,5933.0000000,1.0400000
3348,0.6451059,0.5730000,6.7909100,800.4180000,1481.0000000,5436.3000000,0.8800000
3349,1.7213564,2.0350000,10.6740000,559.7260000,1355.0000000,5072.0000000,0.9500000
3350,1.4680992,2.0456598,25.1682214,1531.1554281,1595.4182996,5433.0000000,1.1012200
3351,3.5115357,3.5270000,12.8100000,569.5450000,1360.0000000,5490.8000000,1.3500000
3352,1.9550932,1.7876200,13.1406834,690.3398082,1307.3307576,5400.0000000,0.8734180
3353,5.7158895,2.4370000,12.3206000,76.4949000,823.0000000,5224.0000000,0.8200000
3354,9.3517097,2.6820000,3.5281400,47.2210000,730.0000000,5298.6000000,0.8600000
3355,3.4936188,3.3550000,14.2355000,628.6640000,1394.0000000,5779.5000000,1.4200000
3356,4.0384773,1.1850000,7.9838700,17.0069000,565.0000000,4180.4000000,0.8300000
3357,6.7136512,3.5410000,12.5036000,244.0130000,1101.0000000,6179.1000000,1.1500000
3358,2.2012625,2.1750000,13.6145000,387.5740000,1236.0000000,5177.8000000,0.8100000
3359,3.4014954,1.9590000,9.3220200,313.3170000,1172.0000000,6005.0000000,1.0600000
3360,8.3289771,2.9840000,,,,,
3361,3.0654283,2.1940000,10.6174000,264.8830000,1123.0000000,5236.0000000,1.3500000
3362,7.4332642,3.0510000,10.2130000,184.3220000,1026.0000000,6227.0000000,1.3200000
3363,0.8490674,1.0946576,10.8189994,5884.2639739,2233.7922838,5624.7000000,1.4402900
3364,2.3179390,1.6760000,15.7376000,719.6360000,1442.0000000,5770.0000000,1.2500000
3365,23.2556119,7.8780000,14.4434000,51.1030000,744.0000000,4742.0000000,0.7300000
3366,3.8960617,1.7340000,12.1401000,84.8919000,845.0000000,5247.0000000,0.8000000
3367,4.1377886,2.2969037,,392.6433908,1135.3227028,4964.3000000,
3368,2.0474832,3.1590000,14.3474000,12096.5000000,2921.0000000,6791.0000000,1.0400000
3369,3.0330919,4.0430000,7.4032700,4283.5100000,2253.0000000,7471.0000000,2.1400000
3370,2.7873223,3.6710000,10.6299000,2023.2200000,,6466.0000000,1.4600000
3371,4.4921154,3.1080000,14.9094000,223.6720000,1077.0000000,5353.0000000,1.0800000
3372,2.2035349,2.5730000,13.3861000,1272.3700000,1663.0000000,6141.0000000,1.5200000
3373,3.4608812,3.6080000,19.0253000,672.0960000,1418.0000000,5695.0000000,1.5200000
3374,2.4922100,1.6050000,1.7131100,43.3259000,714.0000000,3450.0000000,0.4500000
3375,2.9284231,3.8350000,,638.6480000,1400.0000000,4885.4000000,
3376,7.6644000,4.1888923,9.9098801,175.3654356,928.1234573,5694.0000000,1.0421500
3377,2.4892754,1.5130000,15.5724000,660.4260000,1412.0000000,6285.0000000,2.7600000
3378,1.9754900,2.4090000,17.6764000,5560.1100000,2405.0000000,8523.0000000,2.4600000
3379,11.7512673,2.1430000,17.4049000,86.3130000,849.0000000,6571.0000000,1.6800000
3380,1.2257683,1.8740000,,2802.1600000,2026.0000000,6205.8000000,
3381,1.4858906,1.6970000,,648.6080000,1405.0000000,5196.8000000,
3382,1.6923573,1.9912433,12.7696702,762.5979736,1340.2742114,5287.0000000,0.8887600
3383,2.8778095,2.8240000,7.3582800,1005.2000000,1568.0000000,6131.0000000,1.0500000
3384,2.3466472,1.9570000,12.2268000,153.3530000,980.0000000,4477.0000000,0.7500000
3385,0.3914900,0.7460000,5.9556400,13030.0000000,2976.0000000,6216.1000000,2.2500000
3386,3.4895723,2.3780000,12.9484000,87.9248000,853.0000000,4315.0000000,0.7100000
3387,2.8817718,2.8420000,14.8764000,854.3570000,1506.0000000,6137.0000000,1.3800000
3388,3.1082514,1.5649451,13.7608011,1763.4216575,1652.7561891,6413.0000000,1.5486799
3389,5.5613023,5.6400000,10.4506000,713.5030000,1439.0000000,5607.0000000,2.2700000
3390,2.3151015,2.0840000,,285.1030000,1144.0000000,4746.7000000,
3391,4.4638411,1.5560000,9.5974400,78.9834000,830.0000000,5472.0000000,1.4200000
3392,5.7033411,3.0390000,15.2151000,217.8880000,1070.0000000,5933.0000000,1.2400000
3393,6.7716021,6.2790000,16.5311000,831.0700000,1495.0000000,6136.0000000,2.6200000
3394,2.1176601,3.5910000,5.1654400,12280.2000000,2932.0000000,5814.0000000,0.8900000
3395,2.2297524,2.4980000,10.5562000,970.7050000,1555.0000000,5846.0000000,1.1700000
3396,6.0613441,2.5796829,27.9104500,618.1880959,1271.7446199,5949.2000000,1.5371500
3397,3.4488281,3.0910000,15.6361000,617.2460000,1388.0000000,5994.0000000,1.2700000
3398,2.1861455,2.4200000,11.5599000,612.5300000,1385.0000000,5342.0000000,1.2400000
3399,2.9897732,3.0600000,17.6166000,1317.9300000,1678.0000000,6786.0000000,1.5700000
3400,2.9873441,1.6680000,,790.9780000,1477.0000000,5734.9000000,
3401,3.4043154,0.8050000,20.3568000,113.6650000,909.0000000,5833.0000000,1.0000000
3402,3.1274951,2.5639391,17.6985303,1481.4610493,1582.3126821,6457.0000000,1.4132100
3403,2.6686464,1.2490000,12.9106000,332.9410000,1190.0000000,5227.0000000,0.9000000
3404,1.5891628,1.5760000,12.5934000,1679.0300000,1783.0000000,6227.0000000,2.0000000
3405,12.0031646,5.2145528,10.9265063,234.5768031,998.1389779,6362.0000000,1.4038800
3406,3.8426038,2.0220000,12.7873000,453.8700000,1285.0000000,7032.0000000,1.6600000
3407,5.9739124,3.1235464,2.3917735,488.0089226,1198.7446729,6308.3100000,1.2845000
3408,3.5852900,2.4950000,1.7714100,646.6280000,1404.0000000,6308.3100000,1.2800000
3409,11.2304605,3.6009978,2.0754665,210.3340005,971.2859803,6308.3100000,1.2845000
3410,3.2399875,2.7490000,13.6130000,380.1390000,1230.0000000,5521.0000000,0.9700000
3411,3.5434689,1.8490000,,1741.2443185,1647.5351070,5354.0000000,
3412,3.3501179,1.6510000,17.5987000,279.3340000,1138.0000000,6238.0000000,2.5700000
3413,6.2329571,3.0430000,14.2956000,1245.8000000,1655.0000000,6016.0000000,1.5500000
3414,1.8011961,3.2300000,9.1446000,8355.0200000,2663.0000000,7588.0000000,1.9900000
3415,4.7253516,5.1230000,17.6483000,2045.0400000,1873.0000000,7220.0000000,2.1500000
3416,3.9967263,2.8860000,11.2780000,265.2480000,1124.0000000,5313.6000000,1.0000000
3417,4.6709424,0.1010000,21.2461000,2.2683100,341.0000000,7211.0000000,1.7900000
3418,2.2171904,1.6390000,,180.2550000,1020.0000000,4656.0000000,
3419,3.8522402,4.1950000,,577.1990000,1365.0000000,5371.2000000,
3420,1.5464949,1.1010000,3.7295000,438.7930000,1275.0000000,5973.5000000,1.1400000
3421,10.6001229,5.3750000,10.6010000,240.7510000,1097.0000000,5647.0000000,1.5100000
3422,3.2292942,2.4700000,,,,,
3423,10.5113620,3.1120000,11.9350000,61.3806000,779.0000000,5908.0000000,0.9200000
3424,2.0615575,1.6940000,,723.9160000,1445.0000000,6213.0000000,
3425,1.7922888,1.6220000,12.6983000,318.7130000,1177.0000000,5095.7000000,0.8900000
3426,9.4258906,2.4060000,9.6549700,76.5410000,824.0000000,4507.0000000,0.6700000
3427,6.6080989,3.9280000,12.1125000,298.4970000,1157.0000000,5993.0000000,1.5000000
3428,23.2547644,7.9350000,10.7553000,172.2120000,1009.0000000,5627.0000000,0.8800000
3429,3.5472157,4.5030000,16.2930000,992.1770000,1563.0000000,5548.0000000,2.0200000
3430,2.0416590,3.5210000,8.9097800,5195.1400000,2365.0000000,6806.0000000,1.5600000
3431,1.3600283,2.1652751,13.0911813,1343.1568273,1544.0146992,5500.0000000,0.9339750
3432,3.6089193,2.2550000,17.0677000,1247.0000000,1655.0000000,5854.0000000,1.6300000
3433,2.2437501,3.8210000,10.0826000,5651.5500000,2415.0000000,7209.0000000,1.9600000
3434,5.3438948,4.1390000,16.9428000,1248.0800000,1655.0000000,7469.0000000,2.3000000
3435,3.8961515,1.7420000,8.4044600,152.5400000,979.0000000,5477.2000000,0.8700000
3436,4.3533211,1.8940000,7.1723600,14.9972000,548.0000000,3422.0000000,0.4600000
3437,3.2358535,3.7770000,,656.9170000,1410.0000000,5095.6000000,
3438,1.6212474,3.2620000,10.3122000,1846.9500000,1826.0000000,4949.0000000,3.1100000
3439,3.2358247,3.6290000,,,,,
3440,2.8744227,4.0810000,13.3953000,2213.8900000,1910.0000000,6334.0000000,2.1700000
3441,4.0104917,2.2930000,,5306.6000000,2377.0000000,12373.0000000,
3442,1.5716819,1.9672248,4.5091786,715.6772333,1319.1647872,4752.8000000,0.9820660
3443,5.8423636,2.4160000,18.7395000,716.7300000,1441.0000000,8648.0000000,3.8500000
3444,2.2774846,3.7560000,17.7506000,1146.7700000,1621.0000000,4827.0000000,4.7000000
3445,6.3978860,2.2960000,,229.4820000,1084.0000000,5324.0000000,
3446,2.2237067,2.7337946,16.2026957,1748.4439071,1649.2355042,6424.0000000,1.4399000
3447,3.8974136,2.0610000,6.8757000,504.6230000,1320.0000000,6827.0000000,1.5100000
3448,6.4219775,4.2110000,,803.4710000,1483.0000000,6197.0000000,
3449,17.2045725,4.9870000,21.5086000,434.9740000,1272.0000000,6278.0000000,1.7700000
3450,3.4600026,1.8270000,17.6761000,744.5690000,1455.0000000,5997.0000000,1.3700000
3451,1.8145100,1.7460000,13.3431000,609.0080000,1383.0000000,5696.0000000,1.1700000
3452,4.1123850,3.4740000,9.6574900,570.9660000,1361.0000000,5659.0000000,2.1400000
3453,3.6344447,3.8710000,14.2500000,1133.7300000,1616.0000000,6272.0000000,1.4200000
3454,3.7027104,3.5720000,21.0580000,1803.4900000,1815.0000000,7493.0000000,1.9000000
3455,4.8982659,2.8740000,4.8412300,293.0040000,1152.0000000,5696.0000000,1.0900000
3456,3.3378852,3.2610000,19.0038000,1878.1500000,1834.0000000,6274.0000000,2.1500000
3457,3.9606593,3.4420000,10.7218000,970.2470000,1554.0000000,6647.0000000,1.4000000
3458,5.3798996,2.8500000,7.0926400,104.6670000,891.0000000,4930.3000000,0.7600000
3459,3.8471662,2.2140000,7.4847500,173.7470000,1011.0000000,5115.0000000,1.6900000
3460,3.0491667,4.0262835,,589.9037165,1256.9414051,4579.5000000,
3461,4.5432349,3.6090000,12.5868000,1563.1600000,1751.0000000,7998.0000000,1.1600000
3462,2.8278059,2.1740000,4.2261900,885.3320000,1519.0000000,6603.0000000,1.6200000
3463,4.3271416,2.3820000,14.5369000,400.9190000,1246.0000000,5994.0000000,1.9100000
3464,2.4854800,2.6210000,1.2824800,1105.1100000,1606.0000000,5928.0000000,0.9600000
3465,5.4146235,2.9417261,6.6139476,126.2342489,872.0000000,4888.0000000,0.8802130
3466,14.7091662,3.6278152,6.5471787,33.3030602,612.6899904,4888.0000000,0.8802130
3467,1.3483075,1.7568331,3.1949876,805.7796280,1358.8572016,4888.0000000,0.8802130
3468,4.3359117,3.4610000,13.9797000,485.0040000,1307.0000000,5815.0000000,1.5100000
3469,1.8254400,1.7440000,11.7503000,181.7830000,1022.0000000,4324.0000000,0.7700000
3470,2.6325313,4.1670000,15.2766000,1493.2400000,1731.0000000,5407.0000000,2.4200000
3471,2.8067423,1.9970000,13.4381000,361.0870000,1214.0000000,5863.0000000,0.9800000
3472,4.7427131,3.1150000,17.8760000,320.7830000,1179.0000000,5947.0000000,1.5100000
3473,1.8137851,1.2900000,,95.2905000,870.0000000,4032.5000000,
3474,4.3962009,3.9496949,,362.1757107,1112.6269619,4032.5000000,
3475,7.0423707,2.6870000,14.7821000,56.0900000,762.0000000,4892.0000000,1.8800000
3476,3.0755983,1.6170000,,242.5530000,1099.0000000,4355.4000000,
3477,2.2963814,2.6490000,20.9239000,5163.1000000,2361.0000000,6620.0000000,1.8700000
3478,4.7559737,2.5469696,1.7254170,161.7314334,909.5327855,5175.2000000,0.8418420
3479,17.1807214,2.1004813,2.1954034,29.1782002,592.7674866,5175.2000000,0.8418420
3480,3.2174446,3.8917348,,1947.5744337,1694.3115280,,
3481,5.1175439,1.4830000,12.6029000,131.8140000,943.0000000,6429.0000000,2.0700000
3482,7.2089041,3.4450000,,,,,
3483,2.7991658,2.1570000,,201.0780000,1049.0000000,4841.6000000,
3484,6.3262148,5.3530000,12.5231000,558.3000000,1354.0000000,5842.0000000,1.9000000
3485,16.2840915,6.4500000,7.9927300,121.3120000,924.0000000,5770.0000000,1.2000000
3486,3.1239771,2.7369600,,571.1439430,1246.8268423,4861.0000000,
3487,3.6074546,2.1970000,2.6993400,297.4680000,1156.0000000,5593.0000000,0.9100000
3488,3.9589142,2.4200000,15.2242000,301.8480000,1161.0000000,5963.0000000,1.2200000
3489,5.8850401,3.6220000,6.6150300,282.5090000,1142.0000000,5712.4000000,1.1800000
3490,3.5328220,3.4431200,13.4749050,837.7033716,1372.1206975,6153.0000000,1.2500000
3491,2.5089892,2.3410000,5.4652300,609.9610000,1384.0000000,5574.0000000,0.9900000
3492,10.0462596,2.1788712,16.4472821,97.2900870,801.0080118,5637.9000000,0.9451590
3493,2.4567112,1.7160000,3.0513600,614.3830000,1387.0000000,6223.0000000,1.1600000
3494,3.6142971,2.0160000,,,,,
3495,1.8020923,2.9490000,17.3634000,1870.7800000,1832.0000000,5760.0000000,1.8500000
3496,3.0295916,2.4730000,,267.8400000,1127.0000000,5081.3000000,
3497,2.7761628,2.1390000,6.5845400,538.6330000,1342.0000000,5778.0000000,1.8400000
3498,4.7257129,2.7010000,10.5468000,350.1470000,1205.0000000,6139.0000000,2.4800000
3499,4.2989288,3.0220000,9.9447200,371.5470000,1223.0000000,5671.0000000,1.4500000
3500,4.7308142,3.0620000,9.8568900,295.4290000,1154.0000000,5777.0000000,1.0500000
3501,2.9626402,1.9096724,12.6548900,269.8828476,1033.7453536,5473.0000000,0.7186350
3502,7.1357259,2.5094893,2.7853042,108.1100329,822.4059608,5446.0000000,0.8356270
3503,7.8808589,4.7880000,10.2354000,289.5460000,1149.0000000,5914.8000000,1.4100000
3504,2.3238426,2.3910000,13.8867000,870.4970000,1513.0000000,5983.9000000,1.3800000
3505,5.1191172,5.5630000,13.0806000,939.7660000,1542.0000000,5926.0000000,1.7000000
3506,4.1508803,2.2560000,8.3179900,70.6022000,807.0000000,4460.0000000,0.7300000
3507,7.9927894,3.8840000,,147.6350000,971.0000000,5530.9000000,
3508,0.7583741,0.7480000,5.4111000,1262.0000000,1660.0000000,6209.0000000,1.5600000
3509,4.5029619,4.1690000,9.4478800,2710.2200000,2010.0000000,8103.0000000,1.7700000
3510,1.9724010,2.4350000,14.7348000,2239.6600000,1916.0000000,6184.0000000,1.6000000
3511,31.4001189,2.5454960,10.2456091,10.1567540,455.3113573,4953.0000000,0.7917130
3512,1.7560902,1.7630000,7.5211800,1923.3400000,,6249.0000000,1.2900000
3513,4.6546139,1.3650000,12.7473000,91.4646000,861.0000000,5966.0000000,1.5800000
3514,1.5373948,1.1940000,5.7643500,621.7150000,1391.0000000,5091.0000000,1.0000000
3515,0.7409429,1.0840000,4.5844200,1523.2700000,1740.0000000,5406.0000000,0.8700000
3516,21.7894491,6.8044292,,42.8575849,652.5693517,6118.5000000,
3517,17.3567190,2.5707102,9.7053860,17.7377655,523.4129662,4697.0000000,0.7606290
3518,4.5679250,3.0470000,14.2306000,266.4680000,1125.0000000,5675.0000000,1.0400000
3519,5.0518907,3.7430000,9.1103600,588.9980000,1372.0000000,6328.9000000,1.5500000
3520,2.4076941,1.4380000,7.1578100,255.6300000,1113.0000000,5702.0000000,0.9800000
3521,2.8668029,1.8790000,,155.0450000,983.0000000,4871.9000000,
3522,2.0381761,1.9880000,13.0071000,310.8350000,1169.0000000,4928.0000000,0.8200000
3523,13.1757294,2.1570272,1.9602373,2.6453174,325.2663942,3349.0000000,0.3886090
3524,6.6149110,0.9654605,1.2731554,6.6294678,409.2506857,3349.0000000,0.3886090
3525,23.1315739,2.2930000,,5.5333600,427.0000000,4952.3000000,
3526,7.2087245,3.5060000,,110.9130000,904.0000000,5144.9000000,
3527,6.7473822,2.1120000,13.1026000,47.3055000,730.0000000,5332.0000000,1.0600000
3528,1.6323062,1.8908720,15.8543427,757.4076888,1337.9878723,5099.9000000,0.9125750
3529,3.8823511,2.6909833,9.5364228,1088.6638396,1465.0188040,5622.4000000,1.6866800
3530,3.5908038,3.0270000,9.8540700,462.4670000,1291.0000000,5657.0000000,1.1800000
3531,6.7201811,3.1870000,11.5271000,76.4183000,823.0000000,4914.0000000,0.8500000
3532,3.6772391,4.2517064,13.2496189,567.6066573,1244.8918384,5801.0000000,1.1179200
3533,1.1578392,1.3630000,11.2362000,2519.4500000,1973.0000000,6409.0000000,1.1800000
3534,2.7240303,1.6490000,10.9383000,193.0300000,1038.0000000,5366.0000000,0.9300000
3535,2.1654694,3.4080000,13.5615000,2503.9600000,1970.0000000,5830.0000000,1.8600000
3536,3.1504798,1.0960000,10.0008000,98.0783000,876.0000000,5229.0000000,0.8900000
3537,6.5169955,2.4160000,2.2617400,62.6073000,783.0000000,4937.5000000,0.7100000
3538,2.1390271,3.5560000,,2105.5900000,1887.0000000,5869.6000000,
3539,2.3079651,2.0640000,,,,,
3540,3.2175013,3.2000000,16.0110000,1034.9400000,1580.0000000,7932.0000000,1.5600000
3541,3.0492435,3.6270000,,,,,
3542,4.3965758,2.8270000,9.7160100,350.2890000,1205.0000000,5957.0000000,1.2300000
3543,5.5679111,2.4294368,9.5108395,100.8499947,808.2369842,4887.0000000,0.8015250
3544,3.1639309,3.1430000,,1083.9600000,1598.0000000,6323.0000000,
3545,1.9872259,2.4860000,15.6112000,1292.2500000,1670.0000000,6178.0000000,1.0800000
3546,1.3367900,1.4880000,2.7073200,1038.3100000,1581.0000000,5600.0000000,0.9800000
