period,tranDur,tranDep,radE,earthFlux,eqTemp,effTemp,radS,confidence_positive
8.0386699,3.549,142.0,1.18,926.0,173.92,6018.0,0.975,0.999998
391.420272,3.84,237.0,1.61,256.0,1.01,6032.0,0.949,0.9999739
0.947554749,1.097,65.4,0.67,1633.0,1680.03,5508.0,0.84,1.0
4.0625969,3.952,320.0,3.70815,1765.0,1611.69,6629.0,2.09,1.0
3.562038,6.1241184,4495.415874,16.7501675,2106.584524,4654.109094,7042.0,2.42923,0.99999297
3.6344447,3.871,9230.0,14.25,1616.0,1133.73,6272.0,1.42,0.99998236
6.74657,1.803,2970.0,16.2785,833.0,80.0277,5910.7,2.57,1.0
28.7850347,2.102,103.0,2.5,993.0,229.66,6581.0,2.42,1.0
5.629318,1.847,8030.0,14.4974,849.0,86.4308,5885.0,1.53,0.9999999
0.3859142,1.189,5590.0,7.76491,2999.0,13435.8,6721.0,1.05,0.9986808
67.8321638,7.358,508.0,2.39,476.0,12.14,5839.0,1.067,0.999778
11.08262263,6.62584,269000.0,48.38,793.0,93.67,5831.0,0.922,7.1671116e-20
3.9306027,1.196,1048.0,1.26995,561.0,16.4901,3505.0,0.36,1.0
2.92721119,2.545,170.0,1.29,1258.0,593.23,5616.0,0.999,0.9999999
3.30040818,4.462,98.8,1.43,1543.0,1341.9,6333.0,1.438,0.9999994
18.7559765,2.5550705,1506.818331,2.9737536,448.7537809,9.5841474,4336.0,0.668693,1.0
401.5907,14.77,115.0,1.01,256.0,1.02,6170.0,0.939,0.0034152854
2.19635512,9.65516,267000.0,82.04,1793.0,2448.43,6438.0,1.273,3.898629e-25
17.27929077,5.07591,164000.0,27.66,556.0,22.63,5251.0,0.658,1.2606839e-09
1.669769,2.0105348,10665.55057,4.4985601,675.5508371,49.2213077,3411.0,0.433512,1.0
0.8715953,1.271,6610.0,10.5535,2291.0,4579.31,5969.0,1.21,0.9999994
370.62071,12.58,344.0,2.12,295.0,1.78,6432.0,1.136,0.10402882
20.6579443,8.798,98.2,1.27,728.0,66.27,5468.0,1.306,0.9999788
2.18565886,1.966,35.6,0.44,1087.0,329.49,4997.0,0.746,1.0
65.5327181,2.256,373.0,1.79,437.0,8.61,5755.0,0.923,0.99999964
25.7626846,6.908,620.0,2.66,633.0,37.99,5739.0,1.069,0.99993837
111.3198052,23.0078,62700.0,63.68,539.0,20.01,5022.0,2.58,3.7393477e-10
7.918267,3.478,83.7,0.93,953.0,195.36,5966.0,1.016,0.99999905
13.78252221,8.27762,249000.0,41.84,605.0,31.69,5246.0,0.668,9.28584e-19
24.4359956,6.254,497.0,2.31,674.0,48.81,6197.0,1.035,0.99978274
5.0458476,4.594,9760.0,16.1953,1404.0,645.664,5959.0,1.7,0.9999982
2.7435213,1.8047048,1518.901285,22.0496668,3128.179266,22630.15531,7896.3,3.9611499,1.0
4.4719937,2.619,170.0,1.08366,1065.0,214.229,5364.0,0.89,1.0
57.140035,5.684,1570.0,5.78,588.0,28.34,5936.0,1.46,0.9999976
15.31296388,3.0935,865.0,2.34,581.0,26.98,5081.0,0.77,0.99999976
1.049468616,4.848,22.0,0.84,2808.0,14709.49,7479.0,1.667,0.99413055
75.3787816,5.268,388.0,1.6,360.0,3.97,5061.0,0.841,0.99999774
2.3753009,1.502194,9683.886557,14.7510708,1684.991147,1905.072442,6087.0,1.43317,0.99999964
6.6802019,4.664,5941.0,11.1977,1252.0,408.603,5801.0,1.61,0.99999964
49.5355004,8.483,5687.0,10.5617,638.0,27.5628,6173.0,1.33,0.99346006
28.50787754,3.13331,24400.0,27.79,613.0,33.32,6131.0,0.945,0.9237312
1.434745129,1.862,201.0,1.5,1664.0,1813.0,5806.0,1.064,1.0
100.494129,2.679,57.6,1.33,523.0,17.64,6018.0,1.75,1.0
1.653889476,1.7242,124.0,0.97,1373.0,838.03,5390.0,0.876,1.0
6.880459,2.037,445.0,2.77633,929.0,123.942,6474.0,1.31,0.9999999
3.3401814,2.452,4960.0,8.19874,1189.0,332.424,5508.5,1.14,0.9999999
6.14728341,2.7645,120.0,0.79,770.0,83.18,4997.0,0.746,1.0
2.252417903,1.9767,32300.0,27.09,782.0,88.43,3979.0,0.544,0.99991417
5.6020298,1.893,6146.0,11.3612,857.0,89.7874,5750.6,1.44,1.0
397.73781,13.08,461.0,2.2,264.0,1.16,6194.0,1.02,0.04850402
5.56676609,1.812,174.0,1.12,859.0,128.51,5032.0,0.859,1.0
25.0709977,2.379,12286.0,11.9941,532.0,13.367,5624.0,0.94,0.99998915
3.0726434,2.2602485,10471.49497,19.9197757,1793.79634,2446.884871,7164.0,1.55831,0.9997795
148.272013,4.192,1710.0,4.3,321.0,2.51,5717.0,0.884,0.9999807
8.6187455,1.692,3430.0,15.6647,1011.0,173.998,7400.0,2.37,1.0
0.552141897,4.985,106.0,10.04,2206.0,5602.43,5952.0,0.904,0.9990336
5.803127153,4.9041,58600.0,19.04,886.0,145.32,5533.0,0.795,0.16354041
6.252962249,2.5819,1040.0,2.65,823.0,108.3,5031.0,0.848,1.0
349.85525,5.42,842.0,2.63,251.0,0.94,5941.0,0.885,0.99963915
1.6511456,0.9495247,3205.567144,7.7514065,1574.490449,1452.38289,5752.0,1.12196,1.0
2.5650361,2.273,9190.0,13.0681,1441.0,717.151,5866.0,1.34,0.99999964
1.33259494,2.783,92.7,0.89,1665.0,1814.46,6063.0,0.918,0.99999845
2.9897732,3.06,12893.0,17.6166,1678.0,1317.93,6786.0,1.57,0.99993956
1.540396094,2.8044,55100.0,48.81,1576.0,1455.18,5780.0,1.0,0.009435194
17.8075656,1.643,1510.0,3.92,742.0,71.56,6194.0,0.981,0.9999993
0.849906734,1.141,124.0,0.59,1139.0,396.64,4296.0,0.505,1.0
2.628117322,1.8289,937.0,1.77,737.0,69.56,3939.0,0.557,1.0
3.307669761,1.672,243.0,3.87,1840.0,2710.89,5959.0,2.382,1.0
30.69395532,2.9512,18100.0,13.72,614.0,33.69,6137.0,1.018,0.99956316
185.9526325,3.5964,11100.0,50.98,343.0,3.28,5813.0,1.164,0.7079607
14.32388995,4.83729,69100.0,45.93,720.0,63.62,5853.0,0.895,3.2399486e-05
0.8378453,2.1590096,21355.78507,15.971118,1909.024693,3138.825595,5600.0,1.01656,0.99994504
1.2815706,2.23,13655.0,18.9642,2043.0,2895.35,6327.0,1.6,0.99999535
7.87173698,2.619,34.7,0.54,862.0,130.96,5428.0,0.94,1.0
180.4118581,3.29,4270.0,8.86,329.0,2.77,6032.0,0.973,0.9999511
1.544927524,1.0134,139.0,1.39,1824.0,2606.96,6309.0,1.132,0.9999999
0.843651274,2.80468,305000.0,39.98,1553.0,1371.12,5220.0,0.695,1.0496338e-18
14.7565015,4.9375033,2238.483004,5.7395617,810.7827881,102.1266495,5790.7,1.20174,0.99999666
1.4798437,2.702,3090.0,8.37272,1909.0,2205.43,5475.0,1.5,1.0
8.9093753,4.595,9278.0,13.9451,1148.0,289.201,6375.0,1.65,0.99999034
1.89134156,5.891,68.4,0.99,1673.0,1856.23,6387.0,1.105,0.9998888
0.885129679,3.156,177.0,1.21,1780.0,2373.06,5792.0,0.864,0.99999833
6.30922043,1.3251,691.0,1.37,606.0,31.73,4380.0,0.53,1.0
235.413973,3.065,1030.0,3.2,304.0,2.03,6028.0,1.001,0.9999949
5.9664078,2.816,20351.0,12.7661,905.0,111.516,5418.0,0.89,0.999962
1.089076495,2.274,43.7,0.75,2016.0,3923.24,6444.0,1.079,0.999998
1.166835206,2.17596,15500.0,96.28,3457.0,33728.08,8982.0,2.123,5.114859e-13
1.0092447,1.472,7501.0,11.8411,1662.0,1267.16,5491.0,1.34,1.0
4.6545798,3.1445137,24.5834929,0.5531037,1177.302518,454.0182322,6079.16,1.09843,0.99999964
3.525632539,2.59959,22300.0,11.58,975.0,213.12,5150.0,0.793,0.9999802
0.4131063,0.368,21940.0,12.2118,904.0,111.259,3621.0,0.5,1.0
19.0231361,3.431,402.0,2.04,647.0,41.5,5569.0,0.954,0.9999995
16.09227518,2.1072,129.0,0.98,503.0,15.15,4657.0,0.67,1.0
10.82882574,0.7275,92.1,0.76,758.0,78.3,5862.0,0.785,0.9999999
5.9041278,2.7678313,773.9266468,2.4489454,859.6105665,129.0410781,5141.0,0.876154,1.0
372.37369,12.33,666.0,2.68,267.0,1.2,6109.0,1.029,0.18132374
3.64830183,1.9985,372.0,1.33,860.0,129.44,4769.0,0.714,1.0
2.2127498,3.054,22.7,0.68,1801.0,2494.14,6195.0,1.405,0.9999999
3.7804749,3.615,22150.0,17.9247,1497.0,835.088,5112.0,0.81,0.9997532
5.877122413,3.7369,15600.0,45.95,1061.0,300.43,5778.0,1.043,0.7934462
32.376183,4.4639,745.0,2.26,392.0,5.61,4580.0,0.675,0.99999964
10.9911631,1.559,18917.0,21.5876,564.0,16.8854,4915.3,1.01,0.999998
3.2346944,3.5710893,10156.56139,13.3160023,1374.574227,843.7111506,5613.0,1.3147399,0.99999845
0.89627093,2.2033,67000.0,43.47,1733.0,2129.33,5551.0,0.861,0.008579334
4.3205081,2.51,13290.0,14.5156,1436.0,706.863,7627.0,1.23,0.9898816
9.4893231,2.757,940.0,2.4304,708.0,41.924,5120.0,0.77,0.9999999
9.3236885,2.0,12730.0,13.41,631.0,26.3577,5505.0,1.15,0.99999917
38.168652,5.086,90.6,1.4,696.0,55.36,6164.0,1.465,0.9999994
3.9964264,1.722,12340.0,13.0504,945.0,132.764,5771.0,1.14,0.9999987
2.2554459,1.6678604,5283.71039,11.0535293,1579.782885,1472.009522,5817.0,1.29661,0.9999999
9.38740646,1.6165,385.0,1.69,575.0,25.83,4500.0,0.646,1.0
1.120646438,1.7664,323.0,89.35,2783.0,14127.22,4972.0,4.034,1.0
7.57193,2.656,420.0,10.2119,1479.0,795.635,9146.0,4.72,1.0
5.9910569,3.4644509,411.3820085,2.3197704,1046.719759,283.6891271,5711.7,1.12148,0.9999999
5.4584109,4.164,2807.0,10.0716,1431.0,698.046,6309.0,2.24,1.0
3.490785878,1.4513,337.0,1.32,1010.0,245.65,5496.0,0.725,0.9999999
1.6804461,1.099,2020.0,5.37039,1496.0,833.25,5695.0,1.04,1.0
216.456055,11.067,1000.0,3.61,320.0,2.48,5645.0,1.155,0.9769009
46.151253,5.346,649.0,2.08,423.0,7.59,5204.0,0.769,0.9999908
5.4463931,2.222,8350.0,20.2415,1092.0,236.789,6815.0,2.19,0.9999999
5.7208592,3.034,15720.0,14.6233,1038.0,193.036,5856.0,1.13,0.99996805
2.630090609,13.6817,517000.0,83.5,1551.0,1371.02,6315.0,1.108,0.0
3.2928068,2.107,16460.0,11.9432,990.0,159.842,5037.0,0.91,0.99999905
87.24250316,4.1206,17900.0,15.86,390.0,5.49,5671.0,0.955,0.99881446
265.29617,4.1,608.0,2.99,302.0,1.97,5589.0,1.218,0.9999995
3.0604071,3.175,12460.0,18.6847,1660.0,1261.17,6623.0,1.67,0.9999827
11.3543085,3.414,2190.0,9.40688,913.0,115.756,6421.0,1.92,1.0
3.3226948,3.568,78.7,15.33,3859.0,52428.3,5234.0,16.959,1.0
26.694279,3.7831301,1854.292432,2.6845863,362.5947706,4.0851419,3997.0,0.626722,1.0
0.845657,1.824,390.0,8.90314,1929.0,2301.5,4969.9,4.52,1.0
17.32996587,8.43812,253000.0,42.58,548.0,21.34,5079.0,0.683,7.530553e-19
4.2971136,2.775,26010.0,14.1426,1000.0,166.22,5203.0,0.85,0.99993813
14.3832267,8.378,179.0,1.84,889.0,147.78,6115.0,1.291,0.9997559
3.036208739,0.9324,1820.0,1.4,520.0,17.31,3464.0,0.328,1.0
0.723947772,2.125,243.0,52.16,3192.0,24641.6,5160.0,2.897,0.9999976
1.332035996,1.391,137.0,0.85,1365.0,823.09,5376.0,0.73,1.0
0.530972263,3.653,48.6,9.32,2373.0,7495.0,6185.0,0.991,0.9996426
1.151166776,1.0907,578.0,1.28,957.0,199.25,3951.0,0.535,1.0
681.01756,8.74,134.0,1.69,274.0,1.33,6295.0,1.435,0.9965546
5.6952223,1.107,1470.0,3.92346,700.0,39.9451,5416.1,0.95,1.0
11.77613232,2.8971,1430.0,2.08,446.0,9.37,3980.0,0.54,1.0
2.709631,3.282,10819.0,14.9972,1582.0,1041.16,5838.0,1.47,0.9999989
10.18318233,3.137,51.5,0.79,867.0,133.56,5843.0,1.084,0.99999976
0.496069986,1.5568,129.0,10.0,6285.0,369989.68,5096.0,8.769,0.0
7.4710819,2.511,24880.0,12.8097,741.0,50.0778,5262.0,0.81,0.99994373
47.189437,11.555,371000.0,66.71,484.0,13.01,5458.0,0.972,5.792592e-31
2.688899233,2.11275,37500.0,12.04,929.0,175.76,4820.0,0.639,0.9998956
4.0953585,44.35,227.0,7.76,1680.0,1884.15,6839.0,1.7,4.8037015e-20
42.55930625,3.0148,2300.0,5.45,527.0,18.24,6032.0,0.924,0.9999912
4.5333993,1.083,7690.0,16.84,990.0,159.735,6254.0,1.12,0.9999937
3.154201,2.857,7690.0,12.0524,1372.0,589.138,5771.5,1.36,0.99999964
1.945914237,2.8712,9880.0,35.94,1417.0,955.56,5967.0,0.83,0.9597399
147.661729,6.207,1090.0,1.59,176.0,0.23,3788.0,0.49,0.9999989
12.42221675,6.5533,54.5,0.8,864.0,131.73,6231.0,1.084,0.9998598
4.3622356,2.645,18670.0,11.0608,856.0,89.5299,4486.0,0.78,0.9999994
5.674353343,4.17722,36500.0,51.63,1053.0,290.75,5594.0,1.071,0.055451915
0.528755447,5.714,409.0,47.75,3271.0,27241.45,6151.0,1.954,0.006322676
21.5615248,5.73,3600.0,7.76454,745.0,51.2879,5644.0,1.28,0.99999416
24.68662378,15.168,8050.0,48.04,1149.0,412.55,4648.0,5.132,1.0
17.9635083,4.4297958,1266.94519,3.2970197,561.3646044,23.4693523,5229.0,0.794471,0.9999974
3.3630421,2.776,20990.0,20.7277,1323.0,509.118,5982.0,1.42,0.9999721
0.9136081,1.099,1368.0,5.5813,2409.0,5597.87,7126.0,1.5,0.9999987
466.90824,2.64,660.0,2.19,210.0,0.46,5340.0,0.867,0.9999993
4.0686405,1.8373729,2650.095001,3.7548333,772.378302,84.108766,4236.0,0.741921,1.0
0.99837,1.632,2730.0,5.29489,1963.0,2465.96,6082.0,1.13,0.99999976
5.90260586,1.832,338.0,1.26,759.0,78.58,4960.0,0.707,1.0
16.4591808,5.575,4396.0,8.17474,883.0,101.082,5975.0,1.37,0.9999896
3.60727417,14.0841,842000.0,221.55,1833.0,2671.63,7026.0,1.785,0.0
6.4474918,2.643,9270.0,48.9878,1443.0,720.601,6477.6,1.69,0.99699533
143.196381,10.424,618.0,6.64,380.0,4.95,6007.0,1.06,0.86336535
10.85409593,3.7768,1030.0,2.99,765.0,80.88,5465.0,0.925,0.9999993
5.3920955,4.2434029,15466.35885,18.2452387,1226.266351,534.3923671,5752.18,1.41933,0.9999788
3.39155966,3.87,28.4,0.49,1183.0,462.47,5896.0,0.914,0.9999976
11.29689442,4.623,199.0,1.74,907.0,160.18,6096.0,1.176,0.99999726
5.263415218,2.1446,1030.0,3.77,1103.0,349.4,6099.0,1.028,0.9999995
322.221973,7.531,466.0,2.18,277.0,1.4,6026.0,1.006,0.9971584
14.9315582,4.729,590.0,1.58293,709.0,41.9664,4779.1,0.61,0.99999857
34.7769296,5.598,1383.0,12.9584,229.0,511.815,7505.2,1.96,0.9997466
282.5363563,10.3088,29200.0,70.53,360.0,3.98,6401.0,1.41,4.0192138e-08
16.08065726,2.8701,3080.0,4.43,614.0,33.64,5303.0,0.817,0.9999994
5.1357505,3.504,11560.0,13.7192,1291.0,461.579,6301.0,1.28,0.9999523
14.59150445,1.1295,1490.0,36.85,879.0,140.82,5940.0,1.312,0.9999832
2.0963263,1.217,7200.0,12.906,1165.0,306.186,5809.0,1.56,1.0
44.616751,7.831,240.0,2.31,693.0,54.56,6763.0,1.424,0.999126
5.24612,4.194,1030.0,5.61881,1220.0,368.522,5286.9,1.76,1.0
4.1747143,3.8092867,14026.69406,13.709409,1185.553813,466.8808801,5859.0,1.08854,0.99991214
198.0137918,9.72673,143000.0,38.49,260.0,1.09,5359.0,0.708,1.2703442e-12
20.708504,2.236524,1657.067907,3.751004,535.9397866,19.4977725,4111.0,0.701202,1.0
8.8263579,3.4318591,5877.74804,12.1777996,1126.900714,381.1216482,6016.0,1.56043,0.99999964
23.11707222,3.9948,2410.0,4.37,548.0,21.26,5275.0,0.796,0.99999726
3.8363055,7.175,3861.0,18.8534,2762.0,9673.97,5982.0,2.6,0.9999993
1.9639208,1.467,30553.0,12.0421,818.0,74.4726,3914.3,0.71,0.9999999
485.92297,3.756,123.0,1.07,225.0,0.61,5551.0,0.957,0.9999969
1.8119168,2.618,5510.0,8.20112,1936.0,2335.94,6146.0,0.96,0.9999832
1.35477049,1.618,145.0,0.8,1102.0,348.9,4414.0,0.689,1.0
5.7626113,4.004,8710.0,10.0697,1429.0,692.871,5470.0,0.97,0.99999034
19.254536,4.754,186.0,1.32,625.0,36.02,5668.0,0.868,0.99999213
358.74318,19.76,761.0,2.25,224.0,0.6,5482.0,0.826,1.60802e-05
1.540393027,1.75,526.0,2.17,1502.0,1200.85,5466.0,0.946,1.0
0.60886299,1.27896,2020.0,158.5,3651.0,42225.89,5022.0,4.167,0.00017461125
1.541350116,3.29,378.0,1.5,1273.0,619.14,5150.0,0.784,0.9999999
6.9341584,1.937,510.0,2.15853,873.0,96.5124,5451.0,0.87,1.0
2.755637216,1.8559,537.0,1.37,757.0,77.57,4121.0,0.553,1.0
1.9268037,1.4,2260.0,3.42735,943.0,131.648,4249.0,0.68,1.0
2.3889051,1.032409,569.8511771,1.3399401,771.7556976,83.8378977,3959.0,0.561356,1.0
0.918510251,2.587,52.6,1.77,2795.0,14485.22,5837.0,2.338,1.0
5.3590843,2.477,3018.0,4.36817,885.0,101.96,4845.0,0.81,1.0
3.797872,1.0636976,1501.082503,1.9296055,554.7006125,22.3746156,3520.0,0.472869,1.0
1.111362442,6.24,134.0,2.86,2820.0,14894.75,6486.0,2.308,0.99999654
2.8894603,2.561,17030.0,13.0354,1304.0,480.071,5604.0,0.97,0.99998367
8.429438192,3.94306,456000.0,49.49,582.0,27.16,4268.0,0.68,7.2993256e-29
1.2433877,1.65,2757.0,8.07577,1923.0,2274.15,6488.0,1.47,0.9999999
358.96844,21.71,808.0,2.7,263.0,1.13,6117.0,0.947,1.5457583e-07
50.4670244,8.96181,103000.0,52.88,523.0,17.63,6137.0,1.012,5.1908047e-11
4.2058608,7.39,182.0,1.14,1012.0,248.04,5590.0,0.839,0.9997696
19.56313723,6.8575,5540.0,9.73,706.0,58.71,5766.0,1.077,0.9993357
357.13089,13.04,331.0,1.62,246.0,0.87,5838.0,0.897,0.10607584
469.61309,13.709,1230.0,3.24,200.0,0.37,5474.0,0.763,0.027119907
1.26132769,1.244,110.0,0.14,447.0,9.46,2900.0,0.132,1.0
7.9856481,2.729,460.0,1.70724,675.0,34.6569,4444.0,0.73,1.0
61.611129,14.96,82.9,1.29,597.0,30.02,6533.0,1.386,0.08837679
4.8131406,4.932,5030.0,15.2753,1595.0,1074.75,6287.0,2.1,0.9999999
3.6525305,4.153,9770.0,14.7302,1553.0,967.919,5930.0,1.47,0.9999956
88.2553729,4.539,1130.0,2.96,326.0,2.67,5176.0,0.738,0.9999945
12.3750537,6.6166181,4155.610483,17.1909846,1258.376981,592.6032964,6173.5,2.36235,0.9999999
199.443024,7.409,4040.0,9.3,332.0,2.86,5646.0,1.153,0.999241
6.9615164,2.403,6492.0,10.6573,895.0,106.619,5994.0,1.37,0.99999976
47.3329299,2.708,932.0,2.18,386.0,5.25,4987.0,0.716,0.9999999
5.6906792,5.548,3155.0,15.1551,1692.0,1362.1,6749.0,3.03,1.0
2.01976,3.394,3963.85,7.3626,2444.0,5926.69,7274.6,1.72,0.99997365
1.219324537,4.7501,379000.0,60.62,1569.0,1432.21,5455.0,0.897,9.286759e-27
0.7123317,0.752,13070.0,13.7901,1287.0,456.304,4728.0,0.98,1.0
4.783002698,2.335,1010.0,2.5,886.0,145.48,5170.0,0.807,1.0
1.9792573,1.6873516,2235.664094,4.1930997,946.5097378,189.6799154,4001.0,0.756551,1.0
2.684328541,2.69382,18100.0,12.73,1265.0,603.57,5561.0,0.956,0.9999777
0.7951534,0.912,1920.0,9.70612,1906.0,2195.21,6811.0,1.96,1.0
3.3645349,3.14,7010.0,11.8831,1558.0,978.355,6443.0,1.34,0.99998975
5.18498961,2.1397,430.0,1.15,652.0,42.62,4325.0,0.56,1.0
6.7136512,3.541,11490.0,12.5036,1101.0,244.013,6179.1,1.15,0.9999292
92.263742,8.605,297.0,2.22,469.0,11.42,6084.0,1.283,0.9993956
4.0185922,4.47,6230.0,13.9642,1897.0,2154.02,7156.0,1.77,0.99992263
3.7833369,3.386,11530.0,13.3743,1222.0,370.391,5266.0,1.23,0.9999994
379.08202,33.87,1610.0,23.99,253.0,0.97,5982.0,0.96,4.1032695e-17
581.729006,6.647,187.0,2.74,308.0,2.12,5765.0,2.005,0.9999999
1.865114193,0.4279,1120.0,0.66,455.0,10.1,3292.0,0.148,1.0
2.0325685,1.312,18260.0,11.846,1014.0,175.933,4950.0,0.85,0.9999995
4.9613647,4.318,6047.0,14.2376,1532.0,916.634,6592.0,1.72,0.99999404
17.91874306,4.36387,118000.0,56.94,942.0,186.0,5870.0,1.63,1.4504129e-06
0.933728755,4.363,13.5,0.72,2777.0,14057.75,6652.0,1.863,0.99999034
428.3217393,40.5992,317000.0,49.76,220.0,0.56,5662.0,0.806,0.0
11.55103848,3.3601,403.0,2.17,845.0,120.76,5907.0,1.058,0.9999994
11.5418525,2.9492981,415.9874628,1.8822681,791.2917217,92.6547078,6112.0,0.901955,0.99999666
32.4185265,5.154,111.0,1.62,687.0,52.7,5622.0,1.441,0.9999999
2.3238426,2.391,9780.0,13.8867,1513.0,870.497,5983.9,1.38,0.99999917
96.120478,1.125,285.0,2.08,460.0,10.62,6038.0,1.186,1.0
4.304829,3.5311266,7531.42212,13.8395402,1406.737585,925.4934848,6001.0,1.51284,0.9999989
96.231257,2.488,938.0,29.26,965.0,204.8,4895.0,9.529,1.0
28.02789136,17.3269,243000.0,31.3,440.0,8.86,5231.0,0.544,2.1425014e-23
2.154911236,3.1341,99.7,1.42,1740.0,2162.35,6181.0,1.424,0.9999999
3.4902115,2.449,366.0,2.05978,1352.0,555.873,6111.0,1.09,0.99999976
6.0990118,3.6112,228.0,3.16,1374.0,842.53,5743.0,1.971,1.0
7.00821787,3.812,116.0,1.29,1062.0,300.58,5970.0,1.2,0.99999964
9.42889884,4.4481,565.0,4.39,1163.0,432.9,5897.0,1.86,1.0
0.755105584,5.02374,250000.0,76.26,2412.0,7996.1,6592.0,1.19,4.1443006e-22
4.1723,1.684,46257.0,10.1574,508.0,11.1296,3392.0,0.49,0.9999988
392.49728,10.53,1060.0,2.82,232.0,0.68,5737.0,0.872,0.76211345
6.195861785,2.6078,3510.0,215.89,883.0,143.74,5608.0,0.813,4.916594e-17
154.674369,9.35,436.0,2.29,371.0,4.47,6338.0,1.002,0.9197029
2.83401711,5.938,84.2,0.93,1381.0,859.57,6247.0,1.002,0.9998801
10.32906563,1.44,2310.0,6.17,908.0,160.44,6228.0,1.049,0.9999994
8.95294046,2.995,44.0,0.86,1012.0,247.66,6047.0,1.207,0.9999999
2.1779407,2.098,110.0,1.28228,1462.0,759.183,5801.89,1.26,1.0
6.8833761,2.2702,458.0,1.69,857.0,127.67,5679.0,0.794,0.9999995
41.4856125,6.6899368,959.7522291,12.5121956,1035.00054,271.196017,6354.0,3.4868701,1.0
4.8257226,4.145,7650.0,14.7924,1648.0,1225.98,7141.0,1.66,0.9998604
1.3205037,2.0155519,469.4537481,2.1611735,1632.161735,1677.157195,5731.0,0.98926,0.9999999
290.438547,12.85,213.0,1.11,235.0,0.72,5392.0,0.775,0.35661972
328.0485,13.75,398.0,2.22,292.0,1.72,6268.0,1.1,0.035240192
13.0313583,4.521,573.0,2.88,774.0,84.94,5514.0,1.071,0.9999993
0.977311489,1.403,251.0,1.06,1331.0,737.36,4805.0,0.688,1.0
102.653705,53.5887,687.0,39.16,562.0,23.66,6711.0,1.698,5.104233e-29
1.2864856,1.328,104433.0,14.0003,728.0,46.706,3172.0,0.45,0.99345726
4.172202,2.263,1980.0,3.23281,817.0,74.1594,4313.0,0.73,1.0
9.956296,10.474,1024.0,8.32411,1655.0,1247.74,4956.0,3.38,1.0
0.890110752,0.8774,322.0,1.25,1372.0,838.42,4768.0,0.711,1.0
1.4206036,1.6483243,448.0101837,1.1974247,890.3162916,148.490368,3872.0,0.548484,1.0
283.72675,15.49,84.6,1.18,341.0,3.2,6496.0,1.257,0.0069679343
4.6965638,3.056,12380.0,16.2589,1290.0,459.903,6502.7,1.43,0.9999652
45.0909201,4.605,436.0,2.44,487.0,13.27,5790.0,0.9,0.9999863
9.3004351,2.3510062,1595.208863,1.5550304,374.0815959,4.6279256,3472.0,0.363966,1.0
10.1171684,4.6677,289.0,3.07,1163.0,433.41,6306.0,1.792,1.0
8.4803326,5.918,35.6,1.35,1390.0,882.07,6245.0,2.179,1.0
2.71772323,3.22,70.3,0.72,1123.0,375.05,5135.0,0.874,1.0
0.915782856,2.24,301.0,32.86,2307.0,6663.73,6318.0,1.333,0.9990822
0.875267982,1.6038,11700.0,39.19,1910.0,3157.34,5821.0,0.898,0.9886143
21.92866538,9.7526,22200.0,65.97,983.0,220.41,5001.0,3.028,0.9994875
4.373570433,0.623,366.0,1.23,727.0,66.12,4362.0,0.64,1.0
1.376384817,1.745,366.0,1.47,1343.0,770.31,5278.0,0.746,1.0
0.766691517,1.2638,244.0,1.22,1541.0,1334.22,4821.0,0.788,1.0
1.121733366,1.032,84.3,2.39,2384.0,7641.15,5023.0,2.571,1.0
5.62241111,1.185,464.0,1.17,561.0,23.43,3894.0,0.541,1.0
6.5883481,5.3652099,5547.404593,9.5170822,897.9706432,153.6630881,6186.7,1.24901,0.99990773
2.6325313,4.167,4220.0,15.2766,1731.0,1493.24,5407.0,2.42,1.0
50.28635977,6.3212,1120.0,3.88,543.0,20.59,5900.0,1.167,0.99996114
321.02094,7.51,593.0,1.96,232.0,0.69,5334.0,0.81,0.99929464
19.5715862,4.1467964,1677.013838,3.6067731,540.2741317,20.1362084,4666.1,0.88568,0.9999999
5.3332571,3.102,2020.0,5.82279,1616.0,1133.52,6068.0,1.1,0.99999833
12.0040505,3.95,6890.0,7.9538,826.0,77.3733,5777.0,0.98,0.9999819
246.87131,10.69,434.0,2.02,302.0,1.97,6168.0,0.96,0.6488207
12.2981251,3.98,14968.0,9.70951,871.0,95.5652,5614.0,0.87,0.9998759
10.2682326,1.469,4380.0,11.589,650.0,29.6484,6181.0,1.64,1.0
19.2527652,4.862,139.0,1.24,740.0,71.04,6258.0,1.046,0.9999758
7.0114,4.8,8970.0,18.1417,1459.0,753.673,6084.8,1.82,0.999998
3.4945148,2.555,8254.0,11.03,1215.0,362.88,5699.0,1.2,0.9999995
11.63785889,11.8851,428000.0,77.01,895.0,151.54,6360.0,1.058,2.481131e-37
5.233450136,8.57374,430000.0,70.33,1050.0,287.6,5841.0,0.977,5.6499645e-34
0.890737359,1.9257,196.0,20.57,2022.0,3948.43,5687.0,1.169,0.9999976
11.7761073,2.829,281.0,1.31,619.0,34.75,5096.0,0.689,0.99999976
628.15844,12.144,502.0,0.95,101.0,0.03,3697.0,0.423,0.9748371
291.306507,2.91,1130.0,2.49,219.0,0.54,5031.0,0.748,0.9999995
32.2753853,8.622,224.0,2.31,683.0,51.5,5726.0,1.483,0.9999844
44.63898306,3.04001,36800.0,50.33,551.0,21.86,6197.0,1.035,0.012773196
4.49686066,1.7306,1930.0,1.93,535.0,19.34,3698.0,0.444,1.0
