period,tranDur,tranDep,radE,earthFlux,eqTemp,effTemp,radS,confidence_positive
0.566795467,4.712,38.2,0.67,2254.0,6076.99,5642.0,1.056,0.9999945
10.94026745,2.3494,539.0,2.08,764.0,80.52,5749.0,0.864,0.9999995
5.436841,2.335,2660.0,7.79881,1355.0,560.394,7980.0,1.49,0.9998504
81.1701587,8.358,1180.0,4.71,436.0,8.55,5460.0,1.165,0.9998462
36.2761238,4.7865,1570.0,3.03,445.0,9.29,5103.0,0.787,0.9999969
4.64490141,2.456,106.0,0.76,832.0,113.62,4786.0,0.77,1.0
3.9216762,2.075,17400.0,13.1754,1182.0,325.02,6706.0,0.96,0.99865794
359.00688,32.16,2020.0,28.57,237.0,0.74,5715.0,0.834,1.6960089e-16
1.1159326,1.013,840.0,6.17322,1780.0,1667.72,6859.0,1.68,1.0
16.0573291,3.546,575.0,2.27,645.0,41.04,5644.0,0.806,0.99999714
158.3226379,2.1881,4860.0,25.41,211.0,0.47,4340.0,0.572,0.9999889
256.846143,6.289,1710.0,46743.4,506.0,15.52,5208.0,4.329,0.0
4.421566535,2.1229,684.0,2.19,729.0,66.94,4299.0,0.697,1.0
1.5891628,1.576,3550.0,12.5934,1783.0,1679.03,6227.0,2.0,1.0
3.5242025,1.79,23590.0,12.31,777.0,60.7404,4485.0,0.78,0.9999994
5.1952021,2.1552,321.0,1.37,836.0,115.35,5044.0,0.738,1.0
12.08837,3.106,5990.0,18.1866,1048.0,200.957,5920.0,1.34,0.99999595
21.1579573,4.706,216.0,1.63,682.0,51.22,6063.0,1.012,0.99998724
42.949522,5.4154,959.0,2.98,487.0,13.29,5312.0,0.986,0.999997
43.798566,6.401,290.0,48.52,721.0,63.8,5611.0,2.227,0.9999577
15.8346011,4.676,18000.0,16.7304,915.0,116.829,5713.1,1.09,0.99934214
4.9218915,6.715,6245.0,20.0897,1817.0,1810.88,6178.0,2.7,1.0
7.0956395,3.465,108.0,1.2,989.0,225.73,5480.0,1.174,1.0
4.0086493,2.468972,9213.750642,7.2935622,908.6497573,161.1042737,4779.0,0.77199,0.99999976
6.0541622,4.592,255.0,4.01623,2872.0,11299.9,6187.0,1.61,0.9999918
4.5808535,3.488,11480.0,12.4319,1186.0,328.68,5528.7,1.14,0.9999962
5.34182466,3.577,70.5,0.95,1125.0,379.09,5767.0,1.135,0.9999999
6.9067868,6.6850674,1751.777857,13.4176028,1676.053793,1864.97414,5731.8,3.1513801,1.0
3.8347282,3.4951108,1112.338876,5.6648123,1509.42651,1226.786237,6088.34,1.58202,1.0
4.6288384,6.264,5380.0,17.2704,2291.0,4580.01,5978.9,2.22,0.9999995
2.3382502,2.289,13090.0,11.123,1274.0,438.011,5263.0,0.94,0.9999989
1.916940872,1.4243,105.0,0.89,1246.0,571.25,5083.0,0.872,1.0
24.3110031,8.7682,184.0,2.3,831.0,112.64,5951.0,1.693,0.9999926
6.87366398,7.0845,9770.0,12.01,859.0,128.52,5662.0,0.805,0.98213506
8.27745764,2.713,197.0,2.46,1088.0,331.35,5129.0,1.781,1.0
13.697384,4.783848,1061.94658,4.211945,800.1911623,96.8938034,5837.0,1.10089,0.99999535
9.03326435,2.857,611.0,1.96,729.0,66.89,5311.0,0.788,0.99999976
120.5816718,8.2904,193000.0,41.71,291.0,1.7,5294.0,0.673,2.5624206e-15
4.720489,1.8316316,47110.57064,14.6186346,526.8565787,18.2091901,3553.0,0.489916,0.9999901
1.8434549,1.444,4360.0,8.05828,1618.0,1139.02,6457.2,1.14,0.99999845
42.4729078,7.253,334.0,2.03,539.0,19.93,5616.0,1.111,0.9999622
10.8632531,37.68,188.0,19.93,802.0,98.04,5896.0,0.914,2.886756e-18
4.90765,3.753,810.0,13.2707,1119.0,260.337,4900.0,5.01,1.0
3.0440541,2.5984575,22236.01654,12.1086799,1075.318454,315.9871326,5523.0,0.809868,0.9999027
11.55562042,1.6758,442.0,2.11,703.0,57.75,5420.0,0.85,1.0
13.6032081,2.592,181.0,0.75,397.0,5.85,3780.0,0.511,1.0
9.30413878,1.9254,637.0,1.67,583.0,27.35,4458.0,0.658,1.0
66.47762,4.487,554.0,1.83,388.0,5.34,5515.0,0.775,0.9999896
1.620467654,2.1888,160.0,1.57,1681.0,1893.42,5553.0,1.25,1.0
66.1539783,5.896,6950.0,9.69,468.0,11.3,6077.0,0.999,0.9977437
3.79589,2.4602856,317.5272928,1.553135,1072.065399,312.1807495,5723.87,0.864173,0.99999964
23.2547644,7.935,9410.0,10.7553,1009.0,172.212,5627.0,0.88,0.9821562
31.13862664,5.2482,11400.0,12.88,582.0,27.22,5919.0,1.0,0.99845827
26.635216,5.949,1490.0,27.64,536.0,19.45,5215.0,0.882,0.9960044
0.5438807,0.78,3390.0,6.46581,1655.0,1246.75,5259.0,0.98,1.0
313.0927507,14.3447,446000.0,47.52,207.0,0.44,5067.0,0.673,1.3698089e-36
0.789160884,0.9268,215.0,0.91,1244.0,564.46,4258.0,0.622,1.0
4.0252588,3.596,8980.0,13.4189,1429.0,692.888,6059.0,1.4,0.99999595
5.251916208,4.9095,10600.0,37.15,952.0,194.17,5542.0,0.872,0.88972676
23.89963441,3.81881,21000.0,44.04,652.0,42.8,6192.0,0.924,0.09119822
1.242639742,1.763,159.0,1.02,1487.0,1159.26,5520.0,0.818,0.9999999
20.3807824,6.6590149,2371.522151,8.2227994,897.7592727,153.5184581,6351.0,1.61988,0.9999776
5.448321078,2.2213,529.0,2.17,978.0,215.95,5721.0,0.905,0.99999976
1.532703,2.698,1250.0,10.8699,3568.0,26916.4,6023.1,1.39,0.9837044
2.1990638,3.197,345.0,1.33,1087.0,330.97,5003.0,0.707,0.9999999
89.7224125,10.963,264.0,2.21,508.0,15.69,6429.0,1.262,0.91387194
15.6113633,3.2002615,520.4897607,2.9033347,829.6557911,111.9728668,6061.77,1.22568,0.99999976
0.70544824,2.9423,462.0,20.03,1868.0,2899.07,5717.0,0.826,0.99985635
2.99025443,5.414,589.0,1.7,918.0,168.45,4667.0,0.731,0.9999993
4.0223109,0.853,228.0,1.37,1017.0,253.28,5516.0,0.827,1.0
3.1318392,1.632,160.0,1.5,1443.0,1025.14,6070.0,1.159,1.0
30.99664113,2.9182,655.0,2.43,500.0,14.72,5324.0,0.853,0.99999976
17.7424733,3.082,880.0,2.00179,527.0,12.8216,4926.2,0.69,0.9999999
10.26558924,3.879,255.0,1.65,828.0,111.18,5774.0,0.98,0.9999987
0.328686504,0.8592,172.0,1.11,2324.0,6891.11,5430.0,0.847,0.9999999
4.0115394,2.2686483,14587.5118,15.3487909,1235.443874,550.5706841,5741.0,1.13908,0.99999404
20.1546939,1.3244754,1039.49771,2.3244125,494.4464236,14.1253091,4863.0,0.712388,1.0
16.56062577,2.611,701.0,2.94,701.0,57.28,5818.0,0.855,0.9999988
5.8879518,3.534,747.0,9.19044,2079.0,3105.54,5641.0,1.97,1.0
35.58349688,3.9885,938.0,2.03,408.0,6.54,4894.0,0.684,0.9999993
5.743469797,3.4412,1240.0,3.13,982.0,219.95,5897.0,0.891,0.99999607
1.039046871,1.689,24.4,0.48,1774.0,2348.45,5689.0,0.976,1.0
95.8531625,5.024,5975.0,5.95763,356.0,2.69104,4406.0,0.77,0.9999988
2.131945045,1.8061,269.0,1.66,1418.0,955.16,5845.0,1.013,0.9999999
3.6649528,3.245,3865.0,16.4945,3009.0,13611.8,7889.0,1.61,0.80946064
31.02431043,7.63621,96500.0,93.29,783.0,88.89,6011.0,1.741,7.0996056e-11
3.8240826,2.5172521,10096.10986,16.0547024,1436.342039,1005.894626,6243.0,1.38719,0.9999943
3.9443668,4.8652146,6732.488454,14.5727196,1461.620826,1078.598699,5494.0,1.75475,0.9999999
18.1209388,3.781,504.0,1.68,543.0,20.58,4905.0,0.774,0.99999976
0.426988,0.406,7230.0,11.5872,1311.0,490.784,5333.5,0.96,1.0
2.4337374,1.835,12540.0,8.67796,916.0,116.886,4294.3,0.74,1.0
1.8498567,2.518276,195.4102498,1.7193265,1499.304894,1194.210365,5834.0,1.0173301,0.9999999
10.9799801,3.39,4626.0,8.3173,812.0,72.3255,5754.2,1.34,0.99999976
0.99519559,2.293,13.7,0.29,1624.0,1642.44,5506.0,0.782,0.9999999
59.6585348,5.514,1040.0,3.59,393.0,5.66,5243.0,0.831,0.99998677
198.781156,6.77,138.0,1.69,404.0,6.33,6493.0,1.424,0.99989927
8.0922105,5.7696,65.3,1.44,1089.0,331.65,5774.0,1.395,0.9999995
199.8392053,4.378,44500.0,21.48,276.0,1.36,5457.0,0.869,0.6511505
6.9625419,4.564,1030.0,2.97636,1214.0,360.794,5727.0,0.95,0.99999547
18.0370154,2.356,8355.0,7.85944,491.0,9.70594,5400.0,0.85,0.99999833
0.7676706,1.057,340.0,2.98877,2031.0,2825.39,6377.0,1.53,1.0
3.7779418,1.4759325,3469.450739,1.5659937,394.3844097,5.7174182,3131.0,0.215535,1.0
1.67346,2.54,390.0,5.10182,3304.0,19786.3,10445.0,2.45,0.23884916
9.8130697,3.91,630.0,2.67352,1013.0,175.261,6240.0,1.06,0.9999937
17.76199841,2.4644,24200.0,14.25,538.0,19.78,5088.0,0.669,0.99987185
6.7391601,2.537,3040.0,30.8876,2416.0,5656.73,10341.0,3.39,0.9993079
15.03366411,3.272,375.0,1.7,669.0,47.32,5523.0,0.891,0.9999995
5.2169076,2.299,334.0,2.0097,1037.0,192.44,5966.0,1.1,0.9999999
1.183818383,1.393,84.3,0.91,1775.0,2337.65,6014.0,0.992,0.9999999
2.7908285,2.2599869,10049.69388,16.7559488,1705.340322,1998.781152,6635.91,1.4707,0.9999831
4.608901433,8.73393,379000.0,48.72,1007.0,242.9,5938.0,0.755,2.0839177e-29
0.88501,1.622,820.279,6.77007,1865.0,2010.85,5362.0,2.15,1.0
11.615625,2.233,191.0,2.84,905.0,158.69,5332.0,1.453,1.0
0.566812588,3.596,17.1,0.71,3089.0,21653.56,6194.0,1.718,0.99994636
2.0323202,2.786,8896.0,15.3325,2345.0,5028.16,8011.0,1.68,0.9958215
3.057524,1.3790503,1117.963818,2.4878486,848.2229732,122.3379291,4402.0,0.695095,1.0
447.97028,10.857,513.0,2.0,230.0,0.67,5911.0,0.887,0.53798664
265.2996227,8.8452,100000.0,33.81,270.0,1.25,5873.0,0.863,3.4722396e-09
14.03490255,3.638,852.0,2.41,641.0,39.97,5258.0,0.785,0.9999993
21.0689935,3.7404027,3392.770075,15.3646915,952.5129011,194.5380096,5441.0,1.98859,1.0
13.61165024,7.617,95.5,1.46,958.0,198.73,6170.0,1.499,0.9999852
15.532806,3.564,1236.0,2.17742,659.0,31.4267,3973.0,0.61,1.0
3.290304098,1.7215,13600.0,4.91,540.0,20.06,3386.0,0.427,1.0
7.6246239,2.0328127,1256.063206,14.4951834,1774.497446,2343.270994,7313.0,2.6298299,1.0
4.1074291,3.0844055,900.9217753,3.971632,1171.704836,445.4447971,5205.0,1.30055,1.0
0.957823876,3.7232,105000.0,110.91,2649.0,11612.14,5908.0,2.033,2.276084e-11
2.992662857,2.5258,114000.0,60.35,1476.0,1123.54,4927.0,1.837,0.0067478134
0.5019031,0.9470423,1536.568314,1.8451862,961.1999156,201.7325126,3272.0,0.401575,1.0
1.475323222,2.3155,155.0,5.88,2740.0,13331.51,4941.0,4.885,1.0
0.8303285,0.665,680.0,3.44971,1428.0,691.538,3672.0,0.57,1.0
55.1866213,9.133,376.0,2.47,568.0,24.56,6178.0,1.267,0.99801934
16.3413889,5.3764481,372.0970618,2.629079,777.2060824,86.231465,5991.11,1.12506,0.99998915
46.84008579,3.8198,6290.0,428.62,552.0,22.0,6006.0,1.055,0.0
2.63009438,11.226,389.0,25.55,1480.0,1135.97,6338.0,1.091,0.014379963
2.442945167,4.0145,678.0,38.29,1587.0,1499.89,5657.0,1.428,0.99985754
10.2150168,1.9683066,994.1089045,1.4777754,420.9334696,7.4195034,3763.0,0.447336,1.0
2.500560859,7.5902,20.4,0.48,1486.0,1149.55,6305.0,1.052,0.9989943
21.3779536,24.872,255000.0,173.18,1062.0,300.32,4905.0,3.484,7.7545934e-32
7.9069765,4.634,126.0,1.13,994.0,230.28,6347.0,0.996,0.9999671
1.07383154,4.846,31400.0,137.54,3791.0,48979.38,8059.0,2.859,9.637127e-19
15.71377375,7.464,9480.0,10.85,728.0,66.24,5812.0,0.96,0.987473
2.069415479,5.71941,16200.0,55.45,1768.0,2310.53,6640.0,1.25,0.0017957166
45.126216,6.656,373.0,2.32,604.0,31.54,6499.0,1.169,0.99949193
4.11754421,4.362,34.3,1.02,1581.0,1477.06,6263.0,1.726,1.0
7.363572395,5.7545,130000.0,82.22,1287.0,649.25,6793.0,1.508,4.2629593e-13
3.8282053,3.891,4275.0,11.9804,1663.0,1269.85,6455.0,2.05,1.0
0.493393859,1.1319,265.0,1.4,1505.0,1203.14,4474.0,0.614,1.0
290.625016,4.411,148.0,2.86,375.0,4.67,5195.0,2.409,1.0
8.5852872,2.834,1410.0,3.02,777.0,85.95,5488.0,0.818,0.9999994
18.07661035,3.1396,65300.0,39.16,533.0,19.14,4848.0,0.764,0.07567058
6.77367892,3.579,151.0,1.33,1083.0,324.84,6392.0,1.072,0.99999535
183.854867,14.996,521.0,2.4,345.0,3.36,6225.0,1.031,0.0063607637
8.3848067,4.5181283,11925.64176,11.5945537,936.3549718,181.6699451,5757.5,1.02264,0.9998714
4.429633087,3.0257,6120.0,32.12,950.0,192.62,5344.0,0.809,0.9991146
14.12847677,3.685,629.0,2.73,739.0,70.5,5779.0,0.974,0.99999845
9.7800223,4.245,4340.0,9.06075,1031.0,187.783,6113.0,1.33,0.99999547
51.3011844,5.359,499.0,2.07,492.0,13.86,6032.0,0.929,0.9999138
2.8126485,2.8737522,13994.06254,12.0658006,1269.891815,614.5934084,5700.0,1.00957,0.99998486
70.37626987,6.4205,116000.0,40.43,373.0,4.59,5458.0,0.755,9.643206e-09
3.4239436,1.9601023,443.6391381,1.7581475,1056.380055,294.3078003,5626.0,0.823019,0.9999999
5.25449393,3.078,169.0,1.41,975.0,213.25,5550.0,0.954,0.9999999
18.6928606,3.88584,51300.0,14.81,528.0,18.4,5190.0,0.66,0.88569725
9.3174113,1.7011801,1790.554621,2.0623382,420.1570972,7.3649163,3577.0,0.480553,1.0
4.6504794,5.051,6221.0,18.8371,1630.0,1172.26,6274.0,2.34,0.9999999
13.97945055,1.2325,356.0,1.97,635.0,38.44,5191.0,0.826,1.0
6.53144,5.713,700.0,6.77621,1485.0,808.553,6037.2,2.58,1.0
59.4037839,10.041,124.0,1.65,570.0,24.93,6373.0,1.209,0.9775325
225.26213,14.459,389.0,2.36,329.0,2.77,5799.0,1.191,0.24789883
5.3438948,4.139,6479.0,16.9428,1655.0,1248.08,7469.0,2.3,0.9999969
2.8120379,1.647,11880.0,9.95975,1141.0,282.122,6004.1,0.91,0.9999902
15.09984259,0.222,485.0,4.11,576.0,25.98,5191.0,0.65,1.0
82.508054,3.806,352.0,14.04,878.0,140.61,4986.0,7.733,1.0
8.57504983,8.653,161.0,4.26,1374.0,841.68,4986.0,3.464,1.0
4.85018974,5.676,64.5,1.1,1098.0,344.04,6032.0,0.973,0.9999583
5.60682001,2.714,151.0,1.04,942.0,186.43,5699.0,0.853,0.99999964
96.16705,2.775,271.0,1.15,313.0,2.26,5147.0,0.716,0.99999976
2.2251639,1.545,284.0,1.50436,1203.0,348.601,5509.0,0.92,1.0
346.36642,14.94,148.0,1.57,314.0,2.3,6327.0,1.259,0.023324119
10.9554897,6.772,370.0,22.7316,3316.0,20081.6,8522.0,6.79,1.0
5.251918489,5.59653,296000.0,51.51,1060.0,299.43,6099.0,0.919,7.6131196e-22
16.3475547,1.873,46329.0,13.2139,301.0,1.37516,3662.0,0.65,0.99999666
20.3504704,7.225,102.0,1.01,695.0,55.07,5952.0,1.002,0.99973816
5.71668787,1.97,432.0,1.92,955.0,196.51,5638.0,0.883,0.9999999
2.4589458,1.553,31394.0,12.6341,728.0,46.8448,3810.0,0.62,0.99999964
44.25817308,7.58264,20500.0,37.38,845.0,120.38,6544.0,2.326,0.99123186
3.1901569,1.8262867,3648.244246,15.146461,1867.79028,2876.295127,6474.57,1.98958,1.0
5.40426917,2.5315,861.0,2.85,1073.0,312.93,6122.0,0.964,0.9999987
1.262742487,1.7433,15900.0,134.45,2548.0,9925.41,5273.0,3.15,0.44929436
2.97601892,5.5,306.0,164.46,2799.0,14524.05,5140.0,7.746,1.0
4.31978105,7.204,65.8,3.87,2111.0,4693.13,5519.0,4.368,1.0
1.071911311,3.8559,9820.0,40.32,1809.0,2534.86,5885.0,0.933,0.81862813
3.1915257,2.756,8587.0,16.4091,1626.0,1161.72,6673.0,1.69,0.9999969
0.734573766,1.295,68.4,0.86,2061.0,4270.04,5602.0,1.051,1.0
1.332567005,6.3373,401.0,27.36,2007.0,3837.83,6388.0,1.223,0.912474
12.424995,20.282,51.5,2.06,1293.0,660.61,6098.0,2.657,0.96508926
11.79161234,3.036,415.0,2.41,857.0,127.75,5619.0,1.199,1.0
12.92489803,2.6811,959.0,2.62,620.0,34.95,5103.0,0.768,0.9999999
53.556625,16.18,3960.0,26.31,1076.0,317.03,7643.0,3.618,0.98382574
7.886632468,5.2147,6330.0,8.99,996.0,232.07,5847.0,1.135,0.99995756
2.6796164,0.9028948,827.5423687,1.8334769,771.4561825,83.7078249,3943.0,0.63072,1.0
2.0319883,3.4937463,12273.00569,17.7163979,1869.411128,2886.2922,6161.0,1.56523,0.99998724
0.49359,1.545897,246.702105,1.733849,2352.530056,7238.719107,5872.0,1.02918,0.9999995
4.22464216,1.403,987.0,4.31,1279.0,631.55,6343.0,1.14,0.99999976
3.07365139,2.102,90.5,0.79,1215.0,515.92,6068.0,0.831,0.99999905
6.269716,3.696,1240.0,3.86288,982.0,154.408,4812.0,1.08,1.0
5.8492379,3.257,109.0,1.18919,1237.0,389.669,6461.8,1.33,0.99999964
10.11614452,2.70314,58100.0,17.21,549.0,21.56,4717.0,0.519,0.953657
2.1805277,2.969175,16340.13532,16.808853,1654.404068,1770.465054,6599.0,1.2714601,0.9994375
9.4070515,2.6715391,967.7626685,3.9938238,1001.354025,237.6137635,6223.0,1.2331001,0.99999964
1.1967018,1.879,824.0,10.3239,3534.0,25917.9,5997.0,1.73,0.9998809
5.4977872,4.9400249,6357.726888,14.0381026,1424.913184,974.2594349,6281.0,1.72746,0.9999962
0.569961046,1.446,44.2,1.04,2743.0,13463.04,5814.0,1.549,1.0
0.957079167,3.85011,48700.0,72.76,2441.0,8421.62,6367.0,1.468,4.669107e-06
3.8823511,2.6909833,3177.344653,9.5364228,1465.018804,1088.66384,5622.4,1.68668,1.0
2.7347651,3.205,9209.0,17.805,1808.0,1775.39,6767.9,1.77,0.999992
0.805267592,0.887,147.0,1.35,2165.0,5216.79,6268.0,1.1,0.99999976
9.61731426,3.8692,234.0,1.94,1010.0,246.13,6035.0,1.257,0.99999964
8.30783912,3.1516,778.0,2.15,751.0,75.09,5320.0,0.786,0.99999964
14.0498182,2.907,472.0,1.45,480.0,12.56,4228.0,0.652,1.0
1.2980202,3.007,250.0,2.58794,2487.0,6354.72,6128.0,1.62,1.0
2.462344253,1.8113,180.0,1.33,1326.0,730.86,5736.0,1.008,1.0
11.020153,3.638535,1076.926754,2.343228,563.4752132,23.8243065,4407.0,0.719466,1.0
2.6808268,4.872,6451.0,14.3489,2525.0,6752.98,7349.0,2.0,0.9997008
47.1607932,4.003,723.0,2.58,503.0,15.07,5936.0,0.965,0.9999932
3.645356,4.787,4942.0,12.1687,1567.0,1002.22,5421.0,1.7,1.0
5.0625809,3.69,2884.0,15.2343,1757.0,1582.94,7664.0,2.76,1.0
12.49340725,2.2614,716.0,2.2,649.0,42.08,5207.0,0.795,0.9999999
14.4751062,1.6182484,9618.579853,8.6976173,407.866275,6.5402175,3841.0,0.55035,1.0
3.10197712,7.083,125.0,2.64,2246.0,6009.05,8709.0,1.797,0.7461397
225.66716,16.6,343.0,1.94,331.0,2.82,6363.0,1.035,0.0003568628
0.27664,0.72,15669.3,24.4651,3104.0,15418.8,5341.6,1.78,0.99999833
534.86668,8.19,565.0,4.3,328.0,2.74,6668.0,1.791,0.9995617
105.8817667,18.044,1560.0,10.16,595.0,29.64,5903.0,2.499,0.9626039
16.2580276,6.375,47.0,0.92,830.0,112.41,5867.0,1.356,0.99999785
30.86436512,2.9557,551.0,2.23,527.0,18.22,5677.0,0.828,0.9999987
4.4414275,1.393441,3375.818328,3.0014777,550.7815271,21.7489585,3609.0,0.502498,1.0
3.64049242,1.194,42.1,0.61,1136.0,393.32,5745.0,0.936,1.0
7.1603723,4.672,9174.0,14.5353,1163.0,304.256,5767.0,1.54,0.99999785
3.7002646,4.459,7616.0,13.9231,2648.0,8170.39,6971.0,1.48,0.9942321
6.996926239,2.7374,1320.0,3.21,888.0,147.07,5713.0,0.893,0.9999993
3.39904814,2.922,69.6,0.81,1191.0,477.15,5766.0,0.929,0.99999964
4.4430866,1.787,8800.0,21.1475,1027.0,184.965,4926.5,1.54,1.0
100.2830675,10.8636,351.0,2.51,475.0,12.07,6214.0,1.297,0.9738964
6.1841688,2.5898497,1052.350917,2.4076002,698.8705758,56.3777871,4645.0,0.693766,1.0
5.194256813,7.25775,38900.0,41.77,1546.0,1349.96,6100.0,2.086,0.77792996
0.896382269,1.113,136.0,1.0,1810.0,2524.81,5837.0,0.843,0.9999999
4.754432,2.147,13130.0,11.4372,988.0,158.463,5491.7,0.94,0.999997
0.711966971,2.0221,6230.0,33.34,1855.0,2808.98,5486.0,0.83,0.999218
1.75173647,5.122,68.4,3.86,4900.0,136315.31,10894.0,4.378,2.5461213e-21
2.9887654,2.9847247,15493.94904,14.0699828,1307.243508,690.1555373,5639.0,1.12141,0.9999895
3.1198404,1.7646723,8016.800953,12.1758,1324.887785,728.1777183,6011.2,1.13476,0.99999833
1.3866358,4.77,70.1,0.72,1503.0,1205.94,5693.0,0.856,0.9999931
0.54937,0.883,370.0,1.53904,1706.0,1407.22,4612.99,0.74,1.0
5.370639542,2.1121,491.0,2.54,1096.0,341.68,5821.0,1.085,1.0
4.9142901,4.595,5270.0,12.5243,1962.0,2462.94,8065.0,1.7,0.9934807
4.11585514,1.4858,426.0,1.93,895.0,151.55,4827.0,0.823,1.0
0.7320175,2.577,4520.0,5.16324,2713.0,8999.57,5458.0,0.81,0.9999827
7.545922037,4.0329,22.2,0.68,1084.0,326.67,5788.0,1.376,1.0
25.6721559,5.9629,387.0,2.68,683.0,51.47,6034.0,1.179,0.9999788
34.8536903,5.333,768.0,2.4,522.0,17.62,5818.0,0.848,0.99993205
3.20539622,2.143,454.0,1.7,1000.0,236.11,5103.0,0.787,1.0
7.300735516,5.78725,13100.0,13.32,1086.0,328.98,6434.0,1.138,0.99000263
729.4823472,6.9397715,819.483247,3.330945,204.5759725,0.413942,5881.4,1.00725,0.9964265
19.30112039,6.0752,232.0,1.66,669.0,47.49,5687.0,0.943,0.9999685
1.55028,1.571,23529.8,14.723,1806.0,1769.75,5039.5,0.87,0.99999607
13.77971135,7.63871,25500.0,47.58,1376.0,848.24,6444.0,2.947,0.99942005
5.94373492,1.847,301.0,1.14,674.0,48.82,4391.0,0.682,1.0
24.5002702,4.079,154.0,0.73,409.0,6.61,4519.0,0.597,0.99999976
541.92452,21.4,1500.0,3.15,144.0,0.1,4378.0,0.614,1.2004426e-05
9.61375316,4.654,798.0,3.27,931.0,177.26,5997.0,1.11,0.9999949
7.9788198,2.874,83.8,0.99,927.0,174.85,5553.0,1.098,1.0
43.501748,10.755,167.0,10.1,996.0,232.53,4604.0,6.221,1.0
4.2442882,4.273,7530.0,13.1653,1871.0,2036.6,6915.0,1.52,0.9998276
2.75753,1.376,1071.45,6.99891,1044.0,197.323,5776.5,1.94,1.0
2.855993,2.734,9706.0,13.1033,1443.0,721.319,5780.4,1.43,0.99999976
23.266633,8.315,49.9,2.66,1156.0,422.77,5758.0,3.775,1.0
0.3013943,0.407,4894.0,7.35109,1646.0,1219.13,5223.8,0.78,1.0
485.57785,6.67,853.0,2.18,187.0,0.29,5255.0,0.727,0.9993979
0.5496848,0.82,2860.0,10.6252,2331.0,4902.04,7433.0,1.84,0.9999994
0.803835923,1.397,52.6,0.78,2129.0,4863.18,6242.0,1.047,0.9999995
373.0381637,15.3281375,2858.622379,8.4472776,577.1642659,26.2251959,6508.0,1.54352,0.010234565
19.0689513,12.462,169.0,1.63,627.0,36.63,5418.0,0.889,0.8731682
4.8622127,6.011,3480.0,12.335,1735.0,1506.82,6142.0,2.29,1.0
5.317440164,2.9331,293.0,1.94,1105.0,351.52,5923.0,1.054,0.99999964
9.391039263,2.8386,2900.0,11.73,1068.0,308.13,5944.0,1.498,0.9999999
370.90237,10.558,546.0,1.97,238.0,0.76,5835.0,0.847,0.6966001
4.3271416,2.382,5340.0,14.5369,1246.0,400.919,5994.0,1.91,1.0
3.5044728,2.087,19700.0,13.2582,1014.0,175.819,5367.0,0.97,0.999995
0.4721054,1.6995515,45.2185132,1.3988866,3774.000953,47943.42142,7269.0,1.93752,0.037725866
13.9034057,3.408,261.0,1.55,646.0,41.08,5261.0,0.819,0.99999964
14.0077666,5.8727493,5924.834967,12.4023108,1028.532029,264.4796635,6557.7,1.57435,0.9998801
900.1930987,6.3963069,1344.488488,3.6185236,183.0091807,0.2651017,5699.0,0.971675,0.997934
0.847588864,2.246,67.1,0.91,2144.0,5000.82,6335.0,1.072,0.999998
2.63595435,1.309,93.7,0.5,682.0,51.07,3705.0,0.529,1.0
6.6132132,5.646,10010.0,15.5423,1389.0,619.404,6110.0,1.58,0.9999609
0.935086665,1.12,71.2,1.18,2431.0,8250.8,6762.0,1.348,0.9999989
1.9795413,2.088,2640.0,4.77367,1381.0,604.981,5275.0,0.92,1.0
1.319677953,1.978,101.0,1.13,1843.0,2729.71,6306.0,1.076,0.9999995
5.17624997,5.261,78.7,1.31,1243.0,565.42,5578.0,1.497,1.0
2.3409909,2.5,12040.0,15.4992,1540.0,934.465,6090.0,1.35,0.99999595
6.3667329,2.628,778.0,2.19947,920.0,118.939,5413.7,0.85,0.9999999
10.2170589,2.259,121.0,1.17,929.0,176.34,6211.0,1.054,0.99999964
2.69487041,2.553,62.1,0.97,1440.0,1020.03,5823.0,1.187,1.0
9.77742,6.713,6740.0,35.6978,1304.0,480.928,4513.0,2.87,1.0
1.52327807,3.813,924.0,22.88,3461.0,33813.44,4477.0,7.912,1.0
1.307761491,2.22271,13900.0,29.17,1298.0,671.75,5112.0,0.673,0.9994948
88.0712769,6.758,885.0,2.4,330.0,2.79,4939.0,0.819,0.9999808
3.8960447,2.15,13340.0,12.1478,976.0,151.232,5295.0,1.02,0.9999993
1106.220834,3.759,6252.0,14.786,119.0,0.0333828,6199.0,1.67,0.99993515
2.820190603,2.554,468.0,2.53,1367.0,824.92,5831.0,1.121,0.9999999
33.93373447,14.561,8500.0,7.34,430.0,8.11,5040.0,0.705,0.020342913
6.70145,1.579,10940.0,8.15246,501.0,10.4754,4130.0,0.74,1.0
4.0248735,2.384,23775.0,11.6786,876.0,97.8595,4492.0,0.75,0.99999845
67.5923754,12.249,4160.0,12.1,588.0,28.2,6038.0,1.744,0.9735686
0.677761275,3.7085,878.0,22.15,1906.0,3136.01,5699.0,0.853,0.9993899
0.687004402,3.829,93.7,2.89,3535.0,36888.8,6240.0,2.803,0.99998116
1.070982122,1.255,43.4,0.98,2122.0,4811.39,5717.0,1.433,1.0
2.0844882,1.5541575,609.0046533,1.881105,983.115793,220.7698145,4443.39,0.713304,1.0
2.37752442,2.307,32.1,0.53,1278.0,632.62,5615.0,0.936,0.9999999
88.6440015,7.82,626.0,2.51,391.0,5.51,5661.0,0.934,0.9992518
